[00:00:00,000 -> 00:00:02,000] Hello 大家好 欢迎回到看点评论
[00:13:46,399 -> 00:13:48,480] 看了个电影听了个音乐然后我想把它做成一杯酒
[00:13:49,039 -> 00:13:51,360] 就比如这杯纸玫瑰它的来源其实非常有趣
[00:13:51,759 -> 00:13:52,720] 没有人可以猜到
[00:13:53,200 -> 00:13:56,720] 就是我也喜欢在烟熏的烛台里
[00:13:57,200 -> 00:13:58,879] 玩火 烧纸
[00:14:00,000 -> 00:14:02,320] 然后有一天就拿一个白色的纸
[00:14:02,879 -> 00:14:04,639] 丢到了类似于这个里面
[00:14:04,639 -> 00:14:05,399] 它的名字是蜡烛
[00:14:05,879 -> 00:14:07,480] 然后白纸放到蜡烛里
[00:14:07,480 -> 00:14:09,759] 它是不是立下马的全缩成一个团
[00:14:10,240 -> 00:14:12,080] 在那时候我就感觉它像一个玫瑰花
[00:14:12,279 -> 00:14:13,759] 像一个枯萎的玫瑰花
[00:14:14,080 -> 00:14:15,279] 它就转瞬即逝嘛
[00:14:16,000 -> 00:14:17,960] 同时它又会有烟的味道
[00:14:18,440 -> 00:14:20,080] 所以我就要做一杯酒叫纸玫瑰
[00:14:21,039 -> 00:14:22,279] 这个酒的来源就是这样
[00:14:22,519 -> 00:14:24,000] 那你解释一下这个是怎么
[00:14:24,000 -> 00:14:26,000] 就是它的味道
[00:14:26,000 -> 00:14:28,000] 我喝到了它 但是屏幕前观众没有喝到它
[00:14:28,000 -> 00:14:30,000] 味道其实就是很简单的
[00:14:30,000 -> 00:14:32,000] 烟熏 然后酸甜
[00:14:32,000 -> 00:14:34,000] 就是一个 但是会有点
[00:14:34,000 -> 00:14:36,000] 莓果 但它的莓果不是来源于
[00:14:36,000 -> 00:14:38,000] 树莓啊那种蓝莓草莓
[00:14:38,000 -> 00:14:40,000] 它是来源于一个东西叫甜菜根
[00:14:40,000 -> 00:14:42,000] 甜菜根可能吃沙拉在国外
[00:14:42,000 -> 00:14:44,000] 可能会比较多
[00:14:44,000 -> 00:14:45,840] 但是很多人会觉得它有一个很难闻的味道
[00:14:45,840 -> 00:14:47,279] 叫土 就是土腥味
[00:14:47,279 -> 00:14:49,519] 但是我觉得那个味道是非常迷人的一个味道
[00:14:49,519 -> 00:14:51,440] 特别是跟烟熏搭到里面一起
[00:14:51,440 -> 00:14:54,000] 然后再加点茶特一些草药酒
[00:14:54,000 -> 00:14:56,080] 让它变得整体层次非常的丰富
[00:14:56,080 -> 00:14:59,679] 其实一般很少喝酒的人会觉得这杯酒有点怪
[00:14:59,679 -> 00:15:01,200] 但是喝着喝着会觉得
[00:15:01,200 -> 00:15:04,720] 那个味道会让你觉得还蛮难忘的一个味道
[00:15:04,720 -> 00:15:05,000] 就是有点吞了纸然后烧起来的感觉但是喝着喝着会觉得那个味道会让你觉得还蛮难忘的一个味道
[00:15:05,000 -> 00:15:08,000] 就是有点吞了纸然后烧起来的感觉
[00:15:08,000 -> 00:15:11,000] 也不是吞了纸 也不是为了让你去想这个画面
[00:15:11,000 -> 00:15:13,000] 只是告诉你说 这就是这么来的
[00:15:13,000 -> 00:15:15,000] 对 就是这么来的
[00:15:15,000 -> 00:15:18,000] 就是感觉风马牛不相及
[00:15:18,000 -> 00:15:20,000] 但它的灵感就是这么简单
[00:15:20,000 -> 00:15:21,000] 就是这么简单
[00:15:21,000 -> 00:15:22,000] 挺好
[00:15:22,000 -> 00:15:26,960] 那这个东西我觉得它是灵感的那部分但是还有一个principle原则
[00:15:26,960 -> 00:15:28,440] 或者说是创作
[00:15:28,799 -> 00:15:30,559] 就是一些基本条
[00:15:30,559 -> 00:15:32,240] 就是首先你的手艺要到位
[00:15:32,240 -> 00:15:32,480] 对吧
[00:15:32,480 -> 00:15:35,159] 然后你做菜你要有一些基本的原则
[00:15:35,159 -> 00:15:37,919] 然后之后你在这上面可以自由的发挥
[00:15:37,919 -> 00:15:38,399] 对
[00:15:38,840 -> 00:15:41,600] 听起来首先听起来好像鸡尾酒就是更自由一些
[00:15:41,600 -> 00:15:41,799] 对吧
[00:15:41,799 -> 00:15:43,200] 就是天窗框框少一些
[00:15:43,200 -> 00:15:43,440] 对
[00:15:43,440 -> 00:15:46,799] 我就像一个艺术家去创作一幅自己的作品一样
[00:15:46,799 -> 00:15:50,600] 当然我是觉得我会对一个艺术的
[00:15:50,600 -> 00:15:52,919] 艺术作品的心态去更改我的作品
[00:15:52,919 -> 00:15:56,480] 每一杯七味酒我觉得就是我的小孩
[00:15:56,480 -> 00:16:00,240] 他会给到很多很多人去尝到
[00:16:00,240 -> 00:16:02,879] 然后有人可以喜欢有人不喜欢
[00:16:02,879 -> 00:16:04,320] 都OK
[00:16:04,320 -> 00:16:07,200] 然后但是有的人可能过两年之后会说
[00:16:07,200 -> 00:16:10,080] 来到一个酒吧说我要喝一杯纸玫瑰
[00:16:10,080 -> 00:16:12,320] 然后可能有的人已经忘了
[00:16:12,320 -> 00:16:13,919] 但是我记得可能我的同事都换了
[00:16:13,919 -> 00:16:15,840] 但是这杯酒还被人记住
[00:16:15,840 -> 00:16:18,240] 那种感觉是不一样的
[00:16:18,240 -> 00:16:21,840] 因为在UNI其实我特别喜欢这种感觉
[00:16:21,840 -> 00:16:23,360] 就是客人非常的真诚
[00:16:23,360 -> 00:16:24,960] 就是你对别人真诚
[00:16:24,960 -> 00:16:25,000] 别人同样也客人非常的真诚就是你对别人真诚
[00:16:25,000 -> 00:16:26,000] 别人同样也会对你真诚
[00:16:26,000 -> 00:16:31,000] 这是我觉得我的一个处事的原则
[00:16:31,000 -> 00:16:34,000] 对 所以我们都会以最真诚的态度去对待客人
[00:16:34,000 -> 00:16:37,000] 去跟你说这个酒
[00:16:37,000 -> 00:16:39,000] 然后你的感受是你的感受
[00:16:39,000 -> 00:16:41,000] 但是我们可以通过聊天
[00:16:41,000 -> 00:16:46,000] 通过吹牛 通過出門抽黑煙
[00:16:46,000 -> 00:16:50,000] 可能會有一個共通點,然後就變成了朋友
[00:16:50,000 -> 00:16:55,000] 我在上海三年,很多客人都是這麼來的,變成朋友
[00:16:55,000 -> 00:16:59,000] 那種感覺是我覺得別的行業帶給不了我的
[00:16:59,000 -> 00:17:04,000] 對,好像你之前說過Netflix有一個DrinkFest
[00:17:04,000 -> 00:17:06,000] 那種感覺就是很温情
[00:17:06,000 -> 00:17:08,000] 我觉得调酒酒吧这个行业就是这样
[00:17:08,000 -> 00:17:11,000] 在夜晚有一帮人聚在一起
[00:17:11,000 -> 00:17:15,000] 然后放下负担放下你白天的面具
[00:17:15,000 -> 00:17:17,000] 然后去做你自己
[00:17:17,000 -> 00:17:20,000] 大家就是通过酒
[00:17:20,000 -> 00:17:21,000] 就是这个酒
[00:17:21,000 -> 00:17:23,000] 酒会让人愉悦
[00:17:23,000 -> 00:17:25,000] 然后這個酒會讓人愉悅然後
[00:17:25,000 -> 00:17:32,000] 那我再問的另外一個被激發起來的問題吧
[00:17:32,000 -> 00:17:37,000] 就是你剛剛說到這個是一個很獨特的行業
[00:17:37,000 -> 00:17:41,000] 然後我在想確實如果你在企業裡邊
[00:17:41,000 -> 00:17:44,000] 什麼程序員福利是不一定真實存在
[00:17:44,000 -> 00:17:45,440] HR可能有这样的功能
[00:17:45,440 -> 00:17:48,319] 或者说是在有一些其他的这种
[00:17:48,319 -> 00:17:54,440] 怎么说就是类似于要给别人提供情绪价值的这样的一个行业
[00:17:54,440 -> 00:17:56,599] 然后确实好像调酒
[00:17:56,599 -> 00:17:58,160] 我现在脑子里面在想
[00:17:58,160 -> 00:18:01,920] 我想不到一个类似于调酒师一样的能提供情绪价值的行业
[00:18:01,920 -> 00:18:06,000] 那好 我们先说调酒师反正肯定是一个很能提供情绪价值的行业那好 我们先说调酒师反正肯定是一个很能提供情绪价值的行业吧
[00:18:06,000 -> 00:18:08,000] 那你在这里边
[00:18:08,000 -> 00:18:10,000] 你又说就是大家来到酒吧以后
[00:18:10,000 -> 00:18:12,000] 带的是很真诚的自己的那一面
[00:18:12,000 -> 00:18:14,000] 对吧
[00:18:14,000 -> 00:18:16,000] 你接收到了很多各种各样的人
[00:18:16,000 -> 00:18:18,000] 见得过了很多人
[00:18:18,000 -> 00:18:20,000] 那你的社会阅历可能是会比我们丰富很多的
[00:18:20,000 -> 00:18:22,000] 就是我们见到的是
[00:18:22,000 -> 00:18:24,000] 大家professional工作的那一面
[00:18:24,000 -> 00:18:28,160] 你见到的是人们很多很多很多很多不同的人的不同的一面
[00:18:28,160 -> 00:18:30,160] 那你覺得就是
[00:18:32,160 -> 00:18:35,920] 他distill 就是他這個蒸餾出來的是什麼呢
[00:18:35,920 -> 00:18:37,920] 蒸餾出來的
[00:18:37,920 -> 00:18:39,920] 你是說我記憶到了這麼多
[00:18:39,920 -> 00:18:43,359] 或者說你比如說你是不是覺得你在跟人聊天的時候技能提高啊
[00:18:43,359 -> 00:18:46,160] 你很容易看到一個人内心的想法呀
[00:18:46,160 -> 00:18:51,200] 或者说你是很容易就是能帮别人很快的找到情绪啊
[00:18:51,200 -> 00:18:54,559] 我觉得可能就是T-Roy最终表达的东西吧
[00:18:54,559 -> 00:18:57,680] 就是我喜欢T-Roy的原因其实就是两个
[00:18:57,680 -> 00:18:59,440] 一个是多元化一个是包容
[00:18:59,440 -> 00:19:01,279] 多元化和包容性
[00:19:01,279 -> 00:19:02,400] 哦 我知道了
[00:19:02,400 -> 00:19:04,799] 就是你不强调于帮助别人
[00:19:04,799 -> 00:19:05,000] 你强调于就是理解别人不强调于帮助别人
[00:19:05,000 -> 00:19:07,000] 你强调于理解别人
[00:19:07,000 -> 00:19:10,000] 我常常去感受很多东西
[00:19:10,000 -> 00:19:11,000] 你感受
[00:19:11,000 -> 00:19:13,000] 你懂吗 就是那种感觉就是
[00:19:13,000 -> 00:19:15,000] 我知道你说的
[00:19:15,000 -> 00:19:17,000] 我们在酒吧可以遇到很多的陌生人
[00:19:17,000 -> 00:19:19,000] 见了很多的很奇怪 很好玩
[00:19:19,000 -> 00:19:23,000] 很搞笑 或者很感人的事情
[00:19:23,000 -> 00:19:26,500] 讲一个奇怪和感人的事情吧一个奇怪和一个感人或者奇怪且感人的事情讲一个奇怪和感人的事情吧一个奇怪和一个感人
[00:19:26,500 -> 00:19:28,500] 或者奇怪且感人的事情
[00:19:28,500 -> 00:19:30,500] 一个奇怪
[00:19:30,500 -> 00:19:32,500] 这个我得想一想
[00:19:32,500 -> 00:19:34,500] 涉及到隐私或者什么的
[00:19:34,500 -> 00:19:36,500] 没有 我们又不告诉他的名字
[00:19:36,500 -> 00:19:38,500] 一个感人的事情吧
[00:19:38,500 -> 00:19:39,500] 我讲感人的事情
[00:19:39,500 -> 00:19:40,500] 讲我入行的原因吧
[00:19:40,500 -> 00:19:41,500] 和这样一个
[00:19:41,500 -> 00:19:42,500] 那个时候我在
[00:19:42,500 -> 00:19:44,500] 因为我在无锡
[00:19:44,500 -> 00:19:45,000] 第一次工作然后那时候也不会挑酒和这样一个那个时候我在因为我在无锡
[00:19:46,000 -> 00:19:48,000] 第一次工作然后那时候也不会调酒
[00:19:49,000 -> 00:19:50,000] 但是就是洗杯子嘛
[00:19:50,000 -> 00:19:51,000] 然后坐在我面前
[00:19:51,000 -> 00:19:52,000] 那天晚上有一个
[00:19:53,000 -> 00:19:55,000] 有一个怎么说那种
[00:19:55,000 -> 00:19:57,000] 公司老板那种感觉
[00:19:57,000 -> 00:19:58,000] 穿着西装比体
[00:19:58,000 -> 00:19:59,000] 过来喝一杯威士忌
[00:19:59,000 -> 00:20:00,000] 抽根雪茄
[00:20:00,000 -> 00:20:01,000] 就在我面前
[00:20:01,000 -> 00:20:02,000] 然后去了我一晚上
[00:20:02,000 -> 00:20:03,000] 然后旁边坐了个纹身师
[00:20:04,000 -> 00:20:06,000] 喝了一晚上的茶草冰茶
[00:20:06,000 -> 00:20:07,000] 好能喝啊
[00:20:07,000 -> 00:20:09,000] 对 这两个人就完全不一样的感觉对不对
[00:20:09,000 -> 00:20:10,000] 然后穿的也不一样
[00:20:10,000 -> 00:20:11,000] 你看着这两个人不一样
[00:20:11,000 -> 00:20:12,000] 我感觉他俩很会打架
[00:20:12,000 -> 00:20:13,000] 但是我就坐在这边
[00:20:13,000 -> 00:20:14,000] 文身师是男生
[00:20:14,000 -> 00:20:15,000] 对 都是男生
[00:20:15,000 -> 00:20:16,000] 然后我就在这边洗杯子
[00:20:16,000 -> 00:20:18,000] 然后他俩聊了话题
[00:20:18,000 -> 00:20:19,000] 然后我们聊了个电影
[00:20:19,000 -> 00:20:20,000] 聊了个电影
[00:20:20,000 -> 00:20:21,000] 然后我就
[00:20:22,000 -> 00:20:24,000] 因为我是学电影的
[00:20:24,000 -> 00:20:25,000] 然后我就讲了我的看法
[00:20:25,000 -> 00:20:26,000] 然后他们俩说
[00:20:26,000 -> 00:20:28,000] 哦 原来你有这样的看法
[00:20:29,000 -> 00:20:30,000] 然后我们仨就聊起来了
[00:20:31,000 -> 00:20:32,000] 就聊了一晚上
[00:20:32,000 -> 00:20:34,000] 之后我去表盲别的时候
[00:20:34,000 -> 00:20:35,000] 发现他俩聊得很开心
[00:20:35,000 -> 00:20:37,000] 然后已经开始就干杯啊
[00:20:37,000 -> 00:20:38,000] 或者是我请你喝一杯
[00:20:38,000 -> 00:20:39,000] 我请你喝一杯
[00:20:39,000 -> 00:20:40,000] 然后开始互相认识
[00:20:41,000 -> 00:20:42,000] 那种感觉就是
[00:20:42,000 -> 00:20:44,000] 你感觉你连接了这个世界
[00:20:44,000 -> 00:20:45,759] 还以为两个人亲起来了
[00:20:46,680 -> 00:20:47,440] 那就不能播了
[00:20:47,440 -> 00:20:48,359] 那个东西
[00:20:48,480 -> 00:20:49,640] 对 这是我刚才跟你说的
[00:20:49,640 -> 00:20:52,359] 我觉得酒吧会让人放松
[00:20:52,359 -> 00:20:55,359] 让人可以做真实的事情
[00:20:55,359 -> 00:20:56,720] 那种感觉是不一样的
[00:20:57,079 -> 00:20:58,680] 然后你可以提供
[00:21:00,079 -> 00:21:01,240] 别的行业提供不了的
[00:21:01,720 -> 00:21:02,920] 意想不到的一些价值
[00:21:03,920 -> 00:21:06,160] 以你见过这么多人来说
[00:21:06,359 -> 00:21:10,359] 人的真实的自己和人平时的自己有什么很大的不一样
[00:21:10,559 -> 00:21:11,519] 真实的自己和什么
[00:21:11,559 -> 00:21:15,839] 人的真实的自己和人平时给别人看到的自己有什么很大的不一样
[00:21:16,880 -> 00:21:17,720] 太不一样了
[00:21:19,079 -> 00:21:19,880] 就是我觉得
[00:21:19,880 -> 00:21:21,160] 怎么形容一下这个不一样
[00:21:22,839 -> 00:21:25,480] 因为我可能还没有怎么见过真实的自己
[00:21:25,480 -> 00:21:26,359] 你自己吗
[00:21:26,359 -> 00:21:28,359] 不是我自己的真实我是见到的
[00:21:28,359 -> 00:21:30,880] 但是我可能很少见到其他人真实的自己
[00:21:32,960 -> 00:21:34,440] 你没有碰到过你朋友喝多
[00:21:34,440 -> 00:21:35,400] 然后跟你哭诉
[00:21:35,400 -> 00:21:36,359] 然后很多东西吗
[00:21:38,000 -> 00:21:39,000] 我酒量很差
[00:21:39,000 -> 00:21:40,319] 所以说你朋友
[00:21:40,559 -> 00:21:41,640] 对我酒量很差
[00:21:41,640 -> 00:21:43,160] 所以你先醉了
[00:21:43,279 -> 00:21:44,119] 就是别人看到过
[00:21:44,119 -> 00:21:45,240] 要么是我先醉
[00:21:45,240 -> 00:21:46,440] 要不我送人家回家的话
[00:21:46,440 -> 00:21:47,720] 他们都已经吐的不行了
[00:21:47,720 -> 00:21:49,279] 就是别人见过你
[00:21:49,279 -> 00:21:50,319] 就真实的你自己
[00:21:50,319 -> 00:21:51,559] 你见过
[00:21:52,599 -> 00:21:53,400] 嗯就是
[00:21:53,400 -> 00:21:54,519] 真的没见过这个
[00:21:54,519 -> 00:21:55,400] 不一样的点
[00:21:55,400 -> 00:21:56,599] 这个其实我觉得
[00:21:58,559 -> 00:22:01,359] 嗯
[00:22:01,359 -> 00:22:01,960] 状态吧
[00:22:01,960 -> 00:22:03,039] 我觉得状态就是
[00:22:03,559 -> 00:22:04,599] 因为你白天会紧绷着
[00:22:04,599 -> 00:22:05,000] 其实没有说什么真实不真实这个太对比性太强了就是没有好坏之分嗯 状态吧 我觉得状态就是因为你白天会紧绷着
[00:22:05,000 -> 00:22:07,000] 其实没有说什么真实不真实
[00:22:07,000 -> 00:22:09,000] 这个太对比性太强了
[00:22:09,000 -> 00:22:10,000] 就是没有好坏之分
[00:22:10,000 -> 00:22:12,000] 我觉得真实不真实 真的
[00:22:12,000 -> 00:22:14,000] 只是你可能因为生活所迫
[00:22:14,000 -> 00:22:16,000] 你需要去这样 对吧
[00:22:16,000 -> 00:22:18,000] 我只想说就是
[00:22:18,000 -> 00:22:21,000] 嗯 状态
[00:22:21,000 -> 00:22:24,000] 你白天的状态和你吹到酒吧的状态
[00:22:24,000 -> 00:22:26,240] 白天我是这样子�啊 晚上到酒吧你就
[00:22:26,240 -> 00:22:28,480] 对吧 你就很放松
[00:22:28,480 -> 00:22:30,880] 因为你是来取悦自己的呀 对不对
[00:22:30,880 -> 00:22:33,039] 你是来犒赏自己的呀 对吧
[00:22:33,039 -> 00:22:34,799] 你不是来酒吧折磨自己的
[00:22:34,799 -> 00:22:35,839] 是吧
[00:22:35,839 -> 00:22:37,920] 你的工作状态和你那个不一样
[00:22:37,920 -> 00:22:38,960] 所以就是
[00:22:38,960 -> 00:22:40,880] 这也是对自己的一个关怀
[00:22:40,880 -> 00:22:43,519] 首先你需要觉得你去酒吧
[00:22:43,519 -> 00:22:45,839] 你需要去有这样的一个体验
[00:22:46,079 -> 00:22:47,079] 你需要这样的一个夜晚
[00:22:47,079 -> 00:22:49,640] 你需要去跟人聊天去social
[00:22:49,640 -> 00:22:50,319] 这就是一个
[00:22:50,319 -> 00:22:52,880] 我们就是酒吧提供的一个价值也是在这里
[00:22:53,559 -> 00:22:56,720] 对只是bar tender需要站在这个中间
[00:22:57,240 -> 00:22:58,960] 来维持这个秩序或者是来
[00:23:00,359 -> 00:23:02,839] 主导整个就像一个可能我们会
[00:23:02,839 -> 00:23:03,440] conductor
[00:23:03,440 -> 00:23:05,119] 对就是有的时候
[00:23:05,119 -> 00:23:05,920] 指挥官
[00:23:05,920 -> 00:23:07,680] 我们去客座的时候像摇滚明星一样
[00:23:07,680 -> 00:23:10,000] 然后整个酒吧非常的嗨
[00:23:10,000 -> 00:23:11,279] 每个人都非常的开心
[00:23:11,279 -> 00:23:16,240] 对因为我以前在一个杂志上看到一个已故的一个大佬
[00:23:16,240 -> 00:23:18,240] 我们行业大佬前辈叫Gary Reagan
[00:23:18,240 -> 00:23:20,480] 然后他说的一句话在杂志上
[00:23:20,480 -> 00:23:23,039] 那时候还有纸质的中文的7.9杂志
[00:23:23,039 -> 00:23:25,759] 他说了一句话就是如果你作为一个跳舞师
[00:23:25,759 -> 00:23:27,279] 你一个晚上今天这个晚上
[00:23:27,279 -> 00:23:30,000] 让你的吧台的10个客人开心的话
[00:23:30,000 -> 00:23:33,599] 那世界上如果有1000个跳舞师
[00:23:33,599 -> 00:23:34,720] 同样做这样的事情
[00:23:34,720 -> 00:23:38,960] 那这个夜晚这个世界上就会多出1000
[00:23:38,960 -> 00:23:40,319] 乘10等于1万
[00:23:40,319 -> 00:23:43,279] 1万个这样的人对吧
[00:23:43,279 -> 00:23:45,119] 当时觉得的话就是很简单
[00:23:45,119 -> 00:23:46,720] 但是对我当时的感触特别深
[00:23:46,720 -> 00:23:48,960] 一个人能一晚上让十个人开心
[00:23:48,960 -> 00:23:51,440] 是一件很难的事情
[00:23:51,440 -> 00:23:51,960] 就像你说的
[00:23:51,960 -> 00:23:53,039] 你会同情
[00:23:53,039 -> 00:23:54,200] 共情到我们说
[00:23:54,960 -> 00:23:56,440] 我们让你开心了
[00:23:56,440 -> 00:23:57,319] 那我们怎么办
[00:23:57,319 -> 00:23:57,880] 对啊
[00:23:57,880 -> 00:23:58,480] 对啊
[00:23:58,480 -> 00:23:59,160] 喝酒呗
[00:24:00,920 -> 00:24:03,359] 但是就seriously怎么办呢
[00:24:03,359 -> 00:24:03,920] 就是
[00:24:03,920 -> 00:24:06,000] 你怎么应对自己这些?
[00:24:06,000 -> 00:24:08,400] 你形成了一个
[00:24:08,400 -> 00:24:10,200] 确实挺...
[00:24:10,200 -> 00:24:12,039] 但是我觉得就是热爱这种感觉
[00:24:12,039 -> 00:24:14,759] 热爱会支撑你很多的动力
[00:24:14,759 -> 00:24:15,440] 你不会...
[00:24:15,440 -> 00:24:17,319] 加上可能我们都不会想到这个问题
[00:24:17,319 -> 00:24:19,559] 你有没有什么特别难受的一晚上?
[00:24:19,559 -> 00:24:20,799] 太多了
[00:24:20,799 -> 00:24:23,000] 因为我可能每年的一月
[00:24:23,000 -> 00:24:24,119] 我生日月都会...
[00:24:24,119 -> 00:24:24,880] 我摩羯座
[00:24:24,880 -> 00:24:26,720] 我每年的一月我都会特别的
[00:24:27,519 -> 00:24:28,240] 现在是一月
[00:24:28,240 -> 00:24:30,079] 低落 对 今天也是
[00:24:30,079 -> 00:24:31,400] 这是你低落的样子吗
[00:24:31,400 -> 00:24:32,240] 这不是我低落的样子
[00:24:32,240 -> 00:24:35,640] 我放过假了给自己 去阿南亚玩了一下
[00:24:35,640 -> 00:24:37,720] 就我每年一月都会逃避一段时间
[00:24:38,039 -> 00:24:40,440] 我就不想把我最不好的状态展现给别人
[00:24:40,440 -> 00:24:41,400] 然后我就会
[00:24:42,039 -> 00:24:44,960] 就是很设恐或者是很那个的一面
[00:24:44,960 -> 00:24:48,480] 最不好的一面留给自己去消化去放松
[00:24:48,480 -> 00:24:54,000] 然后当我状态好了之后我再回来上班的那种感觉
[00:24:54,000 -> 00:24:59,039] 我觉得这很正常就是一定要跟自己有和解了解自己
[00:24:59,039 -> 00:25:02,880] 对包括我现在自己也没有每天都在吧台
[00:25:02,880 -> 00:25:05,680] 所以我更多的可能我就觉得我想做幕后
[00:25:05,680 -> 00:25:06,880] 或者我更适合去做幕后
[00:25:07,680 -> 00:25:09,759] 那所以喝到你的酒是一个殊荣
[00:25:10,720 -> 00:25:12,559] 也没有了 就缘分吧 我觉得这就是
[00:25:13,440 -> 00:25:14,680] 本来我今天一天没睡觉了
[00:25:14,680 -> 00:25:15,079] 我要
[00:25:15,680 -> 00:25:17,319] 可能今天我就要睡觉了
[00:25:17,880 -> 00:25:21,119] 对 但是我要等他们一起下班去吃夜宵
[00:25:21,559 -> 00:25:22,519] 因为今天是最后一天
[00:25:23,559 -> 00:25:25,400] 对所以我觉得
[00:25:27,599 -> 00:25:28,259] c'est la vie吧
[00:25:28,259 -> 00:25:29,799] 就是人生很奇妙
[00:25:29,799 -> 00:25:30,799] 大家都是感受
[00:25:32,460 -> 00:25:34,200] 像鸡尾酒这种多元化包容性
[00:25:34,200 -> 00:25:36,160] 也是我们想倡导的
[00:25:36,400 -> 00:25:37,900] 都是感受身边不一样的美
[00:25:38,559 -> 00:25:39,700] 像深圳我第一次来
[00:25:39,700 -> 00:25:42,259] 我觉得哇这个城市真的没有底蕴
[00:25:42,759 -> 00:25:47,039] 这次来哇这个城市让我觉得非常的有活力
[00:25:47,039 -> 00:25:48,240] 啊怎么为什么
[00:25:48,240 -> 00:25:50,319] 我还没有到这个地步
[00:25:50,319 -> 00:25:50,880] 太多事情了
[00:25:50,880 -> 00:25:52,480] 到时候我那个视频里你可以看到
[00:25:52,480 -> 00:25:54,880] 对你要不要给你视频做个广告
[00:25:54,880 -> 00:25:55,880] 不用不用不用
[00:25:55,880 -> 00:25:56,799] 不用吗
[00:25:56,799 -> 00:25:57,279] 好
[00:25:57,279 -> 00:25:58,480] 对有缘人相互见
[00:25:58,480 -> 00:25:59,640] 好的好的好的
[00:26:00,079 -> 00:26:00,599] 好呀
[00:26:00,599 -> 00:26:01,359] 行吧
[00:26:01,359 -> 00:26:03,240] 我觉得差不多聊到这了
[00:26:03,240 -> 00:26:06,200] 但是我还是有这么一个问题
[00:26:06,200 -> 00:26:08,200] 就是怎么说呢
[00:26:08,200 -> 00:26:09,799] 就是酒精
[00:26:09,799 -> 00:26:13,000] 酒精有的人会觉得不好
[00:26:13,000 -> 00:26:13,500] 对吧
[00:26:13,500 -> 00:26:15,599] 然后有的人会觉得离不开它
[00:26:15,599 -> 00:26:17,200] 对你对它怎么看
[00:26:18,200 -> 00:26:24,200] 我觉得酒精任何东西都是有好有坏的
[00:26:24,799 -> 00:26:27,000] 它也没有一个对和错
[00:26:27,000 -> 00:26:30,240] 重要的是你自己怎么看待它
[00:26:30,240 -> 00:26:32,680] 我觉得如果我
[00:26:32,680 -> 00:26:34,400] 对吧 打个比方 打个很不好的比方
[00:26:34,400 -> 00:26:36,000] 那些酗酒的人
[00:26:36,000 -> 00:26:38,720] 他们一定是生活中有很多难处
[00:26:38,720 -> 00:26:42,240] 无法
[00:26:42,240 -> 00:26:44,960] 有宣泄的出口
[00:26:44,960 -> 00:26:46,000] 他们才会酗酒無法無法無法有宣洩的出口他們才會去酒
[00:26:46,000 -> 00:26:50,000] 他們沒有人想傷害自己
[00:26:50,000 -> 00:26:53,000] 沒有人會去主動的想傷害自己
[00:26:53,000 -> 00:26:56,000] 只是當他發現這個傷口越來越大的時候
[00:26:56,000 -> 00:26:57,000] 他已經來不及了
[00:26:57,000 -> 00:26:59,000] 那麼這個時候
[00:26:59,000 -> 00:27:01,000] 我們需要給他更多的關懷
[00:27:01,000 -> 00:27:02,000] 而不是指責
[00:27:02,000 -> 00:27:04,000] 就是那種
[00:27:04,000 -> 00:27:05,240] 所以我覺得不管是酒精毒品那些東西给他的更多是关怀而不是指责就是那种对所以我觉得
[00:27:06,000 -> 00:27:09,160] 不管是酒精毒品那些东西
[00:27:09,160 -> 00:27:11,799] 其实我是一个同理心非常强的人
[00:27:12,640 -> 00:27:15,000] 所以我特别是经历了
[00:27:16,160 -> 00:27:18,759] 这一年的疫情这些东西之后
[00:27:20,039 -> 00:27:21,799] 我会更珍惜身边的美好
[00:27:22,440 -> 00:27:24,839] 那些我会更看美好的事情
[00:27:25,440 -> 00:27:27,400] 对我会因为看了一个流浪美好我会更看美好的事情我会
[00:27:27,680 -> 00:27:29,440] 因为看了一个流浪汉的B站的视频
[00:27:30,519 -> 00:27:31,799] 很多人觉得中国的流浪汉
[00:27:31,799 -> 00:27:34,559] 都是因为没钱混不下去
[00:27:34,559 -> 00:27:35,440] 才去做流浪汉
[00:27:36,039 -> 00:27:37,680] 但杭州有个事情
[00:27:37,680 -> 00:27:40,599] 就是流浪汉跳到湖里去救猫
[00:27:41,119 -> 00:27:42,359] 他觉得这是一个很简单的事情
[00:27:42,359 -> 00:27:44,319] 但是别人把他称作英雄去找他
[00:27:44,559 -> 00:27:47,000] 后来发现这个人其实他的存款有三百多万
[00:27:47,000 -> 00:27:49,000] 他就睡在杭州的湖的桥洞里
[00:27:49,000 -> 00:27:50,000] 然后我问他为什么
[00:27:50,000 -> 00:27:52,000] 他说我就是觉得很自由
[00:27:52,000 -> 00:27:54,000] 我就觉得这样我很安全
[00:27:54,000 -> 00:27:56,000] 因为他以前当了三年的海军
[00:27:56,000 -> 00:27:57,000] 他有点幽
[00:27:57,000 -> 00:27:59,000] 那个叫什么
[00:27:59,000 -> 00:28:01,000] 密闭 不是密闭
[00:28:01,000 -> 00:28:02,000] 幽闭恐惧症
[00:28:02,000 -> 00:28:03,000] 对
[00:28:03,000 -> 00:28:05,400] 他觉得这样的生活更适合他
[00:28:06,519 -> 00:28:09,359] 对 我就觉得人性的美妙
[00:28:09,359 -> 00:28:11,599] 或者人生的美好就在于这里
[00:28:12,359 -> 00:28:15,559] 我大概感受到了一点你说的这个意思
