[00:00:00,000 -> 00:00:02,200] 利昂要退休了,退休两年
[00:00:02,200 -> 00:00:03,919] 是,为什么退休两年呢?
[00:00:03,919 -> 00:00:05,480] 收支加息本身是错的呢
[00:15:07,200 -> 00:15:08,899] 以及呢 对于孩子的思考
[00:15:08,899 -> 00:15:10,700] 随着我们有了孩子
[00:15:10,700 -> 00:15:12,399] 那么我读了一本书上呢
[00:15:12,399 -> 00:15:14,200] 就是说很多的中产
[00:15:14,200 -> 00:15:17,100] 也就是说社会上收入也不错
[00:15:17,100 -> 00:15:19,500] 很有能力的这些人呢
[00:15:19,500 -> 00:15:23,899] 他们正恰恰是因为玩这个成绩的游戏
[00:15:23,899 -> 00:15:25,480] 职场的游戏玩得非常好
[00:15:26,039 -> 00:15:31,879] 所以呢离不开这个游戏 你离不开这个游戏的原因 恰恰是因为这个游戏你玩得太好了
[00:15:32,320 -> 00:15:39,720] 然后呢 也想要去自己的孩子 一定要走自己这条路 要上好的学校 要去最好的大学
[00:15:40,320 -> 00:15:43,279] 然后其实咱们俩也是都是从不错的大学毕业的
[00:15:43,600 -> 00:15:45,000] 那么一定要走这条路对吧
[00:15:45,000 -> 00:15:46,000] 有更好的技能
[00:15:46,000 -> 00:15:48,799] 然后去走更好的职业发展路线
[00:15:48,799 -> 00:15:50,000] 然后获得高薪
[00:15:50,000 -> 00:15:53,000] 因为也是让小孩子走同样的路程
[00:15:53,000 -> 00:15:55,399] 但其实往往这条路线呢
[00:15:55,399 -> 00:15:59,799] 一个原因也是因为人们的认知差距
[00:15:59,799 -> 00:16:02,399] 也就是说父母只看到了这条路
[00:16:02,399 -> 00:16:05,919] 所以想让孩子看走自己
[00:16:07,200 -> 00:16:07,840] 看得到的這條路有一句話
[00:16:07,840 -> 00:16:15,559] 壞網友就說中產的家庭想盡千方百計給孩子找的是一份職業
[00:16:15,580 -> 00:16:19,399] 而精英階級想給孩子找的是一份事業
[00:16:20,639 -> 00:16:21,919] 完全就是這樣子的呀
[00:16:21,919 -> 00:16:24,440] 就是就是就是想
[00:16:24,440 -> 00:16:25,600] 就比如說我妹妹
[00:16:25,600 -> 00:16:30,700] 然後我覺得我在之前想的就是
[00:16:30,700 -> 00:16:32,899] 你要怎麼樣子能上一個好學校
[00:16:32,899 -> 00:16:34,200] 然後上了這個好學校
[00:16:34,200 -> 00:16:35,899] 你應該選程序員
[00:16:35,899 -> 00:16:38,799] 然後你要去做這種高薪滿農的工作
[00:16:38,799 -> 00:16:41,799] 我覺得這就是世界上我能給他最好的東西了
[00:16:41,799 -> 00:16:42,399] 是啊
[00:16:42,399 -> 00:16:44,700] 其實我覺得你這樣關心你的妹妹
[00:16:44,700 -> 00:16:46,440] 作為一个哥哥
[00:16:46,440 -> 00:16:48,279] 作为兄长
[00:16:48,279 -> 00:16:50,200] 其实还是很有帮助的
[00:16:50,200 -> 00:16:50,720] 但是呢
[00:16:50,720 -> 00:16:52,000] 对于孩子来说
[00:16:52,000 -> 00:16:53,320] 这一挑战又大了
[00:16:53,320 -> 00:16:54,879] 因为你的妹妹只跟你小
[00:16:54,879 -> 00:16:56,039] 只比你小几岁
[00:16:56,039 -> 00:16:58,399] 可是我们的孩子比我们小二十多岁
[00:16:58,399 -> 00:16:59,440] 三十多岁
[00:16:59,440 -> 00:17:01,759] 我们是很难预测到
[00:17:01,759 -> 00:17:04,559] 你究竟让孩子未来去学什么
[00:17:04,559 -> 00:17:05,640] 嗯最近呢随着我们有了孩子以后很难预测到你究竟让孩子未来去学什么
[00:17:07,720 -> 00:17:11,200] 最近随着我们有了孩子以后也是去思考父母的角色究竟是什么
[00:17:11,200 -> 00:17:15,319] 然后我们从书上学到了父母的角色
[00:17:15,319 -> 00:17:17,640] 有点像是一个国家的政府
[00:17:18,400 -> 00:17:20,480] 一个有资源的国家
[00:17:20,480 -> 00:17:21,599] 有资源的政府
[00:17:21,599 -> 00:17:25,599] 他需要做的工作就是去守住底线
[00:17:25,599 -> 00:17:27,599] 让这个国家最穷的人
[00:17:27,599 -> 00:17:30,599] 让这个国家非常资源受限的人
[00:17:30,599 -> 00:17:33,599] 他们可以获得不错的最低保障
[00:17:33,599 -> 00:17:35,400] 可以获得一定的医疗
[00:17:35,400 -> 00:17:38,000] 可以获得一定的最低工资
[00:17:38,000 -> 00:17:39,799] 那么同样父母也是一样
[00:17:39,799 -> 00:17:43,799] 咱们作为父母最重要的是守住孩子的底线
[00:17:43,799 -> 00:17:45,880] 家庭的环境还不错 机会也不错
[00:17:45,880 -> 00:17:48,880] 资源 社交网络都不错
[00:17:48,880 -> 00:17:51,279] 那其实让孩子的底线守住就行
[00:17:51,279 -> 00:17:55,079] 因为一个社会的发展并不是作为一个家长
[00:17:55,079 -> 00:17:58,279] 作为一个社会的家长能够去指明方向的
[00:17:58,279 -> 00:18:01,000] 因为我们无法预测未来的方向是什么
[00:18:01,000 -> 00:18:02,160] 作为家长也是一样
[00:18:02,160 -> 00:18:08,000] 我们无法为孩子去指明你未来二三十年究竟是要做加密货币
[00:18:08,000 -> 00:18:12,000] 还是要做web3 还是要做生成式AI
[00:18:12,000 -> 00:18:16,000] 这因为三十年后我们的目前的认知都没有办法去预测
[00:18:16,000 -> 00:18:19,000] 所以我们的工作就是守住底线
[00:18:19,000 -> 00:18:21,000] 其实这样做家长也容易很多
[00:18:21,000 -> 00:18:23,000] 让孩子自由地去探索
[00:18:23,000 -> 00:18:25,599] 让社会自由地去探索讓社會自由的去探索
[00:18:25,599 -> 00:18:28,700] 對 而且不光是承認自己是做不到的
[00:18:28,700 -> 00:18:30,599] 而且就是做得到也不應該做
[00:18:30,599 -> 00:18:32,799] 是 是 就是
[00:18:32,799 -> 00:18:35,400] 那不然就是他就是你的一個克隆
[00:18:35,400 -> 00:18:38,200] 是 是的 他背上了我們的克隆
[00:18:38,200 -> 00:18:40,200] 對 對 好啊
[00:18:40,200 -> 00:18:41,599] 這個是 嗯
[00:18:41,599 -> 00:18:42,799] 其實呢 然後呢
[00:18:42,799 -> 00:18:46,880] 很多人也是想說要给孩子留留一些钱
[00:18:46,880 -> 00:18:51,880] 其实这也是咱们在上一期的关于财富那期话题探讨到的
[00:18:51,880 -> 00:18:52,799] 给孩子留的
[00:18:52,799 -> 00:18:57,720] 我们依然认为最有价值的就是思维方式和怎么样去做事情
[00:18:57,720 -> 00:18:59,200] 怎么样去学习
[00:18:59,200 -> 00:19:01,359] 然后留的是资源
[00:19:01,359 -> 00:19:02,480] 哪怕留生意
[00:19:02,480 -> 00:19:04,720] 留资产都比留钱强
[00:19:04,720 -> 00:19:07,799] 然后但最重要的是让孩子自己能够找到
[00:19:07,799 -> 00:19:10,920] 他未来30年以后的机会是什么
[00:19:10,920 -> 00:19:13,279] 因为我们这一代有我们这一代的机会
[00:19:13,279 -> 00:19:17,240] 可是30年后的机会需要让孩子自己有能力去找到
[00:19:17,240 -> 00:19:21,960] 30年后相当于现在可以快速增长的机会是什么
[00:19:21,960 -> 00:19:25,400] 对就是最差的就是把錢直接給他
[00:19:25,400 -> 00:19:27,740] 甚至呢可能是直接把機會給他
[00:19:28,000 -> 00:19:29,640] 最好是給他這個能力視野
[00:19:29,640 -> 00:19:30,900] 所以當時讓他自己去找
[00:19:30,900 -> 00:19:32,700] 對其實你說的最差的這一點
[00:19:32,700 -> 00:19:34,500] 我覺得就是毀了他的一生
[00:19:34,839 -> 00:19:36,440] 嗯讓他覺得哇
[00:19:36,700 -> 00:19:39,140] 從小我們也看到過類似的例子
[00:19:39,900 -> 00:19:40,700] 20多歲
[00:19:41,200 -> 00:19:44,339] 關注的事情就是怎麼樣與兄弟姐妹內鬥
[00:19:44,339 -> 00:19:46,240] 分更多一點家裡的財產因為他分的多岁 关注的事情就是怎么样与兄弟姐妹内斗分更多一点家里的财产
[00:19:46,240 -> 00:19:48,640] 因为他分的多一点的那一点点财产
[00:19:48,640 -> 00:19:51,559] 就是普通人工作几十年才获得的回报
[00:19:51,559 -> 00:19:53,279] 所以他没有工作的动力
[00:19:53,279 -> 00:19:56,000] 也没有自己去打拼的动力
[00:19:56,000 -> 00:20:00,359] 最我觉得对小朋友来说不公平的一点就是
[00:20:00,359 -> 00:20:04,599] 这些钱完全的抹杀了他生活的成就感
[00:20:04,599 -> 00:20:07,680] 这也是他的人生的意義中非常非常重要的
[00:20:07,680 -> 00:20:09,579] 要讓他不斷的在自己的努力
[00:20:09,579 -> 00:20:13,140] 在跟朋友兄弟們朋友們一起的努力的過程中
[00:20:13,140 -> 00:20:14,180] 獲得這些成就感
[00:20:14,180 -> 00:20:16,779] 你一下就把他全部打破了
[00:20:16,779 -> 00:20:18,079] 對
[00:20:18,079 -> 00:20:21,779] 就是我剛剛想到就是中產留職業
[00:20:21,779 -> 00:20:23,880] 然後和這個我就想起來
[00:20:23,880 -> 00:20:27,000] 當時扎克伯格不是說他把自己的財富都捐掉嗎
[00:20:27,000 -> 00:20:29,359] 然後很多人第一反應就是說
[00:20:29,359 -> 00:20:30,440] 他就是為了省稅
[00:20:30,440 -> 00:20:32,960] 我說這稅對他有任何意義嗎
[00:20:32,960 -> 00:20:35,440] 對這個錢的數量
[00:20:35,440 -> 00:20:41,400] 對現在想就是留那個錢是最有害的
[00:20:41,400 -> 00:20:43,599] 是留給孩子最為方式
[00:20:43,599 -> 00:20:45,200] 我們會說孩子到了18岁
[00:20:45,200 -> 00:20:46,200] 我会说你放心
[00:20:46,700 -> 00:20:48,700] 爸爸一分钱不会给你留
[00:20:49,200 -> 00:20:51,900] 但是呢我们可以帮助孩子
[00:20:51,900 -> 00:20:53,900] 在成长到18岁的过程中
[00:20:54,099 -> 00:20:55,500] 去认识这个世界
[00:20:55,700 -> 00:20:57,099] 去认识更多的人
[00:20:57,200 -> 00:20:59,200] 去发现这些人有什么需求
[00:20:59,200 -> 00:21:01,000] 让他们在18岁以前
[00:21:01,000 -> 00:21:02,900] 就把自己的第一个100万挣到
[00:21:03,099 -> 00:21:06,839] 他有这个能力才是给他最宝贵的东西18岁之前就把第一个100万挣到他有这个能力才是给他最宝贵的东西
[00:21:06,839 -> 00:21:09,119] 18岁之前就把第一个100万挣到
[00:21:09,119 -> 00:21:12,599] 哇 那是怎么发现的
[00:21:12,599 -> 00:21:16,400] 是不是旅行和旅行真的是很有关
[00:21:16,400 -> 00:21:19,400] 我们在旅行的过程中我们会去不同的地方
[00:21:19,400 -> 00:21:22,079] 我们在不同的地方发现不同的机会
[00:21:22,079 -> 00:21:25,700] 就比如说最近跟朋友去探讨土耳其
[00:21:26,000 -> 00:21:27,599] 土耳其经历了地震
[00:21:27,799 -> 00:21:30,099] 整个伊斯坦布尔很多爱旅行的朋友
[00:21:30,099 -> 00:21:32,000] 知道非常美丽的一个城市
[00:21:32,000 -> 00:21:35,400] 伊斯坦布尔的很多楼虽然它没有经历
[00:21:35,599 -> 00:21:39,099] 经经就是被地震产生太大的影响
[00:21:39,099 -> 00:21:41,000] 但是呢它的非常多的楼是
[00:21:41,200 -> 00:21:43,500] 呃不能够抵抗地震的
[00:21:43,500 -> 00:21:47,160] 所以呢在伊斯坦布尔�就开始进行这种叫做
[00:21:47,160 -> 00:21:48,759] Urban Regeneration Project
[00:21:48,759 -> 00:21:51,799] 就是整个的城市区要重新的去规划
[00:21:51,799 -> 00:21:55,920] 这就是意味着大量的楼盘要重建
[00:21:55,920 -> 00:21:59,119] 而他们的楼盘重建跟美国的地产市场很不一样
[00:21:59,119 -> 00:22:01,039] 就是美国的大部分的地产开发
[00:22:01,039 -> 00:22:03,640] 都是从更职业的机构去贷款
[00:22:03,640 -> 00:22:05,079] 从institution去贷款
[00:22:05,079 -> 00:22:11,200] 而土耳其他们没有那么多正规的给地产开发商贷款的机构
[00:22:11,200 -> 00:22:13,319] 他们更多的是通过预售的方式
[00:22:13,319 -> 00:22:16,079] 拿一块地然后拿了建筑许可就开始
[00:22:16,079 -> 00:22:18,680] 比如说要盖一个200套的公寓楼
[00:22:18,680 -> 00:22:21,240] 先把50套前50套低价就卖了
[00:22:21,240 -> 00:22:25,339] 他通过向未来的买家�家預售這種方式進行融資
[00:22:25,339 -> 00:22:28,839] 因為他們開發上沒有什麼合適的渠道
[00:22:28,839 -> 00:22:32,140] 這個時候這也是一個機會去做
[00:22:32,140 -> 00:22:33,440] 比如說做基金
[00:22:33,440 -> 00:22:37,140] 去做一個PE的基金去進入到這個市場
[00:22:37,140 -> 00:22:39,940] 這個市場在過去幾年也是在高速的發展
[00:22:39,940 -> 00:22:44,200] 我們也是跟當地人聊到了一個非常好的機會
[00:22:44,200 -> 00:22:45,079] 這在旅行的过程
[00:22:45,099 -> 00:22:46,839] 他们也是迫不及待邀请我们说
[00:22:46,839 -> 00:22:49,319] 能不能下个月就去伊斯兰布尔玩一玩
[00:22:49,339 -> 00:22:52,759] 然后我们也进行了旅行的计划上的调整
[00:22:52,759 -> 00:22:54,160] 本来打算明年去的
[00:22:54,160 -> 00:22:55,599] 现在提到今年去
[00:22:55,599 -> 00:22:57,960] 这也是旅程过程中跟当地的人
[00:22:57,960 -> 00:22:59,160] 并不是旅游
[00:22:59,180 -> 00:23:02,000] 而是要真的是跟当地的人去做朋友
[00:23:02,000 -> 00:23:03,960] 去做商业去帮助他们
[00:23:03,980 -> 00:23:05,599] 然后我们也从中去學習
[00:23:05,599 -> 00:23:08,319] 這才是深入到每一個國家和文化中
[00:23:08,319 -> 00:23:11,240] 我認為最最寶貴的一種方式
[00:23:11,240 -> 00:23:14,880] 對我特別怕就是鏡頭前的同學們聽到了這個
[00:23:14,880 -> 00:23:16,200] 然後就說這是個好機會
[00:23:16,200 -> 00:23:18,559] 我也要做或者說可不可以聯繫你去做
[00:23:18,559 -> 00:23:20,160] 抱著這種想法的話
[00:23:20,160 -> 00:23:21,839] 你們都會成為一個韭菜
[00:23:21,839 -> 00:23:23,519] 我們今天在韭菜莊園
[00:23:23,519 -> 00:23:26,059] 一會兒回頭可能再錄一期在韭菜莊園
[00:23:26,059 -> 00:23:27,940] 對抱著這種想法就會成為韭菜
[00:23:27,940 -> 00:23:29,240] 因為你不懂
[00:23:29,240 -> 00:23:32,299] 就是沒有去真的去了解這件事情
[00:23:32,299 -> 00:23:34,259] 你的判斷一定是偏的
[00:23:34,259 -> 00:23:37,099] 就是而且最能打動你的是什麼
[00:23:37,099 -> 00:23:39,440] 最能打動你的一定是割你韭菜的那些人
[00:23:39,440 -> 00:23:42,500] 他肯定會develop一堆話術去來割你的韭菜
[00:23:42,500 -> 00:23:44,200] 是其實有句話說
[00:23:44,200 -> 00:23:48,099] 就是憑運氣賺來的錢往往都是凭本事输掉
[00:23:49,299 -> 00:23:53,700] 还有一句话就是你只能赚认知范围内的钱
[00:23:53,700 -> 00:23:56,400] 就是凭本事凭运气的就是在你认知范围之外的
[00:23:56,400 -> 00:23:57,599] 那就赚不到的
[00:23:57,599 -> 00:24:00,799] 对最终会赚了怎么赚怎么输又怎么输掉
[00:24:00,799 -> 00:24:04,599] 对对那最近这几天我们住在好朋友家
[00:24:04,599 -> 00:24:06,960] 我们最近把我们住在这的房子
[00:24:06,960 -> 00:24:08,640] 从我们上次咱们拍视频的
[00:24:08,640 -> 00:24:11,000] 我们的度假屋到我们平时住的房间
[00:24:11,000 -> 00:24:12,000] 全部租出去
[00:24:12,000 -> 00:24:15,039] 这现在其实是一种非常轻松的心态
[00:24:15,039 -> 00:24:16,200] 我突然觉得
[00:24:16,200 -> 00:24:18,720] 我现在一份房贷也不用还了
[00:24:18,720 -> 00:24:20,400] 三个房子都有人租
[00:24:20,400 -> 00:24:22,559] 我们两天就可以租出去
[00:24:22,559 -> 00:24:24,319] 然后有四个年轻人
[00:24:24,319 -> 00:24:26,000] 在特斯拉工作的年輕人
[00:24:26,000 -> 00:24:28,099] 有三個工程師
[00:24:28,099 -> 00:24:29,099] 一個TPM
[00:24:29,099 -> 00:24:30,400] 在房子裡住著
[00:24:30,400 -> 00:24:32,400] 然後他們每天工作
[00:24:32,400 -> 00:24:35,000] 然後回去也是很不錯的房子
[00:24:35,000 -> 00:24:36,400] 他們可以活得很好的生活
[00:24:36,400 -> 00:24:37,400] 幾個年輕人了
[00:24:37,400 -> 00:24:40,099] 然後同時就很多的現金流
[00:24:40,099 -> 00:24:41,299] 也可以到我們這兒來
[00:24:41,299 -> 00:24:44,200] 那這樣我覺得是一種人生的
[00:24:44,200 -> 00:24:46,799] 把很多壓力逐漸的都卸掉了
[00:24:46,799 -> 00:24:49,440] 這個時候其實是一種非常輕鬆
[00:24:49,440 -> 00:24:50,640] 非常健康的心態
[00:24:50,640 -> 00:24:52,640] 讓我可以看到更多的機會
[00:24:52,640 -> 00:24:53,920] 是的是的
[00:24:53,920 -> 00:24:56,119] 就是你有這個心態
[00:24:56,119 -> 00:24:58,799] 然後你有這個同理心
[00:24:58,799 -> 00:25:01,920] 然後你有這個溝通能力
[00:25:01,920 -> 00:25:03,319] 最重要的是有這個判斷力
[00:25:03,319 -> 00:25:06,680] 然後這些機會就屬於你的
[00:25:06,680 -> 00:25:11,559] 是其實這些機會往往不是就是線性發展能夠看到的
[00:25:11,559 -> 00:25:14,599] 所謂線性發展就是我們去爬一個山頭
[00:25:14,599 -> 00:25:18,119] 看著上面這個山頭一直往上爬一直往上爬
[00:25:18,119 -> 00:25:21,279] 其實你在我們在爬每一座山頭的時候
[00:25:21,279 -> 00:25:23,480] 往往只能看到當前的山頭
[00:25:23,480 -> 00:25:25,039] 你到了山頭上會發現遠能看到当前的山头你到了山头上会发现
[00:25:25,200 -> 00:25:27,039] 远处还有更高的山峰
[00:25:27,039 -> 00:25:30,319] 对可是更高的山峰并不是我们继续向上爬
[00:25:30,319 -> 00:25:31,319] 就能爬得到的
[00:25:31,599 -> 00:25:33,279] 我们如果站在一个山头上
[00:25:33,279 -> 00:25:34,559] 想去另外一个山头
[00:25:34,640 -> 00:25:35,880] 第一步需要做的是什么
[00:25:35,880 -> 00:25:37,000] 下山下山
[00:25:37,000 -> 00:25:38,960] 要把现在下山肯定不容易
[00:25:39,000 -> 00:25:41,359] 下山就意味着你的收入可能会减少
[00:25:41,359 -> 00:25:42,640] 你的风险会增加
[00:25:42,720 -> 00:25:44,079] 可是如果你不下山
[00:25:44,079 -> 00:25:46,900] 怎么样能够再去爬下一個山呢
[00:25:46,900 -> 00:25:48,799] 有一本書叫第二座山
[00:25:48,799 -> 00:25:51,059] 但是說的是different dimension
[00:25:51,059 -> 00:25:52,259] 但是有點這種感覺
[00:25:52,259 -> 00:25:53,799] 對對對是的是的
[00:25:53,799 -> 00:25:56,700] 對那就是我其實就是在深圳的時候
[00:25:56,700 -> 00:26:00,359] 就很多人說深圳人一坐下來聊天就聊稿錢
[00:26:00,359 -> 00:26:01,200] 就是有那種感覺
[00:26:01,200 -> 00:26:06,400] 就是他們看他們會試圖從聊天中發現各種各樣的機會
[00:26:06,400 -> 00:26:10,200] 但是這裡面真正能做到就是去爬不斷更高的山的人
[00:26:10,200 -> 00:26:11,519] 其實是少的
[00:26:11,519 -> 00:26:12,480] 是的是的
[00:26:12,480 -> 00:26:15,359] 其實你說在聊天中發現這些機會
[00:26:15,359 -> 00:26:16,799] 這也是一個特別重要的能力
[00:26:16,799 -> 00:26:19,680] 這個能聊或者說東北人說能嘮
[00:26:19,680 -> 00:26:20,440] 能嘮嗑
[00:26:20,440 -> 00:26:25,000] 這是一個不管是找到學习新的知识
[00:26:25,000 -> 00:26:26,240] 学习新的领域
[00:26:26,240 -> 00:26:29,000] 建立新的社会关系都特别重要的一个能力
[00:26:29,000 -> 00:26:32,480] 在未来你最近在研究生成式AI对吧
[00:26:32,480 -> 00:26:35,440] 其实对于未来非常重要一个能力
[00:26:35,440 -> 00:26:37,279] 就是能够跟机器去老科
[00:26:37,279 -> 00:26:41,279] 谁能够去跟生成式的机器学习去对话的能力
[00:26:41,279 -> 00:26:45,599] 可能这是一个可能未来几年非常重要的一个
[00:26:45,599 -> 00:26:47,200] 一个技术能力
[00:26:47,200 -> 00:26:49,599] 就是这个技术能力的价值
[00:26:49,599 -> 00:26:51,000] 可能会大于编程
[00:26:51,000 -> 00:26:53,599] 可能会大于做这种计算分析
[00:26:53,599 -> 00:26:56,099] 我现在已经看到有一些职位
[00:26:56,099 -> 00:26:58,200] 就在找这种prompt engineering
[00:26:58,200 -> 00:27:01,400] 也就是找这些能够跟机器对话的engineer
[00:27:01,400 -> 00:27:02,599] 那这些职位
[00:27:02,599 -> 00:27:04,599] 放回到几年前不存在了
[00:27:04,599 -> 00:27:05,900] 回到几个月前不存在了几个月都不存在了回到幾個月前不存在了
[00:27:05,900 -> 00:27:06,799] 幾個月都不存在了
[00:27:06,799 -> 00:27:08,200] 是的電話就是這麼快
[00:27:08,200 -> 00:27:09,900] 是然後我對
[00:27:09,900 -> 00:27:13,099] 這是一個要求非常高的崗位
[00:27:13,099 -> 00:27:16,299] 就是不是說你會有套路
[00:27:16,299 -> 00:27:17,500] 然後就可以做到的
[00:27:17,500 -> 00:27:20,099] 其實就是你要不斷的在世界中
[00:27:20,500 -> 00:27:23,599] 我覺得和真正能聽懂你的人
[00:27:23,599 -> 00:27:25,259] 對話程度是差不多的
[00:27:25,279 -> 00:27:26,460] 就是你要能看到
[00:27:26,680 -> 00:27:29,539] 你要首先能想到optimal solution是什麼
[00:27:29,559 -> 00:27:31,819] 或者說理想中的狀況是什麼
[00:27:32,039 -> 00:27:34,019] 你能看到現實世界和它的區別
[00:27:34,279 -> 00:27:37,779] 這就需要你對business對業務對人性什麼都特別了解
[00:27:37,799 -> 00:27:40,660] 然後你要能把這個東西給描述出來
[00:27:40,680 -> 00:27:46,000] 並且通過一個instruction這種教育學的方式去给机器人机器人明白
[00:27:46,000 -> 00:27:46,599] 机器明白
[00:27:46,599 -> 00:27:49,200] 对是你又要知道机器的能力边界
[00:27:49,200 -> 00:27:51,000] 所以我觉得他其实综合要求还是挺多的
[00:27:51,000 -> 00:27:52,200] 这就是一个能力对吧
[00:27:52,200 -> 00:27:53,799] 其实你刚刚说的最重要的
[00:27:53,799 -> 00:27:56,799] 我们可以看到有三层的未来的工作
[00:27:56,799 -> 00:28:00,200] 第一层的就是像你说的能够看到这些商业机会
[00:28:00,200 -> 00:28:01,799] 人们的需求是什么
[00:28:01,799 -> 00:28:04,799] 去define的API去定义这些API
[00:28:04,799 -> 00:28:08,319] 第二层就是能够去implement的API
[00:28:08,319 -> 00:28:11,119] 人们可以去能够有跟机器对话的能力
[00:28:11,119 -> 00:28:13,119] 去把这些API实施出来
[00:28:13,119 -> 00:28:15,200] 其实第三层也就是很多的
[00:28:15,200 -> 00:28:16,480] 未来越来越多的人
[00:28:16,480 -> 00:28:18,559] 会生活的below的API
[00:28:18,559 -> 00:28:19,720] 他们虽然是人
[00:28:19,720 -> 00:28:23,359] 但是他们生活的是在一个机器的
[00:28:23,359 -> 00:28:25,339] API的这编程接口之下
[00:28:25,339 -> 00:28:26,319] 也就是每天的工作
[00:28:26,319 -> 00:28:27,400] 套出手机来看
[00:28:27,400 -> 00:28:29,119] 机器让我去这里接单
[00:28:29,119 -> 00:28:30,559] 机器让我去这里送人
[00:28:30,559 -> 00:28:32,160] 机器让我去这里取货
[00:28:32,180 -> 00:28:34,880] 然后就在执行机器分配的任务
[00:28:38,519 -> 00:28:40,759] 这也许是未来的一种社会构成吧
[00:28:40,759 -> 00:28:42,720] 对 有点可怕
[00:28:42,740 -> 00:28:47,000] 但是就是就是因为我最近对對這個東西思考很多嘛
[00:28:47,000 -> 00:28:49,500] 我就說機器會取代很多搬磚的工作
[00:28:49,500 -> 00:28:51,000] 它不能取代真正的
[00:28:51,000 -> 00:28:52,500] 創造性的工作
[00:28:52,500 -> 00:28:55,000] 一部分創造性 其實它的創造能力也挺強的
[00:28:55,000 -> 00:28:57,500] 它不能取代需要批判性思維的工作
[00:28:57,500 -> 00:29:00,000] 就是這個創造很多時候
[00:29:00,000 -> 00:29:02,000] 我們所謂的創造性工作也是在搬磚
[00:29:02,000 -> 00:29:04,500] 就是我畫幅畫大部分時候還是在搬磚
[00:29:04,500 -> 00:29:05,240] 它不能取代真實的搬磚就是我畫幅畫大部分時候還是在搬磚是對
[00:29:05,240 -> 00:29:07,200] 它不能取代真實的搬磚工作
[00:29:07,200 -> 00:29:07,920] 對吧
[00:29:07,920 -> 00:29:08,960] 他沒家沒手
[00:29:08,960 -> 00:29:10,839] 但是你剛剛說的這個我就在想
[00:29:10,839 -> 00:29:12,640] 就是如果從這個角度來說的話
[00:29:12,640 -> 00:29:15,119] 對創造implement和below
[00:29:15,119 -> 00:29:18,799] 那還是很擔心很多人會是below
[00:29:18,799 -> 00:29:21,440] 其實很多的人包括像我們的孩子
[00:29:21,440 -> 00:29:23,519] 我們會想說對他們來說
[00:29:23,519 -> 00:29:26,000] 真的有很有價值的技能是什麼
[00:29:26,000 -> 00:29:28,319] 也許就是學會烘培烤麵包
[00:29:28,319 -> 00:29:30,440] 我說的就是這句話
[00:29:30,440 -> 00:29:33,519] 我自己在這個文章裡邊就說的就是烤麵包
[00:29:33,519 -> 00:29:35,839] 因為這是一個你天天吃
[00:29:35,839 -> 00:29:37,119] 你能享受得到的
[00:29:37,119 -> 00:29:38,519] 我學會了抓龍蝦
[00:29:38,519 -> 00:29:39,680] 前幾天去潛水
[00:29:39,680 -> 00:29:42,200] 然後我可以自己靠著雙手
[00:29:42,200 -> 00:29:44,920] 在石頭下面找到一條那麼大的龍蝦
[00:29:44,920 -> 00:29:47,000] 是十幾歲二十歲的龍蝦
[00:29:47,000 -> 00:29:49,480] 這也是未來可能機器很難做到
[00:29:49,480 -> 00:29:53,240] 但這些技能我覺得孩子們如果能夠去有機會學習
[00:29:53,240 -> 00:29:55,799] 我自己在視頻裡面我就說
[00:29:55,799 -> 00:30:00,799] 請那些家長們馬上停止讓他們孩子去那些沒有意義的補習班
[00:30:00,799 -> 00:30:02,240] 然後去學一門手藝
[00:30:02,240 -> 00:30:03,839] 我當時本來想說學烤麵包
[00:30:03,839 -> 00:30:06,000] 然後但是我說的是學一门手艺
[00:30:06,000 -> 00:30:07,000] 真更容易一点
[00:30:07,000 -> 00:30:09,000] 其实对于随着
[00:30:09,000 -> 00:30:12,000] 玉正未来就是知道你今年
[00:30:12,000 -> 00:30:14,000] 有婚礼的计划
[00:30:14,000 -> 00:30:15,000] 首先恭喜你们
[00:30:15,000 -> 00:30:16,000] 谢谢
[00:30:16,000 -> 00:30:18,000] 走向人生的下一个阶段
[00:30:18,000 -> 00:30:19,000] 然后随着两个人
[00:30:19,000 -> 00:30:21,000] 我觉得夫妻之间也真的就是
[00:30:21,000 -> 00:30:23,000] 是人生特别重要的一对搭档了
[00:30:23,000 -> 00:30:27,099] 然后随着两个人不断的有更多的人生阅历
[00:30:27,099 -> 00:30:28,299] 有更多的成长
[00:30:28,299 -> 00:30:32,400] 然后怎么样确保两个人对未来的目标是不断的
[00:30:32,400 -> 00:30:33,599] 是一致的
[00:30:33,599 -> 00:30:35,400] 这也特别是特别重要
[00:30:35,400 -> 00:30:38,299] 然后随着未来有孩子以后怎么样去思考
[00:30:38,299 -> 00:30:40,599] 孩子是怎么样要教育
[00:30:40,599 -> 00:30:43,099] 然后要不要送这么多课程补习吧
[00:30:43,099 -> 00:30:46,099] 这也就是往大部分中產去做的事情
[00:30:46,099 -> 00:30:47,700] 就是送各種各樣的
[00:30:47,700 -> 00:30:49,740] 這個我和他非常的insane
[00:30:49,740 -> 00:30:54,900] 就是甚至在我沒有意識到人生的意義什麼東西的時候
[00:30:54,900 -> 00:30:57,660] 我未婚妻是一個很愛戶外的人
[00:30:57,660 -> 00:30:59,420] 然後他就說那他其實帶孩子
[00:30:59,420 -> 00:31:01,019] 他就是想帶孩子去爬山
