[00:00:00,000 -> 00:00:01,560] 其实我是一个观点没有那么强的人
[00:13:44,399 -> 00:13:45,000] 一個超連接 然後點一下到了哪個地方我去讀新聞比如说以门户网站为代表的就是一个单纯的信息获取一个超连接
[00:13:45,000 -> 00:13:47,000] 然后我点一下到了哪个地方
[00:13:47,000 -> 00:13:48,000] 我去读新闻
[00:13:48,000 -> 00:13:49,000] 然后web2呢
[00:13:49,000 -> 00:13:52,000] 它的关键是你在获取信息的时候
[00:13:52,000 -> 00:13:54,000] 你也在创造信息
[00:13:54,000 -> 00:13:57,000] 其实你这个点就和大家说的不一样了
[00:13:57,000 -> 00:13:58,000] 大家说的呢
[00:13:58,000 -> 00:14:00,000] 更多是从我能干什么的角度
[00:14:00,000 -> 00:14:03,000] 就是web2我可以interact
[00:14:03,000 -> 00:14:04,000] 对吧
[00:14:04,000 -> 00:14:05,240] 我可以去冫博客
[00:14:05,240 -> 00:14:08,159] 但是你說的其實有一個很重要的點就是
[00:14:08,159 -> 00:14:10,720] 我在訪問這個網站的時候我在修改了信息
[00:14:10,720 -> 00:14:12,480] 而不是我主動的去
[00:14:12,480 -> 00:14:14,039] 對來展開這個
[00:14:14,039 -> 00:14:14,840] 對exactly
[00:14:14,840 -> 00:14:17,399] 這是我們上集也提到就是說你在
[00:14:17,399 -> 00:14:19,960] 就大家忽略的可能很多人忽略的一個點是
[00:14:19,960 -> 00:14:21,399] 我在用Facebook的時候
[00:14:21,399 -> 00:14:23,720] 我也在改變Facebook的數據庫
[00:14:23,720 -> 00:14:26,759] 因為我不管是做了一個評論
[00:14:26,759 -> 00:14:28,259] like了一下 share了一下
[00:14:28,259 -> 00:14:29,460] 或者寫了一個post
[00:14:29,460 -> 00:14:30,460] 看什麼東西都是
[00:14:30,460 -> 00:14:33,860] 它本質上是對這個Facebook數據庫的一個
[00:14:33,860 -> 00:14:35,860] 增刪查改
[00:14:35,860 -> 00:14:37,659] 這數據庫的四個操作
[00:14:37,659 -> 00:14:39,460] 然後在數據庫的語言裡面
[00:14:39,460 -> 00:14:41,960] 我們實際上把那個廣義上的transaction
[00:14:41,960 -> 00:14:44,759] 就指的是這個數據庫裡面增加了一條記錄
[00:14:44,759 -> 00:14:45,299] 對所以在那個Web3的世界裡面實際上把那個廣義上的transaction就指的是這個數據庫裡面增加了一條記錄對
[00:14:45,299 -> 00:14:48,759] 所以在那個Web3的世界裡面
[00:14:48,759 -> 00:14:50,679] 它是給區塊鏈增加一條記錄
[00:14:50,679 -> 00:14:53,179] 它比較複雜你要有什麼共識啊什麼的
[00:14:53,179 -> 00:14:56,100] 然後在Web2裡面我就直接增加一條記錄
[00:14:56,100 -> 00:14:57,259] Facebook記一下就好了
[00:14:57,259 -> 00:15:00,179] 好的所以Web2和Web1的區別是
[00:15:00,179 -> 00:15:03,100] 你在修改這個背後的數據庫
[00:15:03,100 -> 00:15:06,240] 對吧Web1基本上只是訪問這個數據庫
[00:15:06,240 -> 00:15:08,240] 那Web3和Web2的區別是什麼呢
[00:15:08,240 -> 00:15:11,840] Web3和Web2的區別我覺得
[00:15:11,840 -> 00:15:15,519] 就Web3或者說Blockchain吧
[00:15:15,519 -> 00:15:17,519] 它本質上是一個Open Access
[00:15:17,519 -> 00:15:20,080] 然後不可篡改的一個數據庫
[00:15:20,080 -> 00:15:21,120] 或者叫賬本
[00:15:21,120 -> 00:15:27,000] 但是我覺得這是你剛剛說的這個有两个很有意思的点啊
[00:15:27,000 -> 00:15:28,000] 就是第一呢
[00:15:28,000 -> 00:15:31,000] 你故意把web3变成了blockchain
[00:15:31,000 -> 00:15:32,000] 对吧
[00:15:32,000 -> 00:15:33,000] 你没有去直接使用web3
[00:15:33,000 -> 00:15:36,000] 因为web3它是一个人为创造出来的概念
[00:15:36,000 -> 00:15:37,000] blockchain是一个真实的东西
[00:15:37,000 -> 00:15:40,000] 我喜欢就是说它的那个本质是什么
[00:15:40,000 -> 00:15:41,000] 到底是什么
[00:15:41,000 -> 00:15:44,000] 然后你说的并不是说什么
[00:15:44,000 -> 00:15:49,279] 这个大家常说的那个web3和web2的区别是web3你可以own data
[00:15:49,279 -> 00:15:53,440] 而是你是一个open access不可篡改的数据库
[00:15:53,440 -> 00:15:56,639] 听起来反而成了web2的一个子集了
[00:15:56,639 -> 00:16:00,960] 但是我先说一下你说你和大家的区别
[00:16:00,960 -> 00:16:05,000] 就是很多人会说web2是Web 2是你可以interact
[00:16:05,000 -> 00:16:05,879] 你可以寫data
[00:16:05,879 -> 00:16:07,679] 但是Web 3你可以own你的data
[00:16:07,679 -> 00:16:11,720] 這個點你不覺得它是Web 3和Web 2的最重要的區別嗎
[00:16:11,720 -> 00:16:15,039] 對 我覺得你說當我們說Web 3
[00:16:15,039 -> 00:16:17,559] 它主要的區別是own data的時候
[00:16:17,559 -> 00:16:19,000] 我覺得這是有道理的
[00:16:19,000 -> 00:16:23,240] 然後但是我認為它有點過於簡化了這個概念
[00:16:23,240 -> 00:16:26,200] 或者說它沒有說出它背後的技術本質
[00:16:26,200 -> 00:16:28,320] 這個技術本質是什麼呢
[00:16:28,320 -> 00:16:30,799] 就是說我們說當我們說一個
[00:16:30,799 -> 00:16:31,879] 你可以own一個data
[00:16:31,879 -> 00:16:33,559] 或者own他的data的value的時候
[00:16:33,559 -> 00:16:34,639] 我們其實是
[00:16:34,639 -> 00:16:36,639] 這首先在web2的世界裡面
[00:16:36,639 -> 00:16:38,840] 這個data產生的value
[00:16:38,840 -> 00:16:40,320] 他絕大部分或者百分之百
[00:16:40,320 -> 00:16:42,759] 都被這個web2的服務提供商給拿到了
[00:16:42,759 -> 00:16:43,799] 給capture到了
[00:16:43,799 -> 00:16:44,799] 通過賣廣告之類的
[00:16:44,799 -> 00:16:46,200] 對通過賣廣告之類的對通過賣廣告或什麼的
[00:16:46,200 -> 00:16:51,299] 如果他可以讓他的用戶也on一部分這個value
[00:16:51,299 -> 00:16:52,799] 或者這個data的話
[00:16:52,799 -> 00:16:53,899] 那我們是不是就說
[00:16:53,899 -> 00:16:56,899] web2實際上也可以讓用戶來on
[00:16:56,899 -> 00:16:58,299] 也是可以的是吧
[00:16:58,299 -> 00:17:01,899] 就假設Facebook跟我共享我的廣告收入
[00:17:01,899 -> 00:17:03,100] 在我身上的廣告收入
[00:17:03,100 -> 00:17:04,900] 那我就on了我的data
[00:17:04,900 -> 00:17:05,319] 我覺得你我覺得可以這麼說我就 own 了我的 data
[00:17:05,319 -> 00:17:07,319] 我覺得可以這麼說
[00:17:07,319 -> 00:17:08,880] 或者說 own 了我的 data 的 value
[00:17:08,880 -> 00:17:09,480] 有道理
[00:17:09,480 -> 00:17:10,799] 就是說
[00:17:10,799 -> 00:17:14,000] 對 因為大多數人其實 care 是 value
[00:17:14,000 -> 00:17:16,759] 就是說這個事情是不是一定要用 blockchain 來做呢
[00:17:16,759 -> 00:17:18,200] 我認為不是的
[00:17:18,200 -> 00:17:20,640] blockchain 它天生就能做這件事嗎
[00:17:20,640 -> 00:17:22,759] blockchain 它是很方便的可以做這個事情
[00:17:22,759 -> 00:17:25,160] 因為它是一個 open access的一個Database
[00:17:25,160 -> 00:17:27,000] 然後但是如果有一天是吧
[00:17:27,000 -> 00:17:28,319] Facebook或者Google說
[00:17:28,319 -> 00:17:30,119] 我開放我的數據了
[00:17:30,119 -> 00:17:32,039] 然後跟你分享利益了
[00:17:32,039 -> 00:17:33,440] 那它就可以實現這個目的
[00:17:33,440 -> 00:17:35,039] 而不使用Blockchain這個技術
[00:17:35,039 -> 00:17:38,160] 好的 我稍稍總結一下這裡的我的感覺
[00:17:38,160 -> 00:17:40,559] 就是Blockchain它是一個技術
[00:17:40,559 -> 00:17:42,680] 然後它和Web2最本質的區別
[00:17:42,680 -> 00:17:45,759] 它是一個Open Access不可篡改的數據庫
[00:17:45,759 -> 00:17:47,200] 在這上面呢
[00:17:47,200 -> 00:17:50,559] 你對自己數據的ownership是一個延伸品
[00:17:50,559 -> 00:17:54,319] 然後它不是一個一定天生的
[00:17:54,319 -> 00:17:55,519] 它不是百分之百天生的
[00:17:55,519 -> 00:17:56,359] 但是很容易做的
[00:17:56,359 -> 00:17:57,920] 比Web2要容易做很多
[00:17:57,920 -> 00:17:58,559] 對 是的
[00:17:58,559 -> 00:18:01,920] 所以說大家就會天生的往這個方向去做
[00:18:01,920 -> 00:18:05,440] 然後也把它變成了Web3的一个标志性的东西
[00:18:05,440 -> 00:18:08,119] 但其实这件事情在web2也是可以实现
[00:18:08,119 -> 00:18:08,839] 我觉得是的
[00:18:08,839 -> 00:18:09,480] 好的
[00:18:09,480 -> 00:18:12,240] 如果web2的公司有足够的动机去做这个事情
[00:18:12,680 -> 00:18:14,759] 我觉得他们也是有可能去做的
[00:18:14,920 -> 00:18:17,240] 所以大家折腾了半天
[00:18:17,240 -> 00:18:18,960] 但是最终的技术本质还是
[00:18:18,960 -> 00:18:21,599] 这个Open Access不可存改的数据库
[00:18:21,599 -> 00:18:22,319] 大家要记住
[00:18:22,319 -> 00:18:25,119] 这个是web3和web2的最主要的區別
[00:18:26,319 -> 00:18:28,720] 好呀 我覺得這個點非常非常重要
[00:18:28,720 -> 00:18:31,039] 它會改變我很多基礎的認知的
[00:18:31,039 -> 00:18:33,599] 就是我以後再聽別人說這個ownership的話
[00:18:33,599 -> 00:18:34,720] 我就知道了
[00:18:34,720 -> 00:18:36,799] 其實ownership本身是有代價的 對吧
[00:18:36,799 -> 00:18:39,200] 就是為什麼Web2公司沒有做這件事情
[00:18:39,200 -> 00:18:41,759] 不是因為Web2公司在技術上實現不了
[00:18:41,759 -> 00:18:44,079] 而是因為它現在它沒有動機
[00:18:44,079 -> 00:18:47,500] 然後這個沒有動機背後是這個商業模式
[00:18:47,500 -> 00:18:48,799] 然後這個商業模式
[00:18:48,799 -> 00:18:50,599] 其實Web3如果要做這個ownership
[00:18:50,599 -> 00:18:51,500] 改變的不是技術
[00:18:51,500 -> 00:18:53,500] 而要改變這個商業模式
[00:18:53,500 -> 00:18:55,700] 我覺得這個概括是很好的
[00:18:55,700 -> 00:18:56,799] 好呀好呀好呀
[00:18:56,799 -> 00:18:59,299] 那我們就是我們已經講了
[00:18:59,299 -> 00:19:01,000] Web1,2,3的區別對吧
[00:19:01,000 -> 00:19:03,000] 那然後Web3和Web2的區別
[00:19:03,000 -> 00:19:04,299] 我們把它定義到了這個
[00:19:04,299 -> 00:19:06,000] Open Access不可存在的數據庫這條事情上
[00:19:06,000 -> 00:19:08,000] 那我覺得
[00:19:08,000 -> 00:19:10,000] 剛才的這個概念都很重要
[00:19:10,000 -> 00:19:12,000] 我想馬上請您舉一個例子
[00:19:12,000 -> 00:19:14,000] 可不可以幫我們講一個
[00:19:14,000 -> 00:19:16,000] Web3裡邊的比較有名的應用
[00:19:16,000 -> 00:19:18,000] 然後去幫我們拆解一下
[00:19:18,000 -> 00:19:20,000] 這裡的技術
[00:19:20,000 -> 00:19:22,000] 到底有多少是Web2的技術
[00:19:22,000 -> 00:19:24,000] 到底有多少是Web3的技術
[00:19:24,000 -> 00:19:27,000] 因為剛才聽你的那個Web2和web3的區別
[00:19:27,000 -> 00:19:30,000] web3其實是web2裡面的一個特殊種類
[00:19:30,000 -> 00:19:32,000] 我可能不會這麼說
[00:19:32,000 -> 00:19:34,000] 我可能不會說它是一個特殊種類
[00:19:34,000 -> 00:19:36,000] 因為還是有本質區別的
[00:19:36,000 -> 00:19:38,000] 它還是這可能不是事實
[00:19:38,000 -> 00:19:41,000] 然後但是我覺得可以
[00:19:41,000 -> 00:19:43,000] 我比較喜歡的一個例子可能是opensea
[00:19:43,000 -> 00:19:46,559] opensea是最大的大家都知道大家都知道最大的NFT marketplace
[00:19:46,559 -> 00:19:50,000] 而且它不光是這樣它還是多個鏈上的那個
[00:19:50,000 -> 00:19:54,559] top3或者穩定排在第一的這麼一個gas大戶
[00:19:54,559 -> 00:19:58,559] 相當於你可以認為這個鏈上的大部分交易是跟它有關的
[00:19:58,559 -> 00:20:02,559] 然後呢而且它是一個典型的結合了很多web2
[00:20:02,559 -> 00:20:04,079] web3技術的這樣一個東西
[00:20:04,079 -> 00:20:05,279] 好呀好呀好呀那我想想就是�web2和web3技術的這樣一個東西好呀好呀好呀
[00:20:05,279 -> 00:20:09,200] 那我想想就是拆一下opensea的各種技術吧
[00:20:09,200 -> 00:20:10,720] 然後它到底用到什麼東西
[00:20:10,720 -> 00:20:12,960] 對大家打開opensea看到這個網站
[00:20:12,960 -> 00:20:17,839] 第一個到你眼睛裡面的其實是一個前端的一個網頁
[00:20:17,839 -> 00:20:19,759] 然後這個前端的網頁呢
[00:20:19,759 -> 00:20:26,559] 它我可以基本上可以肯定的說它用到了一個叫React的前端技術
[00:20:26,559 -> 00:20:29,359] 然後這個技術大概是10年前Facebook
[00:20:29,359 -> 00:20:31,440] create的然後又把它開源了
[00:20:31,440 -> 00:20:33,440] 現在也是Facebook在Maintain的
[00:20:33,440 -> 00:20:36,160] 他為什麼會用到這個技術呢
[00:20:36,160 -> 00:20:38,079] 其實也可以很簡單的說一說
[00:20:38,079 -> 00:20:40,720] React這個技術它的誕生
[00:20:40,720 -> 00:20:41,920] 是為了解決一個叫做
[00:20:41,920 -> 00:20:43,759] 單網頁應用的問題
[00:20:43,759 -> 00:20:46,000] Single Page Web Application
[00:20:46,000 -> 00:20:48,000] 然後很多不只是OpenSea了
[00:20:48,000 -> 00:20:50,000] 包括像那個Uniswap
[00:20:50,000 -> 00:20:52,000] 它其實也是用到了這個技術來解決一些
[00:20:52,000 -> 00:20:54,000] 狀態管理啊什麼的問題
[00:20:54,000 -> 00:20:56,000] 這個有感興趣的朋友那個觀眾朋友可以
[00:20:56,000 -> 00:20:58,000] 自己去搜索一下
[00:20:58,000 -> 00:21:00,000] 這是一個然後
[00:21:00,000 -> 00:21:02,000] 就OpenSea它是針對多個
[00:21:02,000 -> 00:21:04,000] Blockchain的它不是針對
[00:21:04,000 -> 00:21:05,599] 那個以太一個鏈雝對以太一個鏈
[00:21:05,599 -> 00:21:09,200] 雖然以太一個鏈可能佔了90%的收入
[00:21:09,200 -> 00:21:11,200] 但是它集合了不同的鏈
[00:21:11,200 -> 00:21:14,400] 我認為當然我沒有看過OpenSea的代碼
[00:21:14,400 -> 00:21:17,000] 這個是基於我自己的一個判斷和認識
[00:21:17,000 -> 00:21:20,599] 就是說它肯定是抽象出來的一個layer
[00:21:20,599 -> 00:21:24,599] 然後它去call一些API on this layer
[00:21:24,599 -> 00:21:27,000] 這個layer的背後它去集成了很多的鏈
[00:21:27,000 -> 00:21:30,000] 所以你可以認為他有一個自建的數據庫
[00:21:30,000 -> 00:21:33,000] 而這個自建的數據庫他肯定是一個centralized
[00:21:33,000 -> 00:21:35,000] 相對來說因為他是owned
[00:21:35,000 -> 00:21:37,000] created by OpenSea
[00:21:37,000 -> 00:21:41,000] 然後他再通過一些類似於API gateway這樣的東西
[00:21:41,000 -> 00:21:45,299] 你去通過他的API去調用這個數據
[00:21:45,299 -> 00:21:48,900] 它不會直接的去interact with那個
[00:21:48,900 -> 00:21:51,099] Blockchain的基礎
[00:21:51,099 -> 00:21:53,099] 對 Blockchain的那個Node
[00:21:53,099 -> 00:21:57,299] 還有一點就是它為了實現一個很低的一個Latency
[00:21:57,299 -> 00:21:58,299] 或者響應
[00:21:58,299 -> 00:22:00,299] 為了用戶體驗的好
[00:22:00,299 -> 00:22:03,500] 它需要快速的鎖影它這些數據庫
[00:22:03,500 -> 00:22:06,299] 比如說你以太你是不可能它沒有原生的索引它這些數據庫比如說以太你是不可能
[00:22:06,299 -> 00:22:10,700] 它沒有原生的去支持一個對contract這樣的一個索引
[00:22:10,700 -> 00:22:13,299] 所以OpenSea它為了你去搜它的那個一個
[00:22:13,299 -> 00:22:15,700] 比如說猴子 Boydip
[00:22:15,700 -> 00:22:18,700] 然後你需要去索引根據這個
[00:22:18,700 -> 00:22:21,299] 這個collection的那個地址去索引它
[00:22:21,299 -> 00:22:24,500] 這個時候它又是一個基於可能elastic search
[00:22:24,500 -> 00:22:26,400] 或者什麼的這樣一個
[00:22:26,400 -> 00:22:27,720] 一個技術來做的這樣一個
[00:22:27,720 -> 00:22:29,119] 實現的這樣一個
[00:22:29,119 -> 00:22:30,400] 很好的用戶體驗
[00:22:30,400 -> 00:22:30,680] 嗯
[00:22:30,680 -> 00:22:32,880] 很低的延遲這樣一個東西
[00:22:32,880 -> 00:22:35,319] 然後還有一些東西
[00:22:35,319 -> 00:22:37,519] 像他的那個內容管理
[00:22:37,519 -> 00:22:38,440] 比如說
[00:22:38,440 -> 00:22:40,440] 他的那個你可以去看那個鏈接
[00:22:40,440 -> 00:22:41,559] 你把他的那個圖片的
[00:22:41,559 -> 00:22:42,920] NFT的圖片鏈接
[00:22:42,920 -> 00:22:47,839] 背後去打開去看看他的鏈接你會發現他以前是存在那個Google上的
[00:22:47,839 -> 00:22:49,500] Google content的XXXX
[00:22:49,500 -> 00:22:52,640] 後來好像換了一個別的那個提供商
[00:22:52,640 -> 00:22:55,680] 但是他都是個three party的這樣一個
[00:22:55,680 -> 00:22:57,880] 你可以認為他是在管理他的那個
[00:22:57,880 -> 00:23:00,180] content distribution network
[00:23:00,180 -> 00:23:01,640] 這也是一點
[00:23:01,640 -> 00:23:04,640] 我們講到現在他其實都是Web2的一些技術
[00:23:04,640 -> 00:23:05,000] 感覺已經7比0了還有一點其實都是Web2的一些技術
[00:23:05,000 -> 00:23:07,000] 感覺已經7比0了
[00:23:07,000 -> 00:23:09,000] 還有一點就是更Web2的技術
[00:23:09,000 -> 00:23:11,000] 就是它像OpenSea
[00:23:11,000 -> 00:23:13,000] 它現在也提供一些Data Analytics
[00:23:13,000 -> 00:23:17,000] 它比如說一些比較實時的一些
[00:23:17,000 -> 00:23:19,000] 那個交易量的一些圖表啊什麼的
[00:23:19,000 -> 00:23:23,000] 包括它最近收購了一個叫做Gem.xyz
[00:23:23,000 -> 00:23:27,640] 它是一個Aggregator加一個Data Analytics的NFT的一個提供商
[00:23:28,240 -> 00:23:31,839] 那這一塊的技術它就基本上百分之百是Web2了
[00:23:31,839 -> 00:23:32,799] 因為Web3
[00:23:33,200 -> 00:23:36,599] 因為Blockchain它並沒有原生的支持這些數據的一些
[00:23:37,000 -> 00:23:39,200] 聚合呀 Analytics啊
[00:23:39,200 -> 00:23:42,000] 就更別說那些什麼Data Science Machine Learning這些東西
[00:23:42,000 -> 00:23:42,880] 嗯嗯嗯嗯
[00:23:43,559 -> 00:23:44,279] 那好的
[00:23:44,279 -> 00:23:45,000] 好就是說它然後我們來講它Web3的Data Science Machine Learning這些東西嗯嗯嗯那好的就是說他
[00:23:45,000 -> 00:23:47,000] 然後我們來講他Web3的
[00:23:47,000 -> 00:23:48,000] 對對對
[00:23:48,000 -> 00:23:49,000] 差點忘了
[00:23:49,000 -> 00:23:51,000] 說現在都是Web3了
[00:23:51,000 -> 00:23:54,000] 對就是說他本質上OpenSea是一個Marketplace嘛
[00:23:54,000 -> 00:23:56,000] 就他跟那個eBay或者Amazon這種Marketplace
[00:23:56,000 -> 00:24:00,000] 他都會做一個叫做Atomic Matching的東西
[00:24:00,000 -> 00:24:02,000] 就是說我有一個Buy
[00:24:02,000 -> 00:24:03,000] 我有一個Sell
[00:24:03,000 -> 00:24:04,000] 我把它們Match起來
[00:24:04,000 -> 00:24:06,000] 然後他要做一個atomic matching
[00:24:06,000 -> 00:24:08,000] 然後他還要做一個fulfillment
[00:24:08,000 -> 00:24:12,000] 對 這一點他是基於一個smart contract
[00:24:12,000 -> 00:24:15,000] 他現在叫C port
[00:24:15,000 -> 00:24:18,000] 他以前叫weird man什麼的
[00:24:18,000 -> 00:24:20,000] 他這一部分是基於smart contract
[00:24:20,000 -> 00:24:22,000] 他自動去執行的
[00:24:22,000 -> 00:24:24,000] 就這一點
[00:24:24,000 -> 00:24:26,000] 對就這一點對
[00:24:26,000 -> 00:24:28,000] 然後他可能還有一些
[00:24:28,000 -> 00:24:30,000] 用錢包來做
[00:24:30,000 -> 00:24:32,000] 這些都是比較小的東西
[00:24:32,000 -> 00:24:34,000] 用錢包做
[00:24:34,000 -> 00:24:36,000] 明白了
[00:24:36,000 -> 00:24:38,000] 其實他最後是做了一個很大的
[00:24:38,000 -> 00:24:40,000] web2的整個交易平台
[00:24:40,000 -> 00:24:42,000] 然後最後買賣的那一個東西
[00:24:42,000 -> 00:24:44,000] 就有點像我們
[00:24:44,000 -> 00:24:45,359] 從一個工廠拿東西之類的那一个东西就有点像我们从一个工厂拿东西之类的
[00:24:45,359 -> 00:24:46,359] 那一步是吧
[00:24:46,359 -> 00:24:48,680] 最后是到了去blockchain上去拿
[00:24:48,680 -> 00:24:50,200] 然后去做交易
[00:24:50,200 -> 00:24:52,920] 就好像我们有一个巨大的电商网站
[00:24:52,920 -> 00:24:58,200] 然后说我要买这个商家这个vendor卖的产品
[00:24:58,200 -> 00:25:01,119] 然后其实就是跟vendor去买卖的那一步
[00:25:01,119 -> 00:25:02,000] 是这个
[00:25:02,000 -> 00:25:04,000] 对的他其实就是
[00:25:04,000 -> 00:25:05,759] 你可以说是settle的那一步或者说是就是真正的fulfill这个order的那一步是这个web3它其实就是你可以说是settle的那一步
[00:25:05,759 -> 00:25:09,519] 或者说是就是真正的fulfill这个order的这一步
[00:25:09,519 -> 00:25:12,559] 它是那个web3的基于smart contract
[00:25:12,559 -> 00:25:16,559] 好呀 我觉得就是这个技术拆解在叠加我们上面的理解
[00:25:16,559 -> 00:25:18,160] 我们是不是有一个lemma
[00:25:18,160 -> 00:25:20,480] 这个lemma就是说这个web3
[00:25:20,480 -> 00:25:22,799] 它其实是站在了web2的肩膀之上
[00:25:22,799 -> 00:25:24,319] 而不是一个取代关系
[00:25:24,319 -> 00:25:25,559] 我是这么认为的
[00:25:25,559 -> 00:25:26,279] 我觉得
[00:25:27,279 -> 00:25:29,880] 就是你如果否认这个可能是对
[00:25:29,880 -> 00:25:31,559] 我们计算机历史的一个背叛
[00:25:31,559 -> 00:25:33,960] 就是说Web3的繁荣
[00:25:33,960 -> 00:25:34,920] 假设它有繁荣
[00:25:34,920 -> 00:25:37,359] 它是建立在Web2这个时代
[00:25:37,359 -> 00:25:39,000] 积累了很多的技术技术上的
[00:25:39,000 -> 00:25:40,319] 这个是一个
[00:25:40,319 -> 00:25:42,920] 我认为是历史唯物主义的这么一个
[00:25:42,920 -> 00:25:45,000] 对 而且就看这么一個真實的例子
[00:25:45,000 -> 00:25:46,000] 就很明顯
[00:25:46,000 -> 00:25:47,000] 就是這個金字塔OK
[00:25:47,000 -> 00:25:50,000] 你說頂端是web3或者哪一部分是web3
[00:25:50,000 -> 00:25:51,000] 是另一回事
[00:25:51,000 -> 00:25:53,000] 但是總之很大一部分是web2
[00:25:53,000 -> 00:25:55,000] 對的 這是我認為的一個
[00:25:55,000 -> 00:25:57,000] 跟你很相同的一個觀點
[00:25:57,000 -> 00:25:59,000] 你還有沒有什麼其他的藍碼
[00:25:59,000 -> 00:26:02,000] 還有一個就是我們可以看
[00:26:02,000 -> 00:26:05,000] OpenSea這樣的東西是一塊
[00:26:05,000 -> 00:26:06,000] 然後還有像DeFi
[00:26:06,000 -> 00:26:07,500] Uniswap這個是一塊
[00:26:07,500 -> 00:26:09,500] 這個我們可能以後有機會再講
[00:26:09,500 -> 00:26:11,000] 還有一塊我們發現
[00:26:11,000 -> 00:26:14,000] 它其實更web2的是一些
[00:26:14,000 -> 00:26:16,000] 所謂的web3的雲服務商
[00:26:16,000 -> 00:26:19,000] 像比較出名的有Infura
[00:26:19,000 -> 00:26:21,000] 像那個Alchemy
[00:26:21,000 -> 00:26:22,000] 這些都是固執
[00:26:22,000 -> 00:26:23,000] 都是獨角獸了我記得
[00:26:23,000 -> 00:26:25,420] 然後像一些小的像Morales我們也會用的
[00:26:25,420 -> 00:26:26,759] 就是說他們幹什麼呢
[00:26:26,759 -> 00:26:28,460] 他們就把
[00:26:28,460 -> 00:26:30,960] 他們代替你去做了一些比較繁瑣的
[00:26:30,960 -> 00:26:35,000] 像那個以太的那個Node的一些維護
[00:26:35,000 -> 00:26:36,500] 或者那個同步
[00:26:36,500 -> 00:26:38,500] 他們把它抽象成了一個API
[00:26:38,500 -> 00:26:39,960] 你可以直接去調用
[00:26:39,960 -> 00:26:41,160] 你就可以達到去
[00:26:41,160 -> 00:26:42,460] Send你的Transaction
[00:26:42,460 -> 00:26:43,960] to這個Node或者什麼的
[00:26:43,960 -> 00:26:46,359] 它其實抽象出出來一個API層
[00:26:46,359 -> 00:26:47,759] 它背後其實上
[00:26:47,759 -> 00:26:49,960] 因為你不用直接去interact
[00:26:49,960 -> 00:26:51,960] 它的那個服務器的物理地址
[00:26:51,960 -> 00:26:53,960] 你只需要去說infra.什麼
[00:26:53,960 -> 00:26:55,559] API.infra什麼什麼
[00:26:55,559 -> 00:26:58,359] 然後你用一個token就可以去做這個事情
[00:26:58,359 -> 00:26:59,559] 這個其實它
[00:26:59,559 -> 00:27:02,359] 你可以說它非常的不decentralized
[00:27:02,359 -> 00:27:04,160] 如果有一天infra它
[00:27:04,160 -> 00:27:07,759] 比如說佔了80%、 90%的這麼一個份額的話
[00:27:07,759 -> 00:27:10,240] 讓大家都通過他去interact with
[00:27:10,240 -> 00:27:12,319] 那個以太的那個node
[00:27:12,319 -> 00:27:13,759] 而不是自己去
[00:27:13,759 -> 00:27:16,960] 更適合去maintain自己一個node的話
[00:27:16,960 -> 00:27:19,599] 那完全就decentralized
[00:27:19,599 -> 00:27:21,200] 就只是一個那個miss了
[00:27:21,200 -> 00:27:26,440] 我覺得就好像人人都可以自建自己的Email服務器
[00:27:26,440 -> 00:27:27,640] 但是大家並沒有幹這件事
[00:27:27,640 -> 00:27:28,680] 對是的exactly
[00:27:28,680 -> 00:27:29,799] 就是這樣的
[00:27:29,799 -> 00:27:30,839] 它背後有很多原因
[00:27:30,839 -> 00:27:32,319] 可能是技術上的或者什麼的
[00:27:32,319 -> 00:27:35,039] 然後還有一點我想提到就是
[00:27:35,039 -> 00:27:39,519] 你仔細看這些所謂的Web3的雲服務商的定價模式
[00:27:39,519 -> 00:27:42,279] 你會發現跟AWS競爭的一致
[00:27:42,279 -> 00:27:44,000] 我們可以合理的懷疑
[00:27:44,000 -> 00:27:46,440] 它leverage了很多那些雲服務商的服務
[00:27:46,440 -> 00:27:49,759] 或者說你可以認為它越小的一個startup
[00:27:49,759 -> 00:27:53,119] 它可能越有可能去leverage這些雲服務商
[00:27:53,119 -> 00:27:53,680] 明白
[00:27:53,680 -> 00:27:54,559] 它去做prototype
[00:27:54,559 -> 00:28:00,480] 比如說它在它scale它的用戶到很高的一個數量級之前
[00:28:00,480 -> 00:28:03,279] 它都沒有一個規模效應去建自己的服務器
[00:28:03,279 -> 00:28:06,000] 對 尤其是它建了自己的服务器来说
[00:28:06,000 -> 00:28:08,000] 他仍然是在提供一个centralized服务
[00:28:08,000 -> 00:28:09,000] 对对
[00:28:09,000 -> 00:28:11,000] 而他这个时候如果去用云服务
[00:28:11,000 -> 00:28:14,000] 如果云服务本身比自建服务是有优势的话
[00:28:14,000 -> 00:28:16,000] 那他就会选择去用云服务
[00:28:16,000 -> 00:28:22,000] 他本身不是一个自建服务器能给他的这个business model
[00:28:22,000 -> 00:28:27,099] 能给他的这个用户价值带来什么额外效果的一个事情
[00:28:27,099 -> 00:28:28,099] 对的 是的
[00:28:28,099 -> 00:28:31,059] 所以说这也是为什么像我认为
[00:28:31,059 -> 00:28:34,019] Web3时代AWS可能会成为一个大赢家
[00:28:34,019 -> 00:28:35,819] 你大爷永远是你大爷
[00:28:35,819 -> 00:28:39,180] 然后而且我也认为就是这观念可能有点强
