[00:00:00,000 -> 00:00:01,159] Hello大家好
[00:16:26,799 -> 00:16:29,799] 或者是一些新的东西的讨论
[00:16:29,799 -> 00:16:34,600] 或者是一些这个类似于复盘啊
[00:16:34,600 -> 00:16:36,399] 或者是反思啊
[00:16:36,399 -> 00:16:39,200] 或者是一些脑爆啊等等等等
[00:16:39,200 -> 00:16:40,100] 这些东西
[00:16:40,100 -> 00:16:42,000] 然后我们甚至每周五
[00:16:42,000 -> 00:16:45,360] 我们之前还会组织一个行业的竞品调研
[00:16:45,360 -> 00:16:48,399] 我们这些产品运营同学都坐在一起
[00:16:48,399 -> 00:16:51,559] 然后开始刷各个竞品的APP
[00:16:51,559 -> 00:16:53,200] 然后相互分享体验
[00:16:53,200 -> 00:16:56,399] 像这种偏探索性总结性的会更多一些
[00:16:56,399 -> 00:17:00,559] OK 然后这是我们团队每周五
[00:17:00,559 -> 00:17:02,679] 就每一周的结构
[00:17:02,679 -> 00:17:08,319] 所以会发现说我在团队里面发挥的角色还是挺重的
[00:17:08,319 -> 00:17:11,119] 那么直到后来呢
[00:17:11,119 -> 00:17:12,519] 就周一周二相对来说
[00:17:12,519 -> 00:17:15,119] 我变成一个角色的建议者之后会稍微轻一点
[00:17:15,119 -> 00:17:15,799] 那one on one呢
[00:17:15,799 -> 00:17:17,279] 其实你一两周不one on one
[00:17:17,279 -> 00:17:18,319] 其实也无所谓
[00:17:18,319 -> 00:17:18,759] 对吧
[00:17:18,759 -> 00:17:19,680] 然后周五呢
[00:17:19,680 -> 00:17:21,119] 这些复盘会啊
[00:17:21,119 -> 00:17:21,720] 总结会啊
[00:17:21,720 -> 00:17:23,160] 还有刷手机的这个会啊
[00:17:23,160 -> 00:17:24,720] 其实大家自动run起来的
[00:17:24,720 -> 00:17:29,079] 所以呢会后来会发现哎我可以稍微变得不那么重
[00:17:29,079 -> 00:17:32,279] 或者说很多决策不用卡在我的瓶颈上
[00:17:32,279 -> 00:17:33,559] 大概是这样子
[00:17:33,559 -> 00:17:34,759] 你刚说的都是开会
[00:17:34,759 -> 00:17:36,200] 除了开会还有没有别的工作
[00:17:36,759 -> 00:17:38,400] 作为这样一个leader
[00:17:38,400 -> 00:17:41,799] 我绝大部分的时间好像都在开会
[00:17:41,799 -> 00:17:43,559] 这也是你之前跟我提的
[00:17:43,559 -> 00:17:45,480] 就是一个管理者
[00:17:45,480 -> 00:17:47,599] 像我这个级别是吧
[00:17:47,599 -> 00:17:49,759] 就还没有到你那个程度
[00:17:49,759 -> 00:17:53,039] 就是要做的事情是从动手
[00:17:53,400 -> 00:17:55,759] 变成动脑和动嘴
[00:17:55,759 -> 00:17:56,119] 是
[00:17:56,119 -> 00:17:58,559] 我觉得我现在还很难做到这个转变
[00:17:58,559 -> 00:18:00,839] 但是它是一个必经之路
[00:18:00,839 -> 00:18:01,400] 是
[00:18:01,400 -> 00:18:02,039] 是
[00:18:02,039 -> 00:18:03,599] 我会说到这个
[00:18:03,599 -> 00:18:05,759] 就是从动手变成动脑动嘴
[00:18:05,759 -> 00:18:12,799] 我会尽量把我的时间省下来去做更加有价值的事情
[00:18:12,799 -> 00:18:13,640] 比如说
[00:18:13,680 -> 00:18:19,519] 就比如说我们要去做一个很重要的一个presentation
[00:18:19,519 -> 00:18:21,640] 那这presentation可能是我做的
[00:18:21,680 -> 00:18:23,359] 是我亲自要去讲
[00:18:23,480 -> 00:18:29,640] 但是我会尽量把PPT的框架定下来之后
[00:18:29,640 -> 00:18:34,359] 让每一个项目的同学去提供两到三页的PPT的内容放在上面
[00:18:34,359 -> 00:18:37,000] 然后具体的细节的更改
[00:18:37,000 -> 00:18:41,920] 我也会放到一个专门做设计的同学上来帮忙做一些美化
[00:18:41,920 -> 00:18:45,000] 因为我们的时间放在一个PPT具体的那个
[00:18:45,000 -> 00:18:48,400] 这个撰写上可能确实有点浪费时间
[00:18:48,400 -> 00:18:50,000] 对对对 大概是这样子
[00:18:50,000 -> 00:18:51,200] OK 然后呢
[00:18:51,200 -> 00:18:53,000] 我们团队还搞了一个
[00:18:53,000 -> 00:18:56,599] 当然也是对内的一个周报的逻辑
[00:18:56,599 -> 00:18:59,400] 周报肯定很多团队都会写
[00:18:59,400 -> 00:19:02,799] 但是我猜测可能大部分的团队都是
[00:19:02,799 -> 00:19:07,400] 不会真正意义上的把一个周报写的很
[00:19:07,640 -> 00:19:09,039] 啊详细认真
[00:19:09,039 -> 00:19:11,680] 且大家都会详细认真的读一下这个周报
[00:19:11,680 -> 00:19:12,680] 我们还挺详细认真
[00:19:12,680 -> 00:19:13,920] 和大家都详细认真读的
[00:19:13,920 -> 00:19:14,960] ok ok
[00:19:14,960 -> 00:19:16,720] 呃这是团队管理的
[00:19:16,720 -> 00:19:18,759] 我们老板团队管理的一个不错的地方
[00:19:18,759 -> 00:19:20,119] 是是是是是
[00:19:20,119 -> 00:19:23,720] 然后呃我一般会在呃大家
[00:19:23,880 -> 00:19:28,480] 呃写的周报和我写的周报总结之后
[00:19:28,480 -> 00:19:33,920] 我会再加一些个人的心得和判断放在那个上面
[00:19:33,920 -> 00:19:39,839] 其实那部分呢是我也不需要对外对上去呈现出去
[00:19:39,839 -> 00:19:47,279] 我只是给这个团队的一种每周的用文字形式的交流方式
[00:19:47,279 -> 00:19:48,880] 探讨的方式
[00:19:48,880 -> 00:19:54,400] 那很多时候我发了一些个人的想法和总结
[00:19:54,400 -> 00:19:57,440] 但我们在下一周的周会上有可能会讨论
[00:19:57,440 -> 00:19:58,240] 有可能不讨论
[00:19:58,240 -> 00:20:01,640] 但是呢每周它可以让我在周末的时候
[00:20:01,640 -> 00:20:04,119] 我们一般是大家是周五写周报
[00:20:04,119 -> 00:20:05,839] 我是周六写周报这样子
[00:20:05,839 -> 00:20:10,720] 嗯嗯然后我一般会呃用这个时间去想一想这个业务可能
[00:20:11,039 -> 00:20:12,400] 大概是处于什么样的阶段
[00:20:12,400 -> 00:20:14,559] 然后我们应该怎么做
[00:20:14,559 -> 00:20:20,359] 或者是呃是应该呃重执行还是应该重思考还是应该重探索等等等等
[00:20:20,359 -> 00:20:24,400] 所以我觉得呃这些反思还是挺重要的
[00:20:24,400 -> 00:20:26,279] 嗯所以我觉得这些反思还是挺重要的所以我觉得对内的话
[00:20:26,279 -> 00:20:32,599] 可能在具体的日常的工作上大概就到这些
[00:20:32,599 -> 00:20:35,880] 然后其实除了日常的工作上
[00:20:35,880 -> 00:20:41,680] 我觉得团队的氛围的维持还是挺重要的一个工作
[00:20:41,680 -> 00:20:46,279] 需要现在大家都是年轻人也不愁吃穿的
[00:20:46,279 -> 00:20:49,720] 这个很少有人真的是为了一份工作
[00:20:49,720 -> 00:20:51,799] 对有很多管理者很头疼管理90后
[00:20:51,799 -> 00:20:56,160] 因为大家的就是不能靠那个之前简单的物质激励区
[00:20:56,160 -> 00:20:57,000] 对对
[00:20:57,000 -> 00:21:01,000] 所以大家很多时候去认可他的leader
[00:21:01,000 -> 00:21:05,000] 并且他在这个团队中能感受到自己的成长
[00:21:05,000 -> 00:21:07,000] 能感受到自己被重视
[00:21:07,000 -> 00:21:11,000] 能感受到团队友好的可以长期合作的氛围
[00:21:11,000 -> 00:21:13,000] 这一点也是挺重要的
[00:21:13,000 -> 00:21:17,000] 所以我想简单分享一下这个软性的方面
[00:21:17,000 -> 00:21:20,000] 是我大概是怎么做的
[00:21:20,000 -> 00:21:25,900] 当然我做的我可能我不知道我应该怎样做的更好
[00:21:25,900 -> 00:21:27,700] 但是我先分享一下目前的情况
[00:21:27,700 -> 00:21:29,700] 可能so far some things good
[00:21:29,700 -> 00:21:32,799] 一块是说我们作为leadership
[00:21:32,799 -> 00:21:38,700] 可能还是要时不时的自己从腰包里掏出一些经费
[00:21:38,700 -> 00:21:43,000] 来帮助大家制造一些氛围感的
[00:21:43,000 -> 00:21:44,799] 尤其腾讯就是leader买单
[00:21:44,799 -> 00:21:45,119] 对对对对我们会比如说发发红包大家制造一些这个氛围感的尤其腾讯就是力度买单嘛
[00:21:45,119 -> 00:21:47,839] 对对对对我们会这个
[00:21:47,839 -> 00:21:49,000] 比如说发发红包啊
[00:21:49,000 -> 00:21:51,400] 或者经常请大家吃吃水果喝喝奶茶
[00:21:51,400 -> 00:21:55,039] 我觉得这些基本工作还是要做到位的
[00:21:55,039 -> 00:21:55,880] 这第一点
[00:21:55,880 -> 00:21:58,680] 因为经费经常会不够
[00:21:58,680 -> 00:22:00,640] 就是那个团建经费肯定是不够的
[00:22:00,640 -> 00:22:01,079] OK
[00:22:01,079 -> 00:22:01,880] 然后呢
[00:22:01,880 -> 00:22:02,799] 我会觉得说
[00:22:02,799 -> 00:22:03,240] 呃
[00:22:03,240 -> 00:22:06,559] 就是单次的很大的很重的团建
[00:22:07,599 -> 00:22:15,000] 其实不如一些拆成相对比较小小的这些呃这个活动
[00:22:15,519 -> 00:22:18,359] 我我我经常会这么具体啊对我会这么发现
[00:22:18,839 -> 00:22:24,039] 我甚至有几次把一次大的团建经费拆成了三次吃饭
[00:22:24,480 -> 00:22:26,000] 然后呢 我们就定訂了個會議室
[00:22:26,000 -> 00:22:29,000] 然後大家一起吃飯然後聊天什麼東西的
[00:22:29,000 -> 00:22:31,000] 這個也挺有意思的
[00:22:31,000 -> 00:22:37,000] 然後呢為了去提高大家對於團隊成員的認識
[00:22:37,000 -> 00:22:39,000] 和對於行業會對於生活的認識
[00:22:39,000 -> 00:22:42,000] 我們團隊是每周三下午
[00:22:42,000 -> 00:22:45,359] 現在是每周三下午的是每周三下午的两点
[00:22:46,119 -> 00:22:49,359] 我们会邀请一到两位同学分享一些
[00:22:49,359 -> 00:22:54,440] 他对于我们本职工作之外的东西的理解
[00:22:55,599 -> 00:22:56,880] 我能想起来的是
[00:22:56,880 -> 00:22:58,720] 可能三个月前我们有一位同学
[00:22:58,720 -> 00:23:01,960] 去花了半个小时分享了一下
[00:23:01,960 -> 00:23:09,220] 他打算把家门口的一家压货店盘下来做生意的一个思考逻辑
[00:23:09,220 -> 00:23:12,220] 然后这里面会涉及到大量的商务谈判啦
[00:23:12,220 -> 00:23:15,220] 数值的计算啦 ROI的计算啦
[00:23:15,220 -> 00:23:17,720] 然后人工成本的这些计算啦
[00:23:17,720 -> 00:23:20,319] 然后对于自己生活幸福感的讨论啦等等
[00:23:20,319 -> 00:23:21,819] 其实一件小事
[00:23:21,819 -> 00:23:24,619] 也不是小事 但是很细
[00:23:24,619 -> 00:23:25,000] 对 一笔小的投资
[00:23:25,000 -> 00:23:27,000] 它引出来很多可以讨论的事情
[00:23:27,000 -> 00:23:28,000] 对
[00:23:28,000 -> 00:23:30,000] 然后之前我自己减肥也比较成功
[00:23:30,000 -> 00:23:33,000] 所以给大家建议了一些减肥上的东西
[00:23:33,000 -> 00:23:36,000] 然后呢也有人会分享一些投资上的心得
[00:23:36,000 -> 00:23:40,000] 然后也会分享这个他们买房啊
[00:23:40,000 -> 00:23:42,000] 或者是一些家庭生活的一些细节
[00:23:42,000 -> 00:23:45,799] 那这些事情其实每周只占用一个小时
[00:23:45,799 -> 00:23:49,799] 那我们这个其实对很多同学来说
[00:23:49,799 -> 00:23:59,500] 这可能是他们比较少有的去了解到一些高质量的这个信息的渠道
[00:23:59,500 -> 00:24:01,700] 和你就更多的了解了这个同事嘛
[00:24:01,700 -> 00:24:03,500] 哎对对对对对对对对
[00:24:03,500 -> 00:24:05,319] 是的是的是的嗯
[00:24:05,319 -> 00:24:07,599] 然后还有一些小的点
[00:24:07,599 -> 00:24:10,319] 比如说我从来不会把大家
[00:24:10,319 -> 00:24:13,519] 就是会一起吃饭的时间拿出来开会
[00:24:13,519 -> 00:24:16,319] 因为经常鼓励同事们一起
[00:24:16,319 -> 00:24:17,880] 这个私下一起吃吃饭
[00:24:17,880 -> 00:24:19,119] 我觉得也是挺重要的
[00:24:19,119 -> 00:24:19,440] 嗯
[00:24:19,440 -> 00:24:19,599] 对
[00:24:19,599 -> 00:24:22,559] 然后甚至在座位的安排上
[00:24:22,559 -> 00:24:24,799] 我们都会想的比较细
[00:24:24,799 -> 00:24:29,900] 说哎这几个同学啊这样的话配合或者聊天就能多聊一聊之类的
[00:24:29,900 -> 00:24:32,299] 对 所以我们尽量都会坐在一起的
[00:24:32,299 -> 00:24:33,599] 这个是团队氛围
[00:24:33,599 -> 00:24:34,500] 对对对
[00:24:34,500 -> 00:24:36,500] 你还有什么要讲的
[00:24:36,500 -> 00:24:38,700] 我觉得硬的和软的差不多就是这样
[00:24:38,700 -> 00:24:39,700] 我还有最后一个问题
[00:24:39,700 -> 00:24:40,700] 就是打鸡血
[00:24:40,700 -> 00:24:42,900] 你seems like很会打鸡血
[00:24:42,900 -> 00:24:45,319] 我觉得这个事情是这样的 就是
[00:24:47,880 -> 00:24:50,599] 如果一件事情的现状是6分
[00:24:51,359 -> 00:24:54,319] 然后呢 good case good scenario是8分
[00:24:54,319 -> 00:24:56,440] 然后best scenario是10分的话
[00:24:56,799 -> 00:24:59,599] 那我去吹一个10到12分的scenario
[00:24:59,599 -> 00:25:02,000] 其实大家都知道是挺假的 对吧
[00:25:02,200 -> 00:25:05,720] 那我不如跟大家实事求是的说我们当前就是6分
[00:25:05,720 -> 00:25:11,279] 我们在大家齐心协力下
[00:25:11,400 -> 00:25:16,119] 我们做到7分到7.5分是完全可以的
[00:25:16,119 -> 00:25:18,319] 我们是可以指望的
[00:25:18,319 -> 00:25:20,880] 做到8分可能是一个stretch go
[00:25:20,880 -> 00:25:23,960] 我们可能需要在某一些方向有一些额外的突破
[00:25:23,960 -> 00:25:27,000] 当然这些突破是有risk也有风险也有概率的
[00:25:27,000 -> 00:25:28,000] 对吧
[00:25:28,000 -> 00:25:32,000] 但是我们只要能做到7.5分到8分之间
[00:25:32,000 -> 00:25:35,000] 我们团队今年的表现就是足够好的
[00:25:35,000 -> 00:25:39,000] 那么大家的个人成长等等都是不错的
[00:25:39,000 -> 00:25:41,000] 给大家一个相对合理的预期
[00:25:41,000 -> 00:25:46,720] 我觉得这个挺重要 其次呢 是呃 我们一般不太会对
[00:25:47,759 -> 00:25:51,160] 就是表现不好的同学有公开的
[00:25:52,799 -> 00:25:58,000] 罚或者是公开的惩 我们会更希望是把
[00:25:59,319 -> 00:26:05,759] 比较好的头部的同学拎出来 给他额外的奖励和这个鼓掌掌声
[00:26:05,759 -> 00:26:10,079] 然后让他成为其他同学的这个
[00:26:10,079 -> 00:26:11,279] 小朋友的榜样
[00:26:11,279 -> 00:26:12,079] 对对对
[00:26:12,079 -> 00:26:13,960] 当然这件事情本身是有risk的
[00:26:13,960 -> 00:26:15,839] 比如说他骄傲自满了
[00:26:15,839 -> 00:26:18,880] 或者其他同学觉得他其实没有做的那么好
[00:26:18,880 -> 00:26:23,720] 他可能通过某种方式得到了自己不应得的东西等等的
[00:26:23,720 -> 00:26:24,680] 这是有风险的
[00:26:24,680 -> 00:26:28,559] 但是我们实操下来会感觉公开的去
[00:26:28,559 -> 00:26:33,000] 就是惩罚或者是说一些同学不好的道理
[00:26:33,000 -> 00:26:35,720] 对 是没有去公开捧一些同学来的好的
[00:26:35,720 -> 00:26:36,720] 大概是这样子
[00:26:37,000 -> 00:26:37,559] 好的
[00:26:37,559 -> 00:26:38,039] 嗯
[00:26:38,240 -> 00:26:39,319] 好
[00:26:39,319 -> 00:26:39,960] 好棒
[00:26:39,960 -> 00:26:40,279] 好
[00:26:40,279 -> 00:26:42,319] 感谢友超的透明分享
[00:26:42,319 -> 00:26:42,680] 好的
[00:26:42,680 -> 00:26:45,279] 我们这期这系列节目就到这里
[00:26:45,279 -> 00:26:47,359] 到时候有机会去北京采访友超
[00:26:47,359 -> 00:26:48,400] 或者友超再来深圳的话
[00:26:48,400 -> 00:26:49,799] 我们还有很多其他的topics
[00:26:49,799 -> 00:26:50,599] 好的
[00:26:50,599 -> 00:26:51,279] 谢谢
[00:26:51,279 -> 00:26:51,680] 谢谢
[00:26:51,680 -> 00:26:52,240] 拜拜
