[00:00:00,000 -> 00:00:01,919] 大家想互相說服
[00:14:40,980 -> 00:14:44,879] 那我们再问一下你这个技能方面吧
[00:14:44,879 -> 00:14:47,600] 你刚提到了你学的是计算机数学
[00:14:47,600 -> 00:14:49,799] 然后你要去学了这个game design
[00:14:49,799 -> 00:14:51,899] 然后你的朋友们都在做后台引擎
[00:14:51,899 -> 00:14:53,399] 结果你自己是做游戏策划
[00:14:53,399 -> 00:14:55,799] 听起来这个策划呢是一个动脑
[00:14:55,799 -> 00:14:58,899] 大于写代码的一个职业对吧
[00:14:58,899 -> 00:15:00,600] 是的
[00:15:00,600 -> 00:15:05,000] 但是其实现在对于策划的代码要求
[00:15:05,000 -> 00:15:06,159] 其实是越来越高的
[00:15:06,159 -> 00:15:09,080] 或者是说我不知道其他行业是不是
[00:15:09,080 -> 00:15:10,720] 或者看整个你们行业
[00:15:10,720 -> 00:15:11,559] 都有都有
[00:15:11,559 -> 00:15:14,799] 但是比如说你们招的人主要招的是什么样的人
[00:15:15,120 -> 00:15:17,399] 就是一个注定而策划招的一般是什么样的
[00:15:17,399 -> 00:15:20,519] 应届生招的什么专业的比较多
[00:15:20,559 -> 00:15:21,799] 我只能说我的理解
[00:15:21,840 -> 00:15:24,480] 我的观点不代表面试官的观点
[00:15:24,480 -> 00:15:26,159] 就自己的个人经验嘛
[00:15:26,159 -> 00:15:29,399] 然后会招特别爱玩游戏的
[00:15:29,399 -> 00:15:31,519] 就是如果你的游戏经验非常的丰富
[00:15:31,519 -> 00:15:33,360] 这个是肯定是很加分的
[00:15:33,360 -> 00:15:36,759] 因为其实人没有没有办法一开始就看出来
[00:15:36,759 -> 00:15:38,399] 你这个人设计游戏的水平怎么样
[00:15:38,399 -> 00:15:40,679] 如果玩的越多经验肯定是越丰富
[00:15:40,679 -> 00:15:44,320] 第二个是我刚刚说的对游戏有批判性思维
[00:15:44,320 -> 00:15:47,000] 以及可以提出相应的修改意见的人
[00:15:47,000 -> 00:15:53,000] 这个可能也是至少是我之前面试过程中经常会被cue到的各种问题
[00:15:53,000 -> 00:15:55,000] 就是他会说你觉得这个游戏有什么问题
[00:15:55,000 -> 00:15:57,000] 这个应该怎么去改
[00:15:57,000 -> 00:16:00,000] 然后他会通过这个去看你的思路
[00:16:00,000 -> 00:16:03,000] 然后第三个就是各种专业学科
[00:16:03,000 -> 00:16:05,440] 其实代码能力应该是比较看重的
[00:16:05,440 -> 00:16:07,519] 他们都或多或少有相关的代码经验
[00:16:07,519 -> 00:16:09,919] 其实现在来说比较多的专业都有这种经验
[00:16:09,919 -> 00:16:11,639] 我之前认识的一些学物理的同学
[00:16:11,639 -> 00:16:14,200] 他们甚至都会做很多代码编程
[00:16:14,200 -> 00:16:16,559] 或者说学应用数学的也会做很多
[00:16:16,559 -> 00:16:20,600] 然后还有一部分比较少的文科也有
[00:16:20,600 -> 00:16:22,840] 就是有学电影的
[00:16:22,840 -> 00:16:23,919] 有学建筑的
[00:16:23,919 -> 00:16:25,120] 有学传媒的
[00:16:25,120 -> 00:16:26,679] 就是我认识的
[00:16:26,679 -> 00:16:28,519] 也有这样的人进入了游戏行业
[00:16:28,519 -> 00:16:31,240] 而且他们都比较能够发挥自己的特长
[00:16:31,240 -> 00:16:33,799] 其实游戏设计是一门很杂的学问
[00:16:33,799 -> 00:16:35,240] 对对对是一个很杂的学问
[00:16:35,240 -> 00:16:38,000] 所以说其实是欢迎很很杂的背景
[00:16:38,279 -> 00:16:38,559] 对吧
[00:16:38,559 -> 00:16:40,120] 就是是各方面只要你做的好
[00:16:40,120 -> 00:16:42,159] 都有一些发挥的余地的
[00:16:42,159 -> 00:16:43,360] 好的
[00:16:43,399 -> 00:16:46,000] 这个问题我觉得就是关于这个
[00:16:46,000 -> 00:16:48,000] 你的具体工作我们先了解到这儿
[00:16:48,000 -> 00:16:50,000] 然后应届生可能很关心的一些东西
[00:16:50,000 -> 00:16:51,000] 是自我认真的东西
[00:16:51,000 -> 00:16:52,000] 就是你也提到了
[00:16:52,000 -> 00:16:56,000] 你在本科和这个读书的时候都蛮迷失的
[00:16:56,000 -> 00:16:58,000] 这个是大家的常态
[00:16:58,000 -> 00:17:01,000] 然后这个迷失过程中也会带来一些焦虑
[00:17:01,000 -> 00:17:03,000] 你自己我们也聊过嘛
[00:17:03,000 -> 00:17:05,640] 就是你觉得你来大厂
[00:17:05,680 -> 00:17:08,319] 拿到一份比较满意的工作也是运气居多
[00:17:08,359 -> 00:17:08,759] 对吧
[00:17:08,759 -> 00:17:10,599] 但是我们抛弃运气这些东西
[00:17:10,640 -> 00:17:12,640] 你觉得有什么大概的话吧
[00:17:12,640 -> 00:17:14,759] 或者想说的东西想跟你
[00:17:14,799 -> 00:17:15,960] 大一大二的时候
[00:17:15,960 -> 00:17:16,960] 或者甚至高中的时候
[00:17:16,960 -> 00:17:17,839] 那个时候说一下
[00:17:17,839 -> 00:17:19,440] 太悬了
[00:17:19,440 -> 00:17:19,960] 对吧
[00:17:20,000 -> 00:17:21,680] 我是觉得有一点悬
[00:17:21,680 -> 00:17:24,759] 就是说了也听不懂
[00:17:25,279 -> 00:17:25,960] 应该是这样吧
[00:17:25,960 -> 00:17:29,359] 就我理解这个问题是当时的我
[00:17:29,359 -> 00:17:33,440] 有什么东西是在我之后这种慢慢寻找的过程中去发现的
[00:17:33,440 -> 00:17:34,200] 这样这样这样
[00:17:34,200 -> 00:17:35,119] 对对对
[00:17:35,119 -> 00:17:35,440] OK
[00:17:35,440 -> 00:17:40,079] 就是其实在我参加工作之后的这么一段时间里
[00:17:40,079 -> 00:17:45,940] 觉得比较大的变化是其实之前不是很在意怎么说呢
[00:17:45,940 -> 00:17:46,740] 人际交往
[00:17:46,740 -> 00:17:49,099] 对交流能力
[00:17:49,099 -> 00:17:52,700] 交流能力其实是策划非常重要的一个模块
[00:17:52,700 -> 00:17:55,940] 就是你每天都会和很多不同的人去说话
[00:17:55,940 -> 00:18:00,339] 然后另外策划需要是一个比较有主见的人
[00:18:00,339 -> 00:18:04,039] 就是你需要提出就是你觉得哪里不好
[00:18:04,039 -> 00:18:07,839] 而且你要很坚决的去想为什么哪里不好
[00:18:07,839 -> 00:18:09,279] 然后以及怎么去修改
[00:18:09,279 -> 00:18:10,480] 当你想完这一套之后
[00:18:10,480 -> 00:18:12,319] 你就会对这个观点非常的认可
[00:18:12,319 -> 00:18:14,160] 就是你自己应该很坚持
[00:18:14,160 -> 00:18:15,200] 但是另外一方面
[00:18:15,200 -> 00:18:17,839] 你作为一个团队中的一员
[00:18:17,839 -> 00:18:19,680] 或者说你是个螺丝钉的话
[00:18:19,680 -> 00:18:22,400] 你需要很多时候调整自己的思路
[00:18:22,400 -> 00:18:26,720] 比如说当你的思维和别的别人的设计是有冲突的时候
[00:18:26,720 -> 00:18:28,480] 你是要去做这种妥协的
[00:18:28,480 -> 00:18:31,960] 所以或者说就是要能听懂别人在说什么
[00:18:31,960 -> 00:18:32,200] 是吧
[00:18:32,200 -> 00:18:33,880] 大家可能都有自己对的一部分
[00:18:33,880 -> 00:18:35,440] 但是大家可能都看不到全貌
[00:18:35,440 -> 00:18:37,720] 你一方面要听懂别人在说什么
[00:18:37,720 -> 00:18:40,400] 一方面能在综合了所有信息以后
[00:18:40,400 -> 00:18:42,519] 还是坚持对的事情
[00:18:42,519 -> 00:18:43,240] 是的
[00:18:43,240 -> 00:18:43,799] 就是
[00:18:43,799 -> 00:18:44,960] 而且能说服别人
[00:18:44,960 -> 00:18:46,799] 好的还是坚持对的事情是的就是而且能说服别人好的
[00:18:46,799 -> 00:18:48,599] 就是主要是
[00:18:48,599 -> 00:18:50,799] 其实我觉得坚持是一方面
[00:18:50,799 -> 00:18:52,200] 就是你要坚持自己的观点
[00:18:52,200 -> 00:18:54,599] 然后但是这个坚持到达什么层
[00:18:54,599 -> 00:18:55,799] 稍稍有一个不同
[00:18:55,799 -> 00:18:56,799] 就是不是坚持
[00:18:56,799 -> 00:18:59,599] 就是在我的经验里面不是坚持我的观点
[00:18:59,599 -> 00:19:00,599] 而是坚持对的观点
[00:19:00,599 -> 00:19:01,599] 这个对的观点
[00:19:01,599 -> 00:19:03,000] 有的时候可能是来自于别人
[00:19:03,000 -> 00:19:06,559] 但是只要我发现他的观点其实是更正确的话
[00:19:06,559 -> 00:19:08,420] 我就会帮他坚持他的观点
[00:19:08,420 -> 00:19:10,579] 这话确实是
[00:19:10,579 -> 00:19:13,380] 应该是像您这样说会比较正确一点
[00:19:13,380 -> 00:19:17,259] 但是不是这个是一个我之前经常会犯的错误
[00:19:17,259 -> 00:19:19,539] 和我现在也能看到大家会犯的错误
[00:19:19,539 -> 00:19:21,839] 就是他们会很在意这个观点是谁提出来的
[00:19:21,839 -> 00:19:24,019] 但是其实这个观点是谁提出来的
[00:19:24,019 -> 00:19:26,119] 你真的过了一段时间完全不重要
[00:19:26,160 -> 00:19:29,039] 但是那个观点正确与否是重要的
[00:19:29,079 -> 00:19:31,799] 确实是就是如果自己
[00:19:31,839 -> 00:19:33,319] 当然就是慢慢工作
[00:19:33,319 -> 00:19:34,799] 或者说你看了很多游戏
[00:19:34,799 -> 00:19:36,359] 你看了很多书了之后
[00:19:36,359 -> 00:19:38,119] 你会有一套自己的
[00:19:38,119 -> 00:19:39,640] 对自己的棱角也很重要
[00:19:39,640 -> 00:19:41,039] 自己的评价的体系
[00:19:41,039 -> 00:19:42,799] 就是用那套评价体系
[00:19:42,799 -> 00:19:45,039] 最后去套那个是否是对的
[00:19:45,039 -> 00:19:46,160] 其实是比较重要的
[00:19:46,160 -> 00:19:47,599] 对应该有自己的棱角
[00:19:47,599 -> 00:19:50,640] 然后但是在这个团队的过程中
[00:19:50,640 -> 00:19:51,680] 其实也是磨合嘛
[00:19:51,680 -> 00:19:54,880] 就是要不断的通过外面吸收的知识
[00:19:54,880 -> 00:19:56,640] 再把自己的这套框架给完善掉
[00:19:56,640 -> 00:19:59,680] 这个可能是就是修内一个比较重要的过程
[00:19:59,680 -> 00:20:01,440] 但我说这个就太玄了
[00:20:01,440 -> 00:20:09,359] 反正我希望的就是如果当时我能够更加的去注重
[00:20:09,359 -> 00:20:11,680] 就是说及时的输出自己的观点
[00:20:11,680 -> 00:20:14,960] 但同时需要保持一个比较合适的度去接受别人的意见
[00:20:14,960 -> 00:20:18,079] 然后让自己修饰自己的一个框架
[00:20:18,079 -> 00:20:19,119] 让自己更完美的话
[00:20:19,119 -> 00:20:21,039] 其实会是一个比较好的过程
[00:20:21,039 -> 00:20:22,640] 但是这个可能说太玄了
[00:20:22,640 -> 00:20:23,920] 如果你觉得不太合适
[00:20:23,920 -> 00:20:24,640] 你可以cut掉
[00:20:24,640 -> 00:20:25,519] 我觉得说的很好
[00:20:25,720 -> 00:20:27,960] 就是或者说我稍稍总结一下
[00:20:27,960 -> 00:20:30,480] 为什么是一个学生到工作时候
[00:20:30,480 -> 00:20:31,720] 很多人会经历转变
[00:20:31,720 -> 00:20:33,519] 因为我们自己在学习的时候
[00:20:33,519 -> 00:20:34,640] 是有一个正确答案的
[00:20:34,640 -> 00:20:34,920] 对吧
[00:20:34,920 -> 00:20:36,880] 你考试的时候是有一个完美答案
[00:20:36,920 -> 00:20:38,119] 你只要把这个东西搞懂
[00:20:38,119 -> 00:20:38,720] 你就可以了
[00:20:38,720 -> 00:20:39,839] 你不需要跟别人沟通
[00:20:39,839 -> 00:20:40,119] 对
[00:20:40,160 -> 00:20:41,680] 然后你所谓的group project
[00:20:41,680 -> 00:20:44,039] 其实是大家一起朝着正确答案来
[00:20:44,039 -> 00:20:44,880] 你是对的话
[00:20:44,880 -> 00:20:45,960] 你肯定知道自己是對的
[00:20:45,960 -> 00:20:47,519] 因為有一個客觀標準在
[00:20:47,519 -> 00:20:50,200] 但是在現實工作中沒有那個完美答案
[00:20:50,200 -> 00:20:54,000] 所以說這個時候大家想互相說服
[00:20:54,000 -> 00:20:56,880] 你要想把你的這個可能幾百個小時
[00:20:56,880 -> 00:20:58,519] 積累下來的這個認知
[00:20:58,519 -> 00:21:01,039] 去跟別人在幾分鐘之內講清楚
[00:21:01,039 -> 00:21:02,519] 是很難很難的一件事情
[00:21:02,519 -> 00:21:05,660] 所以說這個溝通的不效率是很高的
[00:21:05,660 -> 00:21:09,299] 那这个时候沟通的能力就变得非常重要了
[00:21:09,660 -> 00:21:11,339] 确实就是
[00:21:11,339 -> 00:21:13,839] 但很多时候其实怎么说结合实际来说
[00:21:13,839 -> 00:21:16,339] 我觉得坚持自己的观点也有一定的价值
[00:21:16,339 -> 00:21:18,500] 至少在和别人冲突的时候
[00:21:18,500 -> 00:21:21,660] 你应该再往那个地方去深想一层到两层
[00:21:21,660 -> 00:21:25,279] 因为那个问题如果你作为一个设计者
[00:21:25,279 -> 00:21:26,319] 你把它提了出来
[00:21:26,319 -> 00:21:29,200] 那说明你可能已经想了十多个小时
[00:21:29,200 -> 00:21:29,599] 对对对
[00:21:29,599 -> 00:21:30,160] 几百个小时
[00:21:30,160 -> 00:21:30,640] 对对对
[00:21:30,640 -> 00:21:32,640] 就不是说几分钟的交流
[00:21:32,640 -> 00:21:33,559] 然后别人不同意
[00:21:33,559 -> 00:21:34,640] 我就去妥协别人
[00:21:34,640 -> 00:21:37,720] 而是我要尽可能的去理解他为什么不同意我
[00:21:37,720 -> 00:21:38,599] 他想的是对的
[00:21:38,599 -> 00:21:39,559] 还是我想的是对的
[00:21:39,559 -> 00:21:39,960] 对吧
[00:21:39,960 -> 00:21:41,559] 是不是他有我没想到的
[00:21:41,559 -> 00:21:42,519] 如果是有的话
[00:21:42,519 -> 00:21:44,240] 那我可能要去这个对吧
[00:21:44,240 -> 00:21:46,519] 去如果是我想到了
[00:21:46,519 -> 00:21:47,240] 他想到所有东西
[00:21:47,240 -> 00:21:48,400] 且我不认为他对的话
[00:21:48,400 -> 00:21:49,359] 我要坚持我的东西
[00:21:50,640 -> 00:21:51,799] 是这样的
[00:21:51,819 -> 00:21:52,440] 好的
[00:21:52,440 -> 00:21:55,079] 那我们今天就先聊到这里
[00:21:55,099 -> 00:21:56,400] 感谢浩宇
[00:21:56,400 -> 00:21:57,079] 没有 谢谢
[00:21:57,079 -> 00:21:59,400] 谢谢给了我这个机会
[00:21:59,420 -> 00:22:00,920] 希望对大家有帮助
[00:22:00,920 -> 00:22:01,480] 谢谢大家
[00:22:01,480 -> 00:22:02,240] 我们下期再见
