[00:00:00,000 -> 00:00:01,240] 大家好
[00:14:44,000 -> 00:14:45,840] 他們都是要不就是
[00:14:45,840 -> 00:14:48,039] 微股的這樣的一個技術背景
[00:14:48,039 -> 00:14:50,080] 要不是華爾街的
[00:14:50,080 -> 00:14:51,639] 這個finance金融背景
[00:14:51,639 -> 00:14:53,000] 要不是marketing背景
[00:14:53,000 -> 00:14:54,159] NBA背景
[00:14:54,159 -> 00:14:56,720] 很少是真的是做產品出身
[00:14:56,720 -> 00:14:57,879] 就是比較少數是有
[00:14:57,879 -> 00:14:59,960] 這真正的產品設計師這方面的
[00:14:59,960 -> 00:15:02,440] 所以這是我覺得美國的D2C的
[00:15:02,440 -> 00:15:04,840] 近年來的一個通病
[00:15:04,840 -> 00:15:09,279] 就是他們確實在產品方面沒有太多的了解
[00:15:09,279 -> 00:15:12,440] 然後再加上它對供應鏈的距離
[00:15:12,440 -> 00:15:14,919] 它離中國的工廠的距離
[00:15:14,919 -> 00:15:18,480] 以至於就是它產品本身它其實迭代的相對較慢
[00:15:18,480 -> 00:15:21,519] 所以就造成了這些有幾個失敗的例子
[00:15:21,519 -> 00:15:23,960] 我覺得完全是講回到你剛剛說這點
[00:15:23,960 -> 00:15:26,320] 就是產品本身的質量和它的
[00:15:26,320 -> 00:15:27,519] 它的好不好的問題
[00:15:27,519 -> 00:15:29,799] 我這稍稍有一個follow up question
[00:15:29,799 -> 00:15:34,039] 就是你剛剛說中國的這些品牌做得還不錯
[00:15:34,039 -> 00:15:35,840] 理解因為它離供應鏈比較近
[00:15:35,840 -> 00:15:37,440] 然後這些人就是在工廠裡面
[00:15:37,440 -> 00:15:39,559] 就是他知道工廠是怎麼運作的
[00:15:39,559 -> 00:15:41,360] 但是美國在這個
[00:15:41,360 -> 00:15:42,919] 他應該也有一些這樣的人才吧
[00:15:42,919 -> 00:15:44,840] 比如說你的合夥人這個
[00:15:44,840 -> 00:15:45,000] 他在Postman Bar是吧就是在這種公司裡面他應該也有一些這樣的人才吧比如說你的合夥人這個
[00:15:45,000 -> 00:15:46,600] 他在Poker Bar是吧
[00:15:46,600 -> 00:15:48,080] 就是在這種公司裡面
[00:15:48,080 -> 00:15:50,320] 應該有很多人他們是負責設計產品
[00:15:50,320 -> 00:15:52,279] 或者說是天天接觸產品的
[00:15:52,279 -> 00:15:54,000] 這些人也應該對產品有感覺
[00:15:54,000 -> 00:15:55,679] 也知道一些國內的渠道
[00:15:55,679 -> 00:15:58,840] 為什麼這些人沒有再出現在這個舞台上呢
[00:15:58,840 -> 00:16:00,639] 為什麼沒有出現這是一個很
[00:16:00,639 -> 00:16:03,360] 我也是一個很詫異的這樣一個
[00:16:03,360 -> 00:16:06,840] 可能是因為D2C在美國還是屬於一個矽谷的遊戲
[00:16:06,840 -> 00:16:08,000] 它還是一個D2C
[00:16:08,000 -> 00:16:11,519] 就是這個吸引的更多的是這個科技界的人才
[00:16:11,519 -> 00:16:13,519] 他覺得這是一個這種
[00:16:13,519 -> 00:16:17,200] 就是可以通過互聯網模式去高速增長
[00:16:17,200 -> 00:16:18,639] 那這個到底對不對
[00:16:18,639 -> 00:16:20,960] 那這個其實大家現在看到的負面例子
[00:16:20,960 -> 00:16:22,879] 比證明例子其實要多很多
[00:16:22,879 -> 00:16:23,440] 對不對
[00:16:23,440 -> 00:16:25,120] 所以接下來是不是有這樣的成功案例
[00:16:25,120 -> 00:16:26,840] 像Wallet Parker是不是能成功上市
[00:16:26,840 -> 00:16:28,679] 然後之前當時甚至Harris
[00:16:28,679 -> 00:16:30,320] 是我們比較看好的
[00:16:30,320 -> 00:16:31,440] 然後做的也不錯的
[00:16:31,440 -> 00:16:32,480] 包括他們的合夥人
[00:16:32,480 -> 00:16:35,519] 他們的創始人也是我們投資人之一
[00:16:35,519 -> 00:16:38,559] 那麼這些公司它到底以後能不能做起來
[00:16:38,559 -> 00:16:41,039] 那這是其實可以會影響一大幫
[00:16:41,039 -> 00:16:42,279] 我剛剛舉的這些負面例子
[00:16:42,279 -> 00:16:44,759] 可能更多的是這個
[00:16:44,759 -> 00:16:46,000] 就是我想襯托的就是我们公司
[00:16:46,000 -> 00:16:49,000] 其实我从一开始就是跟Terry我的合伙人
[00:16:49,000 -> 00:16:55,000] 是这个看中了他的这个产品的这个背景
[00:16:55,000 -> 00:16:59,000] 他是从多德岛设计学院毕业之后去IDEO
[00:16:59,000 -> 00:17:04,000] 是应该是世界数一数二的这样一个工业设计这个工作室出身
[00:17:04,000 -> 00:17:05,599] 然后后面呢
[00:17:05,960 -> 00:17:08,319] 有很多的產品設計經驗
[00:17:08,319 -> 00:17:09,279] 最後在 Pottery Barn
[00:17:09,279 -> 00:17:11,359] 也就是美國第二大的傢俱品牌
[00:17:11,359 -> 00:17:15,079] 當了他們的產品設計總監
[00:17:15,079 -> 00:17:16,680] Pet Furniture Designer
[00:17:17,000 -> 00:17:19,559] 那麼這樣的人才
[00:17:19,559 -> 00:17:22,720] 他其實後來還在Casper做了一段時間
[00:17:22,720 -> 00:17:23,799] VP of Product Management
[00:17:23,799 -> 00:17:25,200] 也是幫他們去擴平的
[00:17:26,839 -> 00:17:28,079] 這樣的人才其實
[00:17:28,680 -> 00:17:31,119] 應該是有更多的出來去做DVC的話
[00:17:31,119 -> 00:17:34,160] 我覺得在美國這邊肯定是有一個優勢
[00:17:34,160 -> 00:17:35,400] 對我們來說絕對是個優勢
[00:17:35,400 -> 00:17:38,759] 因為我其實說白了對家具是一竅不通
[00:17:38,960 -> 00:17:41,480] 我在做你剛剛提到16年我做Wayfair Amazon
[00:17:41,480 -> 00:17:43,680] 但那之前我其實學的是Computer Engineering
[00:17:43,920 -> 00:17:46,079] 然後我之前做的公司其實是一個
[00:17:46,079 -> 00:17:47,079] SaaS的公司
[00:17:47,079 -> 00:17:48,480] 做的完全是企業級服務
[00:17:48,480 -> 00:17:49,920] 跟消費者都不搭槓
[00:17:49,920 -> 00:17:51,960] 然後也跟家具更不搭槓
[00:17:51,960 -> 00:17:54,279] 我們的客戶是Google是Facebook
[00:17:54,279 -> 00:17:56,559] 然後我做的都是BD的東西
[00:17:56,559 -> 00:17:57,559] 都是軟件的東西
[00:17:57,559 -> 00:17:59,319] 所以我其實本身對家具
[00:17:59,319 -> 00:18:00,559] 不是有那麼大的理解
[00:18:00,559 -> 00:18:02,759] 但是因為有我的合夥人在
[00:18:02,759 -> 00:18:04,960] 他對一些細節上的追求
[00:18:04,960 -> 00:18:06,000] 在整個產品設計上面的
[00:18:06,000 -> 00:18:08,000] 不管是在外觀還是在它功能性
[00:18:08,000 -> 00:18:10,000] 還是在它材料上面的一些創新
[00:18:10,000 -> 00:18:12,000] 特別是戶外傢俱這個東西
[00:18:12,000 -> 00:18:15,000] 其實有異於普通的傢俱公司
[00:18:15,000 -> 00:18:17,000] 是因為戶外傢俱能用的材料
[00:18:17,000 -> 00:18:19,000] 它其實非常有限的
[00:18:19,000 -> 00:18:20,000] 因為我們控制不了
[00:18:20,000 -> 00:18:22,000] 這個客戶能把它放在什麼地方
[00:18:22,000 -> 00:18:23,000] 對不對
[00:18:23,000 -> 00:18:24,000] 你可以放在紐約
[00:18:24,000 -> 00:18:25,460] 可以放在洛杉磯可以放在什麼地方對不對你可以放在紐約
[00:18:25,460 -> 00:18:26,460] 可以放在洛杉磯
[00:18:26,460 -> 00:18:27,339] 可以放在邁阿密
[00:18:27,339 -> 00:18:30,099] 我剛才已經說了四個完全不一樣氣候的地方
[00:18:30,099 -> 00:18:30,440] 對不對
[00:18:30,440 -> 00:18:31,400] 有潮濕度
[00:18:31,400 -> 00:18:31,940] 有溫度
[00:18:31,940 -> 00:18:35,039] 有日照的這些長度等等等等
[00:18:35,039 -> 00:18:38,380] 所以用的材料的這個要求是非常高的
[00:18:38,380 -> 00:18:42,079] 但是你又不能用那種普通的木材或者是棉花
[00:18:42,079 -> 00:18:45,559] 這些就是傳統的傢俱行業用的這些東西那怎麼辦
[00:18:45,559 -> 00:18:46,720] 所以這方面的話
[00:18:46,720 -> 00:18:48,559] 我們其實第一年
[00:18:48,559 -> 00:18:51,519] 我們反而是花了14個月的時間
[00:18:51,519 -> 00:18:52,680] 去打磨這個產品
[00:18:52,680 -> 00:18:55,200] 甚至說當時我們對這個戶外布料
[00:18:55,200 -> 00:18:56,640] 有一個特別製作的要求
[00:18:56,640 -> 00:18:58,400] 就是說一它要耐勞
[00:18:58,400 -> 00:18:58,839] 對不對
[00:18:58,839 -> 00:18:59,759] 是因為它是戶外
[00:18:59,920 -> 00:19:02,680] 它不能很容易被褪色或者是分解
[00:19:02,680 -> 00:19:04,359] 或者是破掉
[00:19:04,359 -> 00:19:05,200] 二它必須得防水那這肯定了因為在戶外的話它下雨露珠等等它不能很容易被褪色或者是分解或者是破掉
[00:19:06,359 -> 00:19:07,119] 二它必須得防水那這肯定了
[00:19:07,119 -> 00:19:08,359] 因為在戶外的話
[00:19:08,359 -> 00:19:09,000] 它下雨啊
[00:19:09,000 -> 00:19:09,880] 露珠啊等等
[00:19:09,880 -> 00:19:13,160] 這個都是會讓它受潮的
[00:19:13,519 -> 00:19:15,000] 那這個
[00:19:15,000 -> 00:19:17,079] 但是更重要的是它的柔軟性
[00:19:17,640 -> 00:19:20,200] 你當然用一個塑料布或者是像雨衣這樣的材料
[00:19:20,200 -> 00:19:21,079] 如果做布料的話
[00:19:21,079 -> 00:19:22,200] 那肯定是防水
[00:19:22,440 -> 00:19:23,359] 肯定是耐勞
[00:19:23,359 -> 00:19:26,880] 但是你會想做到雨衣上這樣的一個布料上面
[00:19:26,880 -> 00:19:27,559] 不可能
[00:19:27,559 -> 00:19:31,000] 這個感覺就不像一個沙發家具了
[00:19:31,000 -> 00:19:32,839] 那又要做耐勞又要做舒適
[00:19:32,839 -> 00:19:34,599] 那第三個點是最難的
[00:19:34,599 -> 00:19:35,559] 就是說OK
[00:19:35,559 -> 00:19:38,319] 那我既然要用這種人工合成的材料
[00:19:38,319 -> 00:19:39,960] 去做到耐勞和舒適
[00:19:39,960 -> 00:19:41,240] 本來就是一個很大的挑戰
[00:19:41,240 -> 00:19:42,279] 那我再加上第三點就是
[00:19:42,279 -> 00:19:44,799] 我一定要做到百分之百可回收
[00:19:45,319 -> 00:19:49,240] 這一點是我們在市面上沒有任何其他一家
[00:19:49,240 -> 00:19:51,039] 戶外布料公司能適合我們的
[00:19:51,039 -> 00:19:54,799] 所以從剛開始的話我們是花了14個月的時間光做布料
[00:19:55,160 -> 00:20:01,119] 就研發從這個源頭就是它的紗線的這個字母粒
[00:20:01,119 -> 00:20:05,000] 然後再去做這種的紗線的製作做紡織然後做等等的
[00:20:05,000 -> 00:20:08,000] 這個步驟還有做這個塗層後處理等等
[00:20:08,000 -> 00:20:10,000] 這個步驟花了我們14個月的時間
[00:20:10,000 -> 00:20:13,000] 有多少B2C公司他會去做這個事情
[00:20:13,000 -> 00:20:15,000] 所以這個其實是一個我們的一個特點
[00:20:15,000 -> 00:20:17,000] 這是在國內去做研發
[00:20:17,000 -> 00:20:18,000] 還是在美國做的
[00:20:18,000 -> 00:20:19,000] 在國內
[00:20:19,000 -> 00:20:21,000] 就是我跟Terry然後飛回到中國
[00:20:21,000 -> 00:20:23,000] 走了十幾家工廠
[00:20:23,000 -> 00:20:26,759] 然後去做了大概100百多個實驗
[00:20:26,759 -> 00:20:28,000] 去購出來的
[00:20:28,000 -> 00:20:29,480] 我覺得這可能也就是
[00:20:29,480 -> 00:20:32,880] 我們現在看到這個現象的一個原因之一吧
[00:20:32,880 -> 00:20:33,880] 因為在我看來
[00:20:33,880 -> 00:20:36,920] 其實你想做好一個產品
[00:20:36,920 -> 00:20:38,359] 或者說做好一個business
[00:20:38,359 -> 00:20:40,680] 你有兩個能力之中的一個
[00:20:40,680 -> 00:20:41,640] 你其實都可以做好
[00:20:41,640 -> 00:20:43,640] 就是一個是你有做產品的能力
[00:20:43,640 -> 00:20:45,799] 一個是你有做growth的能力你如果真的有做一個是你有做產品的能力一個是你有做Growth的能力
[00:20:45,799 -> 00:20:47,599] 你如果真的有做Growth
[00:20:47,599 -> 00:20:49,640] 或者說做流量的能力的話
[00:20:49,640 -> 00:20:51,440] 其實你賣的產品是什麼無所謂
[00:20:51,440 -> 00:20:52,440] 你反正賣一次
[00:20:52,440 -> 00:20:55,039] 然後你只要把它用一個溢價賣出去的話
[00:20:55,039 -> 00:20:57,039] 你能把這個銷量變成一個Transaction
[00:20:57,039 -> 00:20:59,640] 那你賣啥其實都行
[00:20:59,640 -> 00:21:00,960] 但是做產品就是說
[00:21:00,960 -> 00:21:03,839] 你這個公司你會有口碑
[00:21:03,839 -> 00:21:05,519] 你慢慢你的轉化率會非常高
[00:21:05,519 -> 00:21:06,920] 你的複購率會非常好
[00:21:06,920 -> 00:21:08,799] 然後你慢慢也是可以做成
[00:21:08,799 -> 00:21:11,319] 那我聽起來就是你其實在一開始
[00:21:11,319 -> 00:21:13,839] 花了很多時間把這個產品做出來
[00:21:13,839 -> 00:21:16,279] 把這個產品做出來一個就是
[00:21:16,279 -> 00:21:17,759] 不是比你的競品好一點
[00:21:17,759 -> 00:21:21,480] 而是就是有很多地方完全不一樣的東西
[00:21:21,480 -> 00:21:23,279] 所以說你給這個公司
[00:21:23,279 -> 00:21:25,000] 設置一個非常好的基礎是這樣子的
[00:21:26,000 -> 00:21:29,000] 對,我覺得這個其實說到底就是一個
[00:21:29,000 -> 00:21:31,000] 叫所謂的客戶中心設計
[00:21:31,000 -> 00:21:34,000] 就是你設計這個東西,它為什麼值得存在
[00:21:34,000 -> 00:21:37,000] 它為什麼可以抓住客戶的眼球
[00:21:37,000 -> 00:21:39,000] 它為什麼用了你的產品之後會推薦給別人
[00:21:39,000 -> 00:21:44,000] 那無非就是回到了這個解決問題的這麼一個點
[00:21:44,000 -> 00:21:45,759] 對不對?我想問的是你在那個14個月裡邊你和你的合夥人焦慮嗎?那無非就是回到了這個解決問題的這麼一個點對不對我學工程
[00:21:45,759 -> 00:21:48,440] 我想問的是你在那個14個月裡邊
[00:21:48,440 -> 00:21:49,640] 你和你的合夥人焦慮嗎
[00:21:49,640 -> 00:21:51,400] 就是花了14個月設計產品
[00:21:52,279 -> 00:21:53,480] 焦慮啊當然焦慮
[00:21:53,480 -> 00:21:55,400] 因為這個東西怎麼說呢
[00:21:55,400 -> 00:21:57,640] 因為我們我之前是做互聯網公司的
[00:21:57,640 -> 00:22:00,119] 那其實就算做一個互聯網公司
[00:22:00,119 -> 00:22:02,359] 有的時候14個月的產品打磨也算是久的
[00:22:02,359 -> 00:22:03,559] 何況是這樣的一個
[00:22:03,559 -> 00:22:04,759] 對對
[00:22:04,759 -> 00:22:07,680] 何況是這樣的一個實月的產品打磨也算是久的何況是這樣的一個對何況是這樣的一個實際的產品
[00:22:07,680 -> 00:22:10,319] 但是我覺得當時的投入是值得的
[00:22:10,319 -> 00:22:13,720] 因為我們做出來的這個布料確實非常的好
[00:22:13,720 -> 00:22:16,839] 然後但還有一個很重要的一個點是在功能性上面
[00:22:16,839 -> 00:22:18,599] 我們當時很早就發現
[00:22:18,599 -> 00:22:20,480] 我當時在做亞馬遜的時候就發現就是說
[00:22:21,039 -> 00:22:22,799] 它的裡面那個評價裡面
[00:22:22,799 -> 00:22:24,440] 就之前做out之前
[00:22:24,440 -> 00:22:27,480] 賣這種平平無奇的這種戶外傢俱的時候
[00:22:27,480 -> 00:22:30,519] 無非就是三星二星的評價都是那麼幾個點
[00:22:30,519 -> 00:22:33,880] 就是說戶外傢俱它這個坐墊很難打理
[00:22:33,880 -> 00:22:34,799] 經常容易濕
[00:22:34,799 -> 00:22:35,880] 經常容易髒
[00:22:35,880 -> 00:22:38,839] 然後不用的時候我還拿雨罩給蓋住
[00:22:38,839 -> 00:22:39,599] 很麻煩
[00:22:39,599 -> 00:22:41,440] 以至於我就不用這個傢俱了
[00:22:41,440 -> 00:22:44,559] 而且不舒服等等等等一大堆的對不對
[00:22:44,559 -> 00:22:47,160] 其實這些keywords就產生了一個機會
[00:22:47,160 -> 00:22:47,680] 就是說OK
[00:22:47,680 -> 00:22:51,559] 那其實這些東西都是可以通過設計和創新去解決的呀
[00:22:51,559 -> 00:22:52,880] 為什麼不呢
[00:22:52,880 -> 00:22:56,720] 所以我覺得可能對於Terry來說
[00:22:56,720 -> 00:22:58,319] 就是我看了以後當時就哇
[00:22:58,319 -> 00:23:00,200] 為什麼其他傢俱上沒有這個東西
[00:23:00,200 -> 00:23:03,319] 就是很多歷史上的發明其實都是這樣子的
[00:23:03,319 -> 00:23:04,519] 就比如說慣性是吧
[00:23:04,519 -> 00:23:06,000] 就是當你意識到了這件事情以後
[00:23:06,000 -> 00:23:07,200] 會發現這個東西make sense
[00:23:07,200 -> 00:23:08,799] 這個東西就應該是這樣子的
[00:23:08,799 -> 00:23:10,880] 但是你在做這個之前就沒有人做了
[00:23:10,880 -> 00:23:12,000] 很奇怪
[00:23:12,000 -> 00:23:13,039] 這個真的很奇怪
[00:23:13,039 -> 00:23:15,200] 我當時我記得我歷歷在目的
[00:23:15,200 -> 00:23:17,519] 當時我們發明出了
[00:23:17,519 -> 00:23:19,200] 就想出了這個主意之後
[00:23:19,200 -> 00:23:20,559] 然後我們其中一個投資人說
[00:23:20,559 -> 00:23:23,359] 這個東西其實就像當時60年代的這個
[00:23:23,359 -> 00:23:24,319] 這個旅行箱
[00:23:24,319 -> 00:23:24,960] 他說你知道嗎
[00:23:24,960 -> 00:23:25,039] 當時60年代旅�行箱他說你知道嗎
[00:23:25,039 -> 00:23:27,039] 當時60年代旅行箱是沒有輪子的
[00:23:27,039 -> 00:23:29,480] 他說有一個日本的公司叫Yamamoto
[00:23:29,480 -> 00:23:30,640] 他加了這個輪子
[00:23:30,640 -> 00:23:32,079] 到現在還有那個專利
[00:23:32,079 -> 00:23:34,960] 就每個旅行箱上你要看到有輪子的話
[00:23:34,960 -> 00:23:37,000] 是那家公司有這個Royalty的
[00:23:37,000 -> 00:23:38,880] 就是非常簡單的那麼一個東西
[00:23:38,880 -> 00:23:39,559] 你能想像嗎
[00:23:39,559 -> 00:23:41,920] 60年代之前人去出行必須得提著
[00:23:41,920 -> 00:23:45,680] 但那麼簡單的一個主意就是沒有人去想
[00:23:45,680 -> 00:23:48,039] 但是我覺得這裡就是在生活中
[00:23:48,039 -> 00:23:51,119] 或者是在亞馬遜的評論區裡面
[00:23:51,119 -> 00:23:53,279] 其實可以發現很多這種產品的細節
[00:23:53,279 -> 00:23:54,240] 和它的不足之處
[00:23:54,240 -> 00:23:55,200] 然後去做解決
[00:23:55,200 -> 00:23:57,119] 所以我們這個AutoShell做出來之後
[00:23:57,119 -> 00:24:00,160] 就是一個嵌入式的這樣的一個
[00:24:00,160 -> 00:24:02,480] 說白了就是一個嵌入式的防雨罩
[00:24:02,480 -> 00:24:03,240] 非常簡單
[00:24:03,240 -> 00:24:04,160] 就是一塊布料
[00:24:04,160 -> 00:24:06,160] 但它是在坐墊本身
[00:24:06,160 -> 00:24:07,319] 那麼你用完之後
[00:24:07,319 -> 00:24:08,839] 你可以把它一隻手就蓋上
[00:24:08,839 -> 00:24:10,640] 它甚至可以變成一個
[00:24:11,000 -> 00:24:13,079] 怎麼說像一個留箱的形式
[00:24:13,079 -> 00:24:15,799] 有個把手你可以提起來很方便
[00:24:15,920 -> 00:24:19,359] 這個東西它的影響力在於
[00:24:19,480 -> 00:24:20,960] 突然之間一個戶外傢俱
[00:24:20,960 -> 00:24:22,559] 就是如果你有普通戶外傢俱的話
[00:24:22,559 -> 00:24:24,160] 你可能最多一周用一次
[00:24:24,160 -> 00:24:25,400] 或者是一個月用幾次
[00:24:25,839 -> 00:24:27,559] 到我們現在買了outer的人
[00:24:27,559 -> 00:24:29,720] 他們幾乎天天去用outer沙發
[00:24:29,720 -> 00:24:30,160] 為什麼
[00:24:30,160 -> 00:24:31,960] 因為他再也不需要擔心
[00:24:31,960 -> 00:24:33,680] 一個髒的或者是一個濕的
[00:24:33,680 -> 00:24:36,200] 或者是一個很難打理的這麼一個坐墊
[00:24:36,200 -> 00:24:39,000] 大家其實都想去戶外多花點時間
[00:24:39,000 -> 00:24:42,400] 但是因為戶外傢俱太難去打理了
[00:24:42,400 -> 00:24:44,079] 我出去還得去做那麼多事情
[00:24:44,079 -> 00:24:44,559] 得清理
[00:24:44,559 -> 00:24:46,099] 還有鳥屎在上面
[00:24:46,099 -> 00:24:48,099] 或者是有灰塵對吧
[00:24:48,099 -> 00:24:49,240] 有露珠我就不用了
[00:24:49,240 -> 00:24:51,539] 所以就是那麼一點點的小的創新
[00:24:51,539 -> 00:24:53,740] 它就造成了一個至上的一個飛躍
[00:24:53,740 -> 00:24:54,640] 對
[00:24:54,640 -> 00:24:57,339] 我們我稍稍把這個東西給這個
[00:24:57,339 -> 00:24:58,339] keep general一點
[00:24:58,339 -> 00:24:59,940] 因為很多人不是做傢俱的
[00:24:59,940 -> 00:25:01,619] 我們就去說這個
[00:25:01,619 -> 00:25:03,380] 繼續就是稍稍抽象一點
[00:25:03,380 -> 00:25:05,500] 假設我們有這個企業
[00:25:05,500 -> 00:25:07,099] 他們有能力去把產品做好
[00:25:07,099 -> 00:25:10,000] 然後比他的競品可能好50%到100%
[00:25:10,000 -> 00:25:10,799] 不知道怎麼衡量
[00:25:10,799 -> 00:25:12,299] 但是假設有這種情況
[00:25:12,299 -> 00:25:16,599] 但是他們很可能還是會遇到
[00:25:16,599 -> 00:25:18,799] 他們沒有辦法把自己的
[00:25:18,799 -> 00:25:22,000] 比競品好的這件事情通過網絡傳遞出來
[00:25:22,000 -> 00:25:23,599] 你在這方面是怎麼做的呢?
[00:25:23,599 -> 00:25:26,000] 我覺得可能這個心理上
[00:25:26,000 -> 00:25:28,000] 必須是要那麼detail oriented
[00:25:28,000 -> 00:25:30,000] 你說要general去講
[00:25:30,000 -> 00:25:32,000] 有些人他不是做家具的
[00:25:32,000 -> 00:25:34,000] 但是我們當時開始做outer的時候
[00:25:34,000 -> 00:25:36,000] 其實看的無非就是其他的公司
[00:25:36,000 -> 00:25:38,000] 怎麼去做非常極致的東西
[00:25:38,000 -> 00:25:40,000] 就是說這一點極致心理
[00:25:40,000 -> 00:25:42,000] 然後這種真誠我覺得很重要
[00:25:42,000 -> 00:25:44,000] 因為你知道嗎
[00:25:44,000 -> 00:25:46,440] 我們當時做了這個outer shellershout的這個錄像之後
[00:25:46,440 -> 00:25:47,319] 可能就5秒鐘
[00:25:47,319 -> 00:25:48,480] 就是個5秒鐘的視頻
[00:25:48,480 -> 00:25:49,359] 它就是一個
[00:25:49,359 -> 00:25:51,279] outershout蓋上張開
[00:25:51,279 -> 00:25:53,680] 我們就把這個video放在instagram上
[00:25:53,680 -> 00:25:54,839] 然後就連夜就
[00:25:54,839 -> 00:25:56,640] 就就就就went viral
[00:25:56,640 -> 00:25:58,440] 幾百幾百萬的這個這個流量
[00:25:58,440 -> 00:26:01,079] 因為他們發現有人去真正的思考
[00:26:01,079 -> 00:26:02,720] 他每天碰到的這個痛點
[00:26:02,720 -> 00:26:05,119] 所以這個東西就是說怎麼說呢
[00:26:05,119 -> 00:26:07,240] 就是說你真的用心去設計了這個
[00:26:07,240 -> 00:26:10,200] 走心的這種能幫人家真的解決一個問題的時候
[00:26:10,200 -> 00:26:11,119] 他們會覺得
[00:26:11,119 -> 00:26:12,640] 哇,你答應了我的祈禱
[00:26:12,640 -> 00:26:14,759] 或者是為什麼我沒有想過這個
[00:26:14,759 -> 00:26:16,480] 我覺得像這樣的時刻的話
[00:26:16,480 -> 00:26:19,119] 肯定是可以通過視頻也好
[00:26:19,119 -> 00:26:19,960] 文案也好
[00:26:19,960 -> 00:26:24,440] 就各種各樣的這個媒體去傳遞
[00:26:24,440 -> 00:26:25,440] 就會很有效果
[00:26:25,440 -> 00:26:26,480] 我可不可以這樣理解
[00:26:26,480 -> 00:26:28,599] 就是我們可能想了很多時候
[00:26:28,599 -> 00:26:29,559] 做這個品牌
[00:26:29,559 -> 00:26:31,960] 或者說是講品牌故事
[00:26:31,960 -> 00:26:33,200] 這是一個市場化的能力
[00:26:33,200 -> 00:26:35,720] 但是其實歸根結底還是一個產品的能力
[00:26:35,720 -> 00:26:37,599] 就是當你把這個產品做好了以後
[00:26:37,599 -> 00:26:39,680] 你總是有辦法說出去的
[00:26:39,680 -> 00:26:42,920] 可是問題是你要真的去解決這個問題
[00:26:42,920 -> 00:26:44,720] 對吧 就是有一個內容在
[00:26:44,720 -> 00:26:45,400] 對 沒錯我覺得這個已經是應該是最公開的秘密了吧問題是你要真的去解決這個問題對吧就是有一個內容在Exactly right
[00:26:45,400 -> 00:26:46,400] 我覺得這個已經是
[00:26:46,400 -> 00:26:48,400] 應該是最公開的秘密了吧
[00:26:48,400 -> 00:26:50,319] 就大家其實會想得很細
[00:26:50,319 -> 00:26:52,319] 就是說怎麼才能做到百分之百
[00:26:52,319 -> 00:26:53,759] 非常量化去想這個問題
[00:26:53,759 -> 00:26:55,200] 但說到底它很簡單
[00:26:55,200 -> 00:26:56,200] 它就是在
[00:26:56,200 -> 00:26:59,880] 你在早期是不是多麼去深刻的去挖掘這些通電
[00:26:59,880 -> 00:27:01,920] 然後你是怎麼樣去解決的
[00:27:01,920 -> 00:27:03,920] 我們其中一個投資人是
[00:27:03,920 -> 00:27:06,000] Elon Musk的右手
[00:27:06,000 -> 00:27:08,500] 然後他在這個公司的時候
[00:27:08,500 -> 00:27:11,500] 他說Elon Musk很討厭B這個詞
[00:27:11,500 -> 00:27:13,000] B是什麼?Branding 品牌
[00:27:13,000 -> 00:27:14,500] 他說他不相信品牌
[00:27:14,500 -> 00:27:16,000] 他說你不要給我提品牌
[00:27:16,000 -> 00:27:20,000] 因為Product就是在乎意見
[00:27:20,000 -> 00:27:22,000] Steve Jobs也說過同樣的事情
[00:27:22,000 -> 00:27:29,200] 他說廣告其實就是其實是給這個不好的產品買單的機制而已
[00:27:29,200 -> 00:27:33,920] 所以我當然不同意那麼極端的看法
[00:27:33,920 -> 00:27:35,920] 我覺得branding它肯定是存在的
[00:27:35,920 -> 00:27:39,359] 這是一個共同詞語去理解它
[00:27:39,359 -> 00:27:42,000] 而且我們對branding也非常的在乎
[00:27:42,000 -> 00:27:43,839] 但是我覺得它的spirit是正確的
[00:27:43,839 -> 00:27:46,880] 就是你這個branding它一定不能建立於這個
[00:27:46,880 -> 00:27:51,160] 空洞的沒有實質的東西的基礎上面
[00:27:51,160 -> 00:27:54,839] 對 一定是作為產品上面去建立起來的
[00:27:54,839 -> 00:27:56,480] 我前一段時間就是在
[00:27:56,480 -> 00:27:57,599] 有點稍微跑題
[00:27:57,599 -> 00:27:59,000] 但是總之就是在工作中的時候
[00:27:59,000 -> 00:28:00,720] 大家會說溝通很重要
[00:28:00,720 -> 00:28:02,880] 但是我後來覺得就是你溝通的能力
[00:28:02,880 -> 00:28:06,000] 不如你把事情想清楚的能力更重要你要想清楚了以後
[00:28:06,000 -> 00:28:07,000] 你才能communicate好
[00:28:07,000 -> 00:28:09,000] 不然的話你其實腦子裡一團亂
[00:28:09,000 -> 00:28:11,000] 你講故事講得好聽
[00:28:11,000 -> 00:28:14,000] 一次兩次可以時間走了就不行了
[00:28:14,000 -> 00:28:16,000] 那其實這個正好
[00:28:16,000 -> 00:28:18,000] 我覺得就是到了我們第三個話題
[00:28:18,000 -> 00:28:20,000] 就是怎麼樣子跟美國企業競爭
[00:28:20,000 -> 00:28:21,000] 我就把這個東西給拿上來
[00:28:21,000 -> 00:28:23,000] 去再多聊一下吧
[00:28:23,000 -> 00:28:27,000] 就是你的這個產品本身
[00:28:27,000 -> 00:28:28,900] 它被大家認可
[00:28:28,900 -> 00:28:29,640] 或者說大家覺得
