[00:00:00,000 -> 00:00:02,540] hello大家好 欢迎回到克里斯本·贝利镇
[00:15:03,039 -> 00:15:06,399] 第一个是364号发的一个朋友圈
[00:15:06,399 -> 00:15:08,639] 分享了2017年的一篇文章
[00:15:08,639 -> 00:15:10,399] 流感下的北京中年
[00:15:10,399 -> 00:15:14,399] 大概就是说新冠在Omicron
[00:15:14,399 -> 00:15:17,279] 其实我是2021年的早期看了一个文章
[00:15:17,279 -> 00:15:21,759] 那个文章已经给这个病毒做了非常详细的病理学的研究
[00:15:21,759 -> 00:15:24,639] 去说这个病毒它其实因为感染不到肺部
[00:15:24,639 -> 00:15:26,320] 它主要是在上呼吸道
[00:15:26,320 -> 00:15:28,799] 它其实后遗症也好
[00:15:28,799 -> 00:15:32,240] 然后这个伤害已经非常非常小了
[00:15:32,240 -> 00:15:34,000] 从你的病理机制上来讲
[00:15:34,000 -> 00:15:35,440] 它和流感没有什么二致
[00:15:35,440 -> 00:15:37,759] 甚至有的时候可能比流感更低
[00:15:37,759 -> 00:15:40,480] 那个时候医学专家已经对这件事情
[00:15:40,480 -> 00:15:43,519] 做出非常好的这个预测
[00:15:43,519 -> 00:15:45,080] 我回头也把那个文章找出来
[00:15:45,080 -> 00:15:46,600] 试着找出来吧
[00:15:46,600 -> 00:15:48,320] 总之就是那个时候大家就是
[00:15:48,320 -> 00:15:50,080] 你如果真的去看病理学研究的话
[00:15:50,080 -> 00:15:52,039] 这个东西已经是你就知道了
[00:15:52,039 -> 00:15:53,159] 它因为不进肺
[00:15:53,159 -> 00:15:54,279] 之前所有Omicron
[00:15:54,279 -> 00:15:56,600] 就是COVID之所以很大的后遗症
[00:15:56,600 -> 00:15:57,480] 或者说很危险
[00:15:57,480 -> 00:15:58,440] 就是因为它进肺
[00:15:58,440 -> 00:15:59,200] 进了肺以后
[00:15:59,200 -> 00:16:02,600] 它的这个病毒的扩散是比较厉害的
[00:16:02,600 -> 00:16:07,279] 那好就是当时是抱著這個認知
[00:16:07,279 -> 00:16:12,159] 然後去說你看2017年的時候
[00:16:12,159 -> 00:16:14,320] 流感當時也造成了很大的問題
[00:16:14,320 -> 00:16:16,159] 然後我也去看了paper
[00:16:16,159 -> 00:16:17,919] 就是流感也死了很多人
[00:16:17,919 -> 00:16:20,240] 然後我們希望用一個正確的方式
[00:16:20,240 -> 00:16:22,720] 用flu這個方式去看待Omicron
[00:16:22,720 -> 00:16:25,279] 而不是把它特殊化和妖魔化
[00:16:25,279 -> 00:16:28,559] 当时当然很这个就是很幼稚的去说
[00:16:28,559 -> 00:16:30,159] 这是放开前的最后一次隔离
[00:16:30,159 -> 00:16:33,279] 希望也许就是那个发的文章的时候
[00:16:33,279 -> 00:16:35,519] 深圳正好在整个城市塞档
[00:16:35,519 -> 00:16:39,120] 然后塞档的时候也是保持一个
[00:16:39,120 -> 00:16:40,960] 还相对积极的一个心态吧
[00:16:40,960 -> 00:16:44,000] 但是3月17号的时候
[00:16:44,000 -> 00:16:46,399] 3月14号的时候觉得这可能是最后一次隔离3月17號的時候3月14號的時候覺得這可能是最後一次隔離
[00:16:46,399 -> 00:16:47,600] 3月17號的時候
[00:16:47,600 -> 00:16:49,039] 就看到了這個
[00:16:49,039 -> 00:16:51,440] 中共中央政治局常委會
[00:16:51,440 -> 00:16:54,320] 常委會去把這個東西定性了
[00:16:54,320 -> 00:16:55,679] 它定性的是什麼呢
[00:16:55,679 -> 00:17:01,039] 一個話是社會主義制度的顯著優勢
[00:17:01,039 -> 00:17:02,440] 因為在那之前
[00:17:02,440 -> 00:17:05,359] 似乎我們的防疫
[00:17:05,359 -> 00:17:07,519] 比其他國家做得成功
[00:17:07,519 -> 00:17:08,960] 我們的開放
[00:17:08,960 -> 00:17:11,279] 看似的開放也比其他國家做得更早
[00:17:11,279 -> 00:17:13,039] 之所以說看似是因為
[00:17:13,039 -> 00:17:13,839] 我後面也會說
[00:17:13,839 -> 00:17:15,599] 就是我覺得其他國家的防疫
[00:17:15,599 -> 00:17:16,960] 做得是很好的
[00:17:16,960 -> 00:17:19,440] 而我們的國家之所以看似成功
[00:17:19,440 -> 00:17:22,000] 是因為它犧牲了很多公民的權利
[00:17:22,000 -> 00:17:23,920] 也就是國內是可以直接封城
[00:17:23,920 -> 00:17:24,960] 可以讓你待在家
[00:17:24,960 -> 00:17:26,640] 國外是做不到这件事情的
[00:17:26,640 -> 00:17:29,119] 那国外做这件事情难度更大的情况下
[00:17:29,119 -> 00:17:31,599] 他其实也是尽自己的所能
[00:17:31,599 -> 00:17:34,000] 做了我觉得很多应该做的事情
[00:17:34,000 -> 00:17:36,240] Anyway 就是但是从结果上来看
[00:17:36,240 -> 00:17:38,240] 那个时候的各种舆论宣传
[00:17:38,240 -> 00:17:40,240] 是说我们国家的防疫是
[00:17:40,240 -> 00:17:44,319] 体现了我们制度的体制优势
[00:17:44,319 -> 00:17:46,000] 那这个一定性以後
[00:17:46,000 -> 00:17:49,599] 你就沒有辦法去科學的去討論這件事情了
[00:17:49,599 -> 00:17:52,480] 你就不能說我現在應該放開
[00:17:52,480 -> 00:17:56,000] 因為我要體現我的體制優勢
[00:17:56,000 -> 00:17:58,799] 那接下來這些話就是什麼堅持就是勝利
[00:17:58,799 -> 00:18:01,039] 我要提升這個東西
[00:18:01,039 -> 00:18:03,519] 要堅持一些就提了各種各樣的原則
[00:18:03,519 -> 00:18:07,200] 所有的這些原則指向的都是更嚴的監管
[00:18:07,200 -> 00:18:11,400] 然後和更大的責任吧
[00:18:11,400 -> 00:18:13,200] 就是我要你清零
[00:18:13,200 -> 00:18:15,200] 且我會考核你的清零
[00:18:15,200 -> 00:18:16,640] 然後這裡邊就是
[00:18:16,640 -> 00:18:19,799] 而且提高了這裡邊的這個重要性
[00:18:19,799 -> 00:18:22,599] 就是需要壓實責任
[00:18:22,599 -> 00:18:25,440] 落實早發現早報告早隔离啊这些东西
[00:18:25,680 -> 00:18:27,039] 所有的这些东西都是
[00:18:27,319 -> 00:18:29,200] 你就能看到他其实是
[00:18:29,400 -> 00:18:31,519] 不光提了这个目标
[00:18:31,680 -> 00:18:32,720] 而且还
[00:18:33,119 -> 00:18:36,720] 就是要保证这个目标是落实到每一个人
[00:18:36,720 -> 00:18:37,319] 总之
[00:18:37,640 -> 00:18:39,880] 嗯这是这个所有事情的开端
[00:18:39,880 -> 00:18:42,559] 大家记得这个3月17号的这个政治局文件
[00:18:42,680 -> 00:18:44,599] 在我看来是把
[00:18:44,880 -> 00:18:45,519] 防疫
[00:18:45,519 -> 00:18:48,720] 從一個科學和病理的問題
[00:18:48,720 -> 00:18:49,920] 和生命健康的問題
[00:18:49,920 -> 00:18:51,039] 變成了一個政治問題
[00:18:51,039 -> 00:18:52,960] 變成了一個路線鬥爭的問題
[00:18:52,960 -> 00:18:55,839] 這個是我覺得它發生了事情
[00:18:55,839 -> 00:18:57,119] 然後3月20號
[00:18:57,119 -> 00:18:59,039] 張文宏那個時候還可以說團隊統計
[00:18:59,039 -> 00:19:00,240] 新冠的重生率與死亡率
[00:19:00,240 -> 00:19:00,960] 只能低於流感了
[00:19:00,960 -> 00:19:02,319] 就是那個時候
[00:19:02,319 -> 00:19:04,480] 就是各方還有各種各樣的
[00:19:04,480 -> 00:19:06,000] 證據去出來
[00:19:06,000 -> 00:19:08,000] 那個時候就新加坡也在放開嘛
[00:19:08,000 -> 00:19:11,000] 然後香港也開始慢慢有了這個擴散
[00:19:11,000 -> 00:19:13,000] 就是大家還會認真地去研究這些數據
[00:19:13,000 -> 00:19:16,000] 但是後來研究這些數據的所有的人
[00:19:16,000 -> 00:19:17,000] 都被silence掉了
[00:19:17,000 -> 00:19:18,000] 包括張文宏的這個文章
[00:19:18,000 -> 00:19:20,000] 很快也就被刪掉了
[00:19:20,000 -> 00:19:23,000] 因為你的科學是against這個路線的
[00:19:23,000 -> 00:19:25,440] 那這個路線就要suppress这些科学
[00:19:25,440 -> 00:19:27,200] 我那个时候还很天真
[00:19:27,200 -> 00:19:29,759] 就3月28号还说是不是在做A B实验
[00:19:29,759 -> 00:19:32,000] 然后3月28号的时候
[00:19:32,000 -> 00:19:36,240] 我还去讲了就是说在香港的疫情
[00:19:36,240 -> 00:19:39,279] 你把die off和die weight放到一起去看的话似乎很高
[00:19:39,279 -> 00:19:42,240] 但是你真的去看die off的话其实并不是很高
[00:19:42,240 -> 00:19:43,279] 然后他的这些
[00:19:43,279 -> 00:19:45,759] 就说那个时候我还去bother去看这些数据
[00:19:45,759 -> 00:19:46,960] 后来我觉得这不可能
[00:19:46,960 -> 00:19:48,720] 就是你是fight losing battle
[00:19:48,720 -> 00:19:50,319] 你所有的这些
[00:19:50,319 -> 00:19:54,720] 就是所有的这些你能看到的简体中文的关于新冠的东西
[00:19:54,720 -> 00:19:57,759] 你任何的理性中立客观去分析这些东西的东西
[00:19:57,759 -> 00:19:58,640] 全都被删掉了
[00:19:58,640 -> 00:20:00,480] 那你剩下的全都是propaganda
[00:20:00,480 -> 00:20:01,599] 全都是这里的宣传
[00:20:01,599 -> 00:20:04,000] 那你在这个语境下
[00:20:04,000 -> 00:20:07,440] 你要找一个支持你觀點的論據
[00:20:07,440 -> 00:20:08,640] 是無比艱難的
[00:20:08,640 -> 00:20:10,720] 你要去看那個
[00:20:10,720 -> 00:20:12,559] 就是那邊有無數假的論據
[00:20:12,559 -> 00:20:14,000] 包括就是網上就是
[00:20:14,000 -> 00:20:16,319] 明明是拿著一個
[00:20:16,319 -> 00:20:18,559] 就是比如說這個title是說
[00:20:18,559 -> 00:20:22,000] 第三針的這個會有這個
[00:20:22,000 -> 00:20:23,119] 疫苗會有什麼
[00:20:23,119 -> 00:20:26,240] 那就是得了COVID以後
[00:20:26,240 -> 00:20:31,039] 它的反應力增強是very bad cases的
[00:20:31,039 -> 00:20:33,119] 如果你之前已經打了第三針的話
[00:20:33,119 -> 00:20:35,039] 你的免疫力不一定能增強
[00:20:35,039 -> 00:20:36,880] 然後直呼上一篇文章說
[00:20:36,880 -> 00:20:39,279] 如何看待一個Nature文章
[00:20:39,279 -> 00:20:41,119] 說你的這個得了Omicron
[00:20:41,119 -> 00:20:42,319] 你的反應力反而會下降
[00:20:42,319 -> 00:20:44,319] 然後一堆人不看原文
[00:20:44,319 -> 00:20:46,079] 哪怕放了原文 不看原文然後就說Omicron會導致免會下降然後一堆人不看原文哪怕放了原文 不看原文
[00:20:46,079 -> 00:20:48,319] 然後就說Omicron會導致免疫下降
[00:20:48,319 -> 00:20:49,920] 就在這種語境環境下
[00:20:49,920 -> 00:20:52,720] 你怎麽樣子去有一個好的討論
[00:20:52,720 -> 00:20:53,759] 沒有辦法有好的討論
[00:20:53,759 -> 00:20:55,359] 沒有辦法有個基於事實討論
[00:20:55,359 -> 00:20:57,279] 那我們就基於結果吧
[00:20:57,279 -> 00:20:58,640] 就他媽的到處都已經放開了
[00:20:58,640 -> 00:20:59,519] 大家沒有死人
[00:20:59,519 -> 00:21:01,119] 但是就會有各種propaganda說
[00:21:01,119 -> 00:21:02,160] 他們已經死了很多人了
[00:21:02,160 -> 00:21:03,359] 我們是因為負責
[00:21:03,359 -> 00:21:07,839] 所以說到中間我就喪失表達欲了
[00:21:07,839 -> 00:21:10,000] 就是那麼多鐵的事實擺在邊界
[00:21:10,000 -> 00:21:12,640] 而且我朋友裏邊有一些什麼北大畢業的
[00:21:12,640 -> 00:21:15,759] 就是真的是已經是中國社會的精英了
[00:21:15,759 -> 00:21:17,440] 然後完全沒有辦法跟他們說
[00:21:17,440 -> 00:21:19,440] 因為他們拿著一些建議
[00:21:19,440 -> 00:21:22,720] 你再一遍一遍的去跟他們一開始
[00:21:22,720 -> 00:21:25,599] 很清楚的告訴他你的這個論據裏面有什麽問題
[00:21:25,599 -> 00:21:26,799] 它其實是這樣這樣的
[00:21:26,799 -> 00:21:29,680] 但是要花很多的effort才能把這些東西給組織起來
[00:21:29,680 -> 00:21:33,759] 而你的這些論據都很快的就被silence掉了
[00:21:33,759 -> 00:21:36,960] 然後結果他們回頭又拿出一篇信來說
[00:21:36,960 -> 00:21:37,920] 這是這樣子的
[00:21:37,920 -> 00:21:39,440] 大家完全是在為觀點服務
[00:21:39,440 -> 00:21:43,680] 大家並不是真的去試圖搞清楚這裏邊的真實情況是什麽
[00:21:43,680 -> 00:21:46,480] 然後你去做那件事情的这个性价比
[00:21:46,480 -> 00:21:49,200] 或者说是难应程度是他们的100倍
[00:21:49,200 -> 00:21:51,279] 没有办法去做这件事情
[00:21:51,279 -> 00:21:54,799] 然后311年就是请大家公布这个
[00:21:54,799 -> 00:21:56,960] 因为抗议而受苦病重乃至死亡的人数
[00:21:56,960 -> 00:22:01,119] 然后这个4月7号我后来是忍不住了
[00:22:01,119 -> 00:22:02,240] 就发了一期视频
[00:22:02,240 -> 00:22:03,839] 我在里边没有提任何抗议的事情
[00:22:03,839 -> 00:22:06,000] 所以说视频沒有被下架
[00:22:06,000 -> 00:22:10,000] 大概就是說你不能把原則和price給這個混淆起來
[00:22:10,000 -> 00:22:12,000] 你在抗議的時候人就是會死的
[00:22:12,000 -> 00:22:14,000] 當你一個疾病發生的時候人就是會死的
[00:22:14,000 -> 00:22:16,000] 但是人雖然有車禍的風險
[00:22:16,000 -> 00:22:18,000] 人還是要上街對吧
[00:22:18,000 -> 00:22:20,000] 所以說你雖然有防疫的風險
[00:22:20,000 -> 00:22:24,000] 你應該去想怎麼樣子去最小化這裏的影響
[00:22:24,000 -> 00:22:26,400] 而不是說啊一會死人
[00:22:26,400 -> 00:22:27,759] 所以說所有人不許出門
[00:22:27,759 -> 00:22:29,359] 這就沒辦法了
[00:22:30,519 -> 00:22:32,559] 4月8號清零有用的一年
[00:22:32,559 -> 00:22:33,720] 我們沒有抓住窗口
[00:22:33,720 -> 00:22:35,000] 然後那個其他的呢
[00:22:35,000 -> 00:22:36,119] 都做了相應的事情
[00:22:36,119 -> 00:22:37,160] 提高了疫苗的接種率
[00:22:37,160 -> 00:22:38,920] 然後實現了開放
[00:22:40,200 -> 00:22:41,279] 唯一的路是什麼
[00:22:41,279 -> 00:22:42,519] 唯一的路就是我剛說的
[00:22:42,519 -> 00:22:44,799] 就是你要認真的去做這裡的事情
[00:22:44,799 -> 00:22:45,599] 然後去开放
[00:22:45,599 -> 00:22:50,559] 这个是我忘了哪个月了吧
[00:22:50,559 -> 00:22:52,160] 但是这是我的体会
[00:22:52,160 -> 00:22:54,240] 就是我们说国外在躺平
[00:22:54,240 -> 00:22:56,799] 起码我的体感是没有躺平啊
[00:22:56,799 -> 00:22:59,200] 就是你保证了essential service对吧
[00:22:59,200 -> 00:23:02,559] 你去在最大化的情况下去
[00:23:02,559 -> 00:23:04,319] 保证了人们的身体健康
[00:23:04,319 -> 00:23:07,359] 哪怕这个时候公民也在资源的情况下
[00:23:07,359 -> 00:23:09,119] 让渡了你的一部分的权利对吧
[00:23:09,119 -> 00:23:11,440] 但是你确实做该做的事情
[00:23:11,440 -> 00:23:13,279] 而且你关注了民生的疾苦
[00:23:13,279 -> 00:23:14,880] 你关注了这些business
[00:23:14,880 -> 00:23:16,400] 你中间投入了研发
[00:23:16,400 -> 00:23:19,440] 然后你expertise这个疫苗
[00:23:19,440 -> 00:23:21,599] 然后很快就让这个疫苗
[00:23:21,599 -> 00:23:23,200] 用创纪录的时间上了线
[00:23:23,200 -> 00:23:24,960] 并且很快的提高了普及率
[00:23:24,960 -> 00:23:25,000] 我当时去接种疫苗的时候就非常紀錄的時間上了線並且很快地提高了普及率
[00:23:25,000 -> 00:23:28,079] 我當時去接種疫苗的時候就非常震驚
[00:23:28,079 -> 00:23:29,880] 就是已經organize的很好了
[00:23:29,880 -> 00:23:31,200] 又有各種各樣的志願者
[00:23:31,200 -> 00:23:32,839] 然後大家花了很多錢
[00:23:32,839 -> 00:23:34,319] 然後做了很多事情去
[00:23:34,319 -> 00:23:36,680] 認認真真的去抗議 對吧
[00:23:36,680 -> 00:23:39,720] 然後也根據這個不同的尺度去調整
[00:23:39,720 -> 00:23:43,240] 然後發言人也都是去基於科學去講
[00:23:43,240 -> 00:23:44,920] 而不是去基於什麼空話套話
[00:23:44,920 -> 00:23:46,500] 什麼問題的關鍵是關鍵的問題
[00:23:46,500 -> 00:23:48,200] 然後這個我們要算大賬算總賬
[00:23:48,200 -> 00:23:49,940] 但是從來不算賬 對吧
[00:23:49,940 -> 00:23:55,380] 就是該在家治就該在家治
[00:23:55,380 -> 00:23:57,480] 然後該去醫院治就去醫院治
[00:23:57,480 -> 00:24:00,019] 資源跟上 然後這個
[00:24:00,019 -> 00:24:03,559] 同時也會保證醫護人員的身心健康
[00:24:03,559 -> 00:24:07,279] 對啊 就是穩健運行沒有被擊穿
[00:24:07,279 -> 00:24:10,079] 各種 也不會造成我們現在這種
[00:24:10,079 -> 00:24:12,319] 對這種所謂的後遺症
[00:24:12,319 -> 00:24:14,279] 所謂這個宣傳出來的後遺症的
[00:24:14,279 -> 00:24:17,160] 各種不切實際的這種恐慌
[00:24:17,160 -> 00:24:20,279] 就是它永遠是科學說話 事實說話的
[00:24:20,279 -> 00:24:22,400] 另外一個就是這個底層邏輯是什麼
[00:24:22,400 -> 00:24:24,400] 底層邏輯就是我回頭又說了一下
[00:24:24,400 -> 00:24:27,599] 這是因為體質優�而导致的
[00:24:27,599 -> 00:24:29,599] 包括你的这个莲花清瘟是吧
[00:24:29,599 -> 00:24:30,880] 这是体质优势
[00:24:30,880 -> 00:24:32,640] 我所有东西都要强调我的体质优势
[00:24:32,640 -> 00:24:34,559] 因为这是整个大的propaganda里边
[00:24:34,559 -> 00:24:36,000] 但是我不知道这个propaganda
[00:24:36,000 -> 00:24:37,599] 你现在大家还信不信
[00:24:37,599 -> 00:24:40,079] 就是大家老是谈论西北盘是吧
[00:24:40,079 -> 00:24:41,519] 就有人相信吧也许
[00:24:41,519 -> 00:24:44,400] 那这个4月18号
[00:24:44,400 -> 00:24:46,680] 你只要就是回到那個
[00:24:46,680 -> 00:24:47,940] KPI管理的這個邏輯
[00:24:47,940 -> 00:24:49,519] 只要你去壓層及時的責任
[00:24:49,519 -> 00:24:51,680] 只要你的權力是來自於你的體制
[00:24:51,680 -> 00:24:52,980] 而不是來自於人民
[00:24:52,980 -> 00:24:56,160] 只要你只care這個一個東西
[00:24:56,160 -> 00:24:58,660] 那最後大家就是用不計成本的方式
[00:24:58,660 -> 00:25:01,059] 去達到這個效果
[00:25:01,059 -> 00:25:04,000] 因為你只要沒有清零好
[00:25:04,000 -> 00:25:05,519] 那你就必須
[00:25:05,519 -> 00:25:06,640] 那你就要下臺是吧
[00:25:06,640 -> 00:25:07,759] 你就要被開除
[00:25:07,759 -> 00:25:10,880] 那所以說你就只能去用各種各樣的方式去清零
[00:25:10,880 -> 00:25:13,599] 你的這個病毒在
[00:25:13,599 -> 00:25:15,359] 你這裡能做的是什麼
[00:25:15,359 -> 00:25:17,440] 就是你只要病毒有1例你就要封城
[00:25:17,440 -> 00:25:19,039] 你anticipate
[00:25:19,039 -> 00:25:20,319] 假設你有一個時間球
[00:25:20,319 -> 00:25:22,319] 你可以預言說5天之後
[00:25:22,319 -> 00:25:24,160] 那病會有1例病毒
[00:25:24,160 -> 00:25:24,640] 那怎麼辦
[00:25:24,640 -> 00:25:25,240] 你還是要封城所以說就是毒那怎么办 你还是要封城
[00:25:25,240 -> 00:25:28,440] 所以说就是病毒最差的结果就是封城
[00:25:28,440 -> 00:25:31,200] 大家不要觉得封城这件事情是一个很小的事情
[00:25:31,200 -> 00:25:35,039] 封城是你能应对病毒来说cost最大
[00:25:35,039 -> 00:25:37,240] 最差的一种应对方式
[00:25:37,240 -> 00:25:40,640] 但是我们把它常态化变成一个普遍的应对方式
[00:25:40,640 -> 00:25:43,359] 就是因为这里边太extreme了
[00:25:43,359 -> 00:25:45,720] 所有的考核都是考核这一件事情
[00:25:45,720 -> 00:25:49,359] 所以说大家一上来就用最差最差的方式去应对病毒这件事
[00:25:50,720 -> 00:25:53,440] 然后还有一个文章就是去讲这个
[00:25:53,440 -> 00:25:56,960] 就是大家的争议问题就是大家有争议
[00:25:56,960 -> 00:25:59,519] 那么把问题都判断清楚试图找一个middle ground
[00:25:59,519 -> 00:26:01,759] 但是到最后这个东西也没有意义的
[00:26:02,079 -> 00:26:05,440] 因为那边不听你的
[00:26:05,440 -> 00:26:06,559] reason
[00:26:06,559 -> 00:26:09,359] 希望不要出来自然灾害
[00:26:09,359 -> 00:26:11,759] 就是之前有一个诺贝尔得奖
[00:26:11,759 -> 00:26:14,160] 诺贝尔奖得主有一个说法
[00:26:14,160 -> 00:26:17,920] 就是在有言论自由的地方是不会产生饥荒的
[00:26:17,920 -> 00:26:20,720] 对其实饥荒啊自然灾害啊
[00:26:20,720 -> 00:26:22,240] 在现在的社会中
[00:26:22,240 -> 00:26:25,279] 我们全世界有足够多的粮食给足够多的人吃
[00:26:25,279 -> 00:26:27,680] 只要出现饥荒一定是管理的问题
[00:26:27,680 -> 00:26:31,680] 现在就是这样一个管理的问题是吧
[00:26:31,680 -> 00:26:32,640] 就是会饿死人
[00:26:32,640 -> 00:26:34,880] 你封城在家100天就是会饿死人
[00:26:34,880 -> 00:26:40,480] 8月30号这中间过程中我就已经丧失了表达欲了
[00:26:40,480 -> 00:26:42,480] 但是有的时候还会在群聊里面发一些东西
[00:26:42,480 -> 00:26:44,319] 然后8月30号我的微信还被封了两个周
[00:26:44,319 -> 00:26:46,000] 然后之后很快我就转回WeChat
[00:26:46,000 -> 00:26:50,000] 现在我的最大多数的朋友圈WeChat能看见
[00:26:50,000 -> 00:26:51,000] 微信看不见
[00:26:51,000 -> 00:26:54,000] 但是也听说有一些WeChat也看不见
[00:26:54,000 -> 00:26:58,000] 10月5号就是呼吁我们的
[00:26:58,000 -> 00:27:02,000] 就是怀念曾经他去说我要代表广大人民的共同利益
[00:27:02,000 -> 00:27:03,000] 代表先进式文化
[00:27:03,000 -> 00:27:05,279] 现在就完全背道而驰
[00:27:05,279 -> 00:27:06,559] 如果算这种账
[00:27:06,559 -> 00:27:08,480] 那OK那算了吗
[00:27:08,480 -> 00:27:10,400] 然后帮你算账那些人哪去了呢
[00:27:10,400 -> 00:27:13,359] 这个就是
[00:27:13,359 -> 00:27:16,480] 我不知道就11月份的时候
[00:27:16,480 -> 00:27:18,559] 感觉到了这个舆论的转向
[00:27:18,559 -> 00:27:20,240] 或者说整个的转向
[00:27:20,240 -> 00:27:23,119] 但是也有可能是我的过度乐观
[00:27:23,119 -> 00:27:24,319] 但是我觉得就是这个事情
[00:27:24,319 -> 00:27:26,079] 另外的所有的路径都是走不下去的
[00:27:26,079 -> 00:27:27,599] 唯一的这条路可以走
[00:27:27,599 -> 00:27:28,720] 只是一个时间问题
[00:27:28,720 -> 00:27:31,680] 越早走越好吧
[00:27:31,680 -> 00:27:33,759] 但是这11月份如果你走了
[00:27:33,759 -> 00:27:34,720] 就没有乌鲁木齐
[00:27:34,720 -> 00:27:36,640] 可能没有现在大家上街的这些事情了
[00:27:36,640 -> 00:27:41,839] 但是现在就是我怎么说呢
[00:27:41,839 -> 00:27:47,000] 就11月份的这个这里就11月份的這個
[00:27:47,000 -> 00:27:50,000] 這裡是11月份的朋友圈
[00:27:50,000 -> 00:27:54,000] 就是我說就是經歷了這麼多一年的苦難
[00:27:54,000 -> 00:27:56,000] 大家起碼要記住那些作惡的人
[00:27:56,000 -> 00:27:59,000] 但是當然11月份這個也可能是一個盲目的樂觀
[00:27:59,000 -> 00:28:03,000] 可能也許也不止明年3月可能更久
[00:28:03,000 -> 00:28:05,359] 這裡有一個很快也被删掉了
[00:28:05,359 -> 00:28:07,039] 就是染性患者测核酸
[00:28:07,039 -> 00:28:10,880] 但是大家看流调里边是从来不看那个核酸采集点的
[00:28:10,880 -> 00:28:13,440] 其实那是就是所有东西的最大局域地
[00:28:13,440 -> 00:28:15,680] 尤其是你在风控期间最大的局域地
[00:28:15,680 -> 00:28:17,519] 但是你如果想认真的测核酸
[00:28:17,519 -> 00:28:21,200] 你为什么不把这个核酸点放上去
[00:28:21,200 -> 00:28:26,299] 就是没有打算�認真的去防疫嘛
[00:28:26,299 -> 00:28:28,099] 然後最後是卜斯問 就是總結的
[00:28:28,099 -> 00:28:30,039] 就是你防疫會造成醫療擠兌
[00:28:30,039 -> 00:28:31,940] 防疫會造成超額死亡
[00:28:31,940 -> 00:28:34,480] 然後這個東西到底要放開哪個炸
[00:28:34,480 -> 00:28:35,720] 到底要不要算一算
[00:28:35,720 -> 00:28:37,119] 就是我說的Black or White
[00:28:37,119 -> 00:28:38,220] 限制的人身自由
[00:28:38,220 -> 00:28:39,920] 誰有權利剝奪這些人身自由
[00:28:39,920 -> 00:28:40,920] 當然這些問題現在問了
[00:28:40,920 -> 00:28:42,220] 也沒什麼意義吧
[00:28:42,220 -> 00:28:44,759] 就是那就是我最後的一個
[00:28:44,759 -> 00:28:46,960] 這個朋友圈說的東西
[00:28:46,960 -> 00:28:49,279] 我之所以會說這些不是因為
[00:28:49,279 -> 00:28:51,680] 就是我知道說這些會給我帶來巨大的危險
[00:28:51,680 -> 00:28:53,039] 我又不是傻子是吧
[00:28:53,039 -> 00:28:56,000] 我看到了很多人就是包括當時
[00:28:56,000 -> 00:28:58,640] 從三聚氰胺的事件開始吧
[00:28:58,640 -> 00:29:02,160] 無數的記者在這裡邊就是被迫害啊
[00:29:02,160 -> 00:29:03,599] 甚至有的死掉了呀
[00:29:03,599 -> 00:29:05,119] 然後有喝茶的同学
[00:29:05,119 -> 00:29:07,680] 我身边有很多同学就是喝茶回不了国什么的都有
[00:29:07,680 -> 00:29:10,240] 然后我也知道我自己在这工作生活
[00:29:10,240 -> 00:29:12,160] 然后我家庭都在国内
[00:29:12,160 -> 00:29:13,279] 我会有很大的危险
[00:29:13,279 -> 00:29:14,880] 但是说这些话就是
[00:29:14,880 -> 00:29:18,160] 这就是像侵略者侵略你的国家
[00:29:18,160 -> 00:29:20,559] 你就会忍不住的拿起枪来保家卫国一样
[00:29:20,559 -> 00:29:22,000] 就是你受不了
[00:29:22,000 -> 00:29:23,440] 你不说你难受
[00:29:23,440 -> 00:29:24,319] 就是难受
[00:29:24,319 -> 00:29:27,359] 我就是在害怕和难受之间二选一
[00:29:27,359 -> 00:29:29,359] 然后我选择不能难受下去了
[00:29:29,359 -> 00:29:30,720] 哪怕害怕我也要说一下
[00:29:30,720 -> 00:29:33,359] 就是这个样子
[00:29:33,359 -> 00:29:35,359] 我也不知道怎么做是好
[00:29:35,359 -> 00:29:36,799] 但是不管怎么样
[00:29:36,799 -> 00:29:40,160] 还是希望得到一些大家的保护吧
[00:29:40,160 -> 00:29:43,039] 就这样
[00:29:43,039 -> 00:29:47,680] 说了这些可能我心里也感觉到好受一些
[00:29:47,680 -> 00:29:53,519] 希望大家如果有类似的吐槽的话
[00:29:53,519 -> 00:29:56,000] 还是发声吧
[00:29:56,000 -> 00:29:58,319] 大家起码把自己想说的感受的说出来
[00:29:58,319 -> 00:30:02,799] 因为言论自由还是所有东西的根基
[00:30:02,799 -> 00:30:04,960] 你没有这个根基的话
[00:30:04,960 -> 00:30:06,720] 所有东西都会崩塌如果说大家看不到言论自由还是所有东西的根基你没有这个根基的话所有东西都会崩塌
[00:30:06,720 -> 00:30:08,960] 那如果说大家看不到言论自由了
[00:30:08,960 -> 00:30:10,240] 而选择不发声
[00:30:10,240 -> 00:30:12,559] 现在简体中文互联网就是这个样子的
[00:30:12,559 -> 00:30:15,039] 就是如果任何同一个视频你在b站上看
[00:30:15,039 -> 00:30:17,119] b站就是被各种带节奏是吧
[00:30:17,119 -> 00:30:18,799] 因为微博就是被各种带节奏
[00:30:18,799 -> 00:30:20,720] 而YouTube就好一些
